plastic, time, index, energy [kJ/mol]
PS, 20, 0, 8.3084541e+03
PS, 20, 1, 8.2555771e+03
PS, 20, 2, 8.4038818e+03
PS, 20, 3, 8.2046260e+03
PS, 20, 4, 8.2602637e+03
PS, 20, 5, 8.3613984e+03
PS, 20, 6, 8.3290166e+03
PS, 20, 7, 8.2888682e+03
PS, 20, 8, 8.2582500e+03
PS, 20, 9, 8.2905078e+03
PS, 20, 10, 8.2806641e+03
PS, 20, 11, 8.3479102e+03
PS, 20, 12, 8.2007627e+03
PS, 20, 13, 8.1472827e+03
PS, 20, 14, 8.1507266e+03
PS, 20, 15, 8.2776162e+03
PS, 20, 16, 8.4443672e+03
PS, 20, 17, 8.3163877e+03
PS, 20, 18, 8.2921953e+03
PS, 20, 19, 8.2186875e+03
PS, 20, 20, 8.2870801e+03
PS, 20, 21, 8.2420996e+03
PS, 20, 22, 8.2893711e+03
PS, 20, 23, 8.4180449e+03
PS, 20, 24, 8.3207754e+03
PS, 20, 25, 8.2962764e+03
PS, 20, 26, 8.3237568e+03
PS, 20, 27, 8.2904688e+03
PS, 20, 28, 8.2477344e+03
PS, 20, 29, 8.3248242e+03
PS, 20, 30, 8.2990439e+03
PS, 20, 31, 8.1659180e+03
PS, 20, 32, 8.3037139e+03
PS, 20, 33, 8.2789307e+03
PS, 20, 34, 8.2344277e+03
PS, 20, 35, 8.3471875e+03
PS, 20, 36, 8.2217070e+03
PS, 20, 37, 8.3345430e+03
PS, 20, 38, 8.3196875e+03
PS, 20, 39, 8.2304316e+03
PS, 20, 40, 8.2445312e+03
PS, 20, 41, 8.1305225e+03
PS, 20, 42, 8.2112021e+03
PS, 20, 43, 8.2860059e+03
PS, 20, 44, 8.2596357e+03
PS, 20, 45, 8.2865830e+03
PS, 20, 46, 8.3119463e+03
PS, 20, 47, 8.1713506e+03
