plastic, time, index, energy [kJ/mol]
PP, 20, 0, -9757041.896662107
PP, 20, 1, -9756971.642872935
PP, 20, 2, -9756926.404998336
PP, 20, 3, -9757034.471284948
PP, 20, 4, -9756993.966786576
PP, 20, 5, -9756966.70400804
PP, 20, 6, -9756948.398361307
PP, 20, 7, -9756992.749868628
PP, 20, 8, -9756945.975805625
PP, 20, 9, -9757069.415825298
PP, 20, 10, -9756983.687425116
PP, 20, 11, -9756954.540318446
PP, 20, 12, -9756961.868734466
PP, 20, 13, -9757010.511952564
PP, 20, 14, -9756986.903623257
PP, 20, 15, -9756986.673506001
PP, 20, 16, -9756999.14964054
PP, 20, 17, -9756880.456524277
PP, 20, 18, -9757026.984425167
PP, 20, 19, -9756974.461442387
PP, 20, 20, -9757025.87803386
PP, 20, 21, -9756982.760998309
PP, 20, 22, -9757007.976500763
PP, 20, 23, -9757001.020352092
PP, 20, 24, -9756878.5490513
PP, 20, 25, -9756958.938918905
PP, 20, 26, -9757039.357867254
PP, 20, 27, -9756960.829433504
PP, 20, 28, -9756965.485941852
PP, 20, 29, -9756986.84265666
PP, 20, 30, -9756987.14999706
PP, 20, 31, -9757017.153705092
PP, 20, 32, -9756991.873435592
PP, 20, 33, -9757006.728137732
PP, 20, 34, -9756988.501715505
PP, 20, 35, -9757009.832734846
PP, 20, 36, -9757016.758915268
PP, 20, 37, -9756895.848512283
PP, 20, 38, -9756948.767242588
PP, 20, 39, -9757005.164388197
PP, 20, 40, -9757000.615733877
PP, 20, 41, -9756908.808084883
PP, 20, 42, -9756970.622037446
PP, 20, 43, -9756974.60841437
PP, 20, 44, -9757032.034437034
PP, 20, 45, -9757029.19990491
PP, 20, 46, -9756995.534216437
PP, 20, 47, -9757012.281113338
PP, 20, 48, -9756959.925148685
PP, 20, 49, -9756944.012631746
PP, 20, 50, -9756950.81263915
