Frame, Order Parameter S
0,0.346
1,0.262
2,0.296
3,0.352
4,0.290
5,0.293
6,0.350
7,0.285
8,0.240
9,0.334
10,0.268
11,0.308
12,0.359
13,0.319
14,0.271
15,0.319
16,0.250
17,0.280
18,0.324
19,0.327
20,0.298
21,0.272
22,0.368
23,0.306
24,0.278
25,0.331
26,0.281
27,0.324
28,0.307
29,0.344
30,0.309
31,0.247
32,0.328
33,0.278
34,0.270
35,0.327
36,0.281
37,0.261
38,0.278
39,0.254
40,0.296
41,0.283
42,0.276
43,0.334
44,0.262
45,0.312
46,0.349
47,0.324
48,0.304
49,0.355
