Frame, Rg(whole graph) / Å, Rg(subgraphs) / Å
0,15.179,12.223,8.808,7.382,9.870,8.719,8.799,8.451,8.103,9.368,7.904,11.381,10.651,10.431
1,15.225,8.751,9.865,9.070,12.567,11.430,10.659,11.550,9.274,9.636,12.275,12.018,7.410,10.246
2,15.371,8.952,11.467,11.774,8.703,8.377,10.177,13.332,8.267,10.434,9.372,11.364,11.735,8.181
3,15.176,12.116,11.617,8.938,12.992,8.664,7.926,8.080,8.494,10.299,13.136,8.137,11.685,8.984
4,15.275,12.674,9.257,9.784,8.024,10.478,7.546,7.200,10.288,9.100,7.921,8.176,7.333,8.883
5,15.256,7.671,7.414,11.310,12.145,11.981,9.310,7.982,8.979,8.334,8.171,7.236,10.415,8.221
6,15.079,7.814,11.961,11.927,7.910,9.668,11.111,7.655,8.534,11.026,9.448,9.928,7.750,11.358
7,15.267,7.211,8.579,9.311,11.842,11.125,10.344,9.568,7.847,10.080,11.470,7.970,7.934,7.536
8,15.346,11.915,9.296,11.346,10.572,7.680,9.760,8.390,10.016,8.205,11.322,8.844,8.933,8.952
9,15.295,9.189,8.763,8.263,10.448,8.691,7.140,10.505,8.495,9.261,8.821,7.957,10.953,10.175
10,15.036,9.272,9.200,12.245,12.198,7.676,9.432,11.671,7.848,8.861,8.816,11.346,9.540,9.047
11,15.173,9.607,8.081,10.047,9.873,10.435,9.037,9.830,10.657,12.433,12.693,7.185,12.693,11.453
12,15.087,9.412,8.549,9.936,6.867,8.811,8.420,8.813,8.553,12.725,9.541,9.045,9.589,8.901
13,15.125,10.798,8.671,9.800,10.424,7.915,11.885,8.151,13.392,10.626,8.381,8.594,8.664,8.322
14,15.146,11.484,8.250,13.473,7.769,8.533,11.132,9.541,9.131,7.119,12.699,9.202,7.351,11.080
15,15.180,11.984,10.006,9.020,9.618,7.633,8.728,12.430,10.197,10.044,8.575,12.410,8.709,8.032
16,15.144,10.993,9.356,8.928,8.685,10.389,8.552,7.554,8.936,9.043,7.726,9.344,12.315,8.217
17,15.043,7.415,7.316,8.646,11.894,11.868,7.130,12.780,10.754,9.178,10.946,8.837,9.233,9.682
18,15.285,10.339,11.564,11.622,14.699,11.792,9.329,7.759,10.209,9.202,7.313,8.545,10.855,7.748
19,15.238,10.884,7.494,11.070,9.159,11.681,8.945,9.190,7.371,7.496,8.907,7.977,9.217,9.778
20,15.253,11.987,7.758,10.761,8.439,9.547,11.071,8.034,10.653,8.089,7.739,12.084,12.368,8.028
21,15.100,8.078,10.279,9.395,10.840,7.452,9.205,8.031,10.653,10.572,8.857,11.655,7.885,11.479
22,15.080,10.624,6.756,7.870,7.944,10.121,8.844,9.898,8.267,7.217,8.717,10.117,11.629,8.497
23,15.312,9.396,10.059,8.239,7.814,8.366,11.153,8.798,10.616,7.584,10.208,7.825,9.487,12.090
24,15.205,10.019,10.082,8.154,9.982,9.138,9.225,11.071,10.086,6.921,11.070,8.400,10.977,8.428
25,15.211,8.047,10.090,11.047,12.674,8.892,7.944,10.906,10.490,10.485,9.599,9.790,8.706,9.893
26,15.430,8.039,11.025,12.307,8.403,10.545,9.233,7.623,8.540,11.556,10.824,9.149,10.751,8.020
27,15.098,7.374,13.053,10.608,9.661,7.335,8.646,8.503,7.344,9.439,10.431,13.134,9.198,9.696
28,15.204,12.475,9.992,9.003,10.129,8.659,12.135,8.778,9.577,9.519,10.358,8.198,9.452,9.120
29,15.175,10.471,8.978,8.921,10.950,10.398,7.625,8.395,7.668,8.197,12.023,11.319,8.402,10.118
30,15.179,10.834,12.865,9.299,8.579,11.599,9.410,9.767,11.580,7.851,10.257,8.386,7.847,9.997
31,15.168,9.367,8.487,8.691,10.016,8.227,9.165,9.677,10.443,13.044,10.045,9.540,11.415,8.328
32,15.033,8.079,9.541,9.777,10.233,7.899,10.496,9.475,6.925,6.950,10.640,8.870,9.866,8.131
33,15.217,12.927,8.596,8.738,12.216,8.933,9.863,8.757,9.420,10.536,8.768,10.901,14.241,11.024
34,15.125,7.281,11.821,11.180,7.237,9.753,9.449,10.105,9.160,8.383,9.372,8.624,12.505,9.901
