#Frame Index,  Radius of gyration [pm]
0, 1586.7985
1, 1784.869
2, 1833.7401
3, 1849.8433
4, 1810.2475
5, 1801.7762
6, 1831.0639
7, 1856.7815
8, 1830.1753
9, 1821.5863
10, 1780.9909
11, 1783.9537
12, 1820.3378
13, 1821.778
14, 1832.6658
15, 1807.0144
16, 1827.2992
17, 1801.5718
18, 1882.479
19, 1844.7613
20, 1880.5692
21, 1865.3937
22, 1852.6225
23, 1775.5698
24, 1785.2172
25, 1821.0636
26, 1839.5439
27, 1820.6912
28, 1830.6145
29, 1817.4818
30, 1823.1163
31, 1833.2925
32, 1828.2775
33, 1819.0859
34, 1842.2285
35, 1824.8887
36, 1817.3062
37, 1863.3921
38, 1799.2291
39, 1787.1005
40, 1810.4395
41, 1802.1672
42, 1831.2028
43, 1851.9356
44, 1810.1476
45, 1833.712
46, 1831.0731
47, 1841.0277
48, 1804.2842
49, 1777.225
50, 1814.6918
51, 1835.2584
52, 1842.9559
53, 1845.6407
54, 1839.8397
55, 1800.4425
56, 1823.7564
57, 1854.5193
58, 1854.5131
59, 1815.866
60, 1881.4185
61, 1856.8486
62, 1871.1173
63, 1817.7324
64, 1883.6848
65, 1873.465
66, 1914.6221
67, 1787.3235
68, 1803.6136
69, 1799.5912
70, 1864.3536
71, 1825.529
72, 1796.2332
73, 1792.1574
74, 1833.0971
75, 1793.6014
76, 1782.2952
77, 1816.7621
78, 1842.0664
79, 1818.6605
80, 1829.9007
81, 1773.068
82, 1790.9984
83, 1796.7025
84, 1803.5466
85, 1845.1424
86, 1873.6283
87, 1896.5628
88, 1895.274
89, 1876.7472
90, 1843.6427
91, 1843.6765
92, 1812.3702
93, 1834.6057
94, 1820.1858
95, 1861.7783
96, 1794.981
97, 1835.2925
98, 1776.4304
99, 1805.1703
100, 1792.5896
101, 1814.0095
102, 1843.3893
103, 1795.9973
104, 1823.8918
105, 1845.7209
106, 1806.942
107, 1826.8752
108, 1787.9856
109, 1867.8012
110, 1845.4482
111, 1839.2701
112, 1814.1541
113, 1839.273
114, 1779.2407
115, 1801.4222
116, 1768.0036
117, 1748.1391
118, 1805.2557
119, 1860.08
120, 1787.7127
121, 1799.6219
122, 1785.2655
123, 1751.1273
124, 1771.5468
125, 1788.0033
126, 1776.2915
127, 1778.3094
128, 1792.6013
129, 1784.2122
130, 1770.1176
131, 1774.1754
132, 1744.7712
133, 1774.5677
134, 1794.4227
135, 1781.392
136, 1782.3626
137, 1795.1628
138, 1740.1705
139, 1741.0255
140, 1740.9688
141, 1763.0888
142, 1779.5123
143, 1773.96
144, 1770.8658
145, 1780.0166
146, 1768.4986
147, 1853.7363
148, 1812.6173
149, 1835.4087
150, 1793.1881
151, 1802.1675
152, 1797.7495
153, 1777.622
154, 1745.5973
155, 1807.3418
156, 1762.8404
157, 1743.2641
158, 1767.1747
159, 1787.9954
160, 1752.0509
161, 1757.9714
162, 1774.2934
163, 1802.4308
164, 1773.974
165, 1753.1053
166, 1759.0881
167, 1747.2819
168, 1754.7318
169, 1732.1105
170, 1730.8879
171, 1718.5165
172, 1734.1549
173, 1723.7951
174, 1714.1846
175, 1772.7965
176, 1750.0962
177, 1762.8011
178, 1740.8816
179, 1750.736
180, 1743.6085
181, 1766.4125
