plastic,time,index,aSurf[A^2],aVol[A^3]
PE,50,0,7573.0365273742664,31639.099661232598
PE,50,1,7430.1164515196806,31798.235528611069
PE,50,2,7543.4256393351116,31429.727975711696
PE,50,3,7514.7113553345525,31500.359754859895
PE,50,4,7267.3721613375365,31679.875069546877
PE,50,5,7482.4434886664276,31507.766237257998
PE,50,6,7631.4738404115942,31245.062920054170
PE,50,7,7461.7817215310151,31389.511289082468
PE,50,8,7665.0859165290458,31750.083031548082
PE,50,9,7580.1148316346316,31673.837921944931
PE,50,10,7773.5888353835380,31803.072729764688
PE,50,11,7517.2748212652741,31472.942463476065
PE,50,12,7496.5278641261775,31772.843077700560
PE,50,13,7596.5012832528373,31489.154194326144
PE,50,14,7484.0951069984139,31850.598534213244
PE,50,15,7684.6274608568401,31826.728616603192
PE,50,16,7429.6658288924236,31581.411373029605
PE,50,17,7386.9561899975033,31457.009754731913
PE,50,18,7642.7505154757746,31979.134795651778
PE,50,19,7596.9590474080997,31666.816365083741
PE,50,20,7491.8528787638061,31396.658937445078
PE,50,21,7701.7608992909554,31948.608309788840
PE,50,22,7308.5078624036614,31518.216874840888
PE,50,23,7347.0208971920756,31246.095914127181
PE,50,24,7355.9315102628543,31403.433891075172
PE,50,25,7482.0250427511646,31568.320166940463
PE,50,26,7643.2684364710276,31936.817371011974
PE,50,27,7562.4502922736474,31543.430802367471
PE,50,28,7588.9084451105164,31188.867231571952
PE,50,29,7268.0686380161897,31582.263293080654
PE,50,30,7402.4573748671010,31685.901347421150
PE,50,31,7445.0407366347554,31462.299548602470
PE,50,32,7740.2689266716516,31867.570405482576
PE,50,33,7650.7720340526121,31693.808431705475
PE,50,34,7158.9713695315731,31421.378142679678
PE,50,35,7609.0729079861567,31806.217099856418
PE,50,36,7764.7746049841417,31871.748495660235
PE,50,37,7364.6979540693828,31648.489427190361
PE,50,38,7679.7839338006552,31650.265136106456
PE,50,39,7281.9726909404926,31393.316465037948
PE,50,40,7511.6638384725884,31379.305318192168
PE,50,41,7794.7557845206466,32060.582772603804
PE,50,42,7477.9921945739652,31593.337304536271
PE,50,43,7530.4935900347218,31788.247750830848
PE,50,44,7530.8645435528715,31682.375083501636
PE,50,45,7415.7594933507244,31586.899979928443
PE,50,46,7615.0597775187880,31723.515016334062
PE,50,47,7382.9882845354105,31575.838748411126
PE,50,48,7425.5931459984868,31537.425674185753
PE,50,49,7335.5856217603223,31573.105807388143
