Frame,Cis count,Trans count
0,268,482
1,284,470
2,287,467
3,290,464
4,276,478
5,292,462
6,293,461
7,280,474
8,282,472
9,273,481
10,287,467
11,265,489
12,293,461
13,280,474
14,275,479
15,262,492
16,279,475
17,291,463
18,292,462
19,302,452
20,289,465
21,289,465
22,269,485
23,293,461
24,293,461
25,295,459
26,271,483
27,267,487
28,281,473
29,280,474
30,266,488
31,286,468
32,275,479
33,281,473
34,292,462
35,277,477
36,278,476
37,278,476
38,280,474
39,290,464
40,288,466
41,278,476
42,295,459
43,287,467
44,293,461
45,302,452
46,294,460
47,283,471
48,293,461
49,279,475
50,290,464
51,261,493
52,287,467
53,279,475
54,275,479
55,296,458
56,287,467
57,288,466
58,291,463
59,284,470
60,272,482
61,285,469
62,303,451
63,277,477
64,275,479
65,287,467
66,275,479
67,277,477
68,271,483
69,281,473
70,292,462
71,275,479
72,275,479
73,294,460
74,291,463
75,285,469
76,285,469
77,276,478
78,290,464
79,280,474
80,296,458
81,268,486
82,271,483
83,279,475
84,280,474
85,283,471
86,289,465
87,286,468
88,290,464
89,282,472
90,301,453
91,290,464
92,287,467
93,279,475
94,274,480
95,287,467
96,285,469
97,299,455
98,276,478
99,296,458
100,291,463
101,287,467
102,289,465
103,287,467
104,288,466
105,289,465
106,300,454
107,275,479
108,289,465
109,288,466
110,290,464
111,292,462
112,283,471
113,307,447
114,291,463
115,276,478
116,299,455
117,289,465
118,297,457
119,287,467
120,294,460
121,271,483
122,295,459
123,303,451
124,293,461
125,271,483
126,279,475
127,292,462
128,286,468
129,278,476
130,289,465
131,292,462
132,277,477
133,282,472
134,281,473
135,309,445
136,285,469
137,296,458
138,284,470
139,284,470
140,274,480
141,291,463
142,298,456
143,299,455
144,261,493
145,290,464
146,282,472
147,296,458
148,295,459
149,284,470
150,279,475
151,300,454
152,298,456
153,287,467
154,286,468
155,280,474
156,291,463
157,291,463
158,294,460
159,294,460
160,301,453
161,303,451
162,289,465
163,294,460
164,294,460
165,302,452
166,299,455
167,293,461
168,285,469
169,292,462
170,277,477
171,296,458
172,289,465
173,297,457
174,293,461
175,290,464
176,285,469
177,293,461
178,303,451
179,292,462
180,285,469
181,295,459
182,299,455
183,280,474
184,293,461
185,290,464
186,274,480
187,274,480
188,292,462
189,280,474
190,277,477
191,289,465
192,286,468
193,294,460
194,290,464
195,294,460
196,288,466
197,285,469
198,297,457
199,286,468
200,301,453
201,285,469
202,292,462
203,292,462
204,291,463
205,281,473
206,272,482
207,298,456
208,294,460
209,289,465
210,296,458
211,286,468
212,277,477
213,281,473
214,291,463
215,285,469
216,291,463
217,288,466
218,292,462
219,277,477
220,286,468
221,279,475
222,299,455
223,283,471
224,287,467
225,285,469
226,306,448
227,273,481
228,282,472
229,282,472
230,288,466
231,287,467
232,294,460
233,297,457
234,285,469
235,274,480
236,290,464
237,292,462
238,294,460
239,280,474
240,294,460
241,289,465
242,289,465
243,284,470
244,295,459
245,279,475
246,291,463
247,282,472
248,276,478
249,297,457
250,284,470
251,270,484
252,298,456
253,296,458
254,295,459
255,288,466
256,291,463
257,308,446
258,296,458
259,282,472
260,290,464
261,294,460
262,282,472
263,277,477
264,273,481
265,298,456
266,296,458
267,295,459
268,275,479
269,284,470
270,277,477
271,292,462
272,305,449
273,305,449
274,307,447
275,303,451
276,288,466
277,301,453
278,295,459
279,309,445
280,300,454
281,289,465
282,281,473
283,273,481
284,286,468
285,289,465
286,270,484
287,283,471
288,300,454
289,289,465
290,276,478
291,283,471
292,281,473
293,296,458
294,284,470
295,289,465
296,295,459
297,293,461
298,275,479
299,289,465
300,294,460
301,284,470
302,283,471
303,291,463
304,284,470
305,289,465
306,293,461
307,289,465
308,294,460
309,297,457
310,285,469
311,286,468
312,279,475
313,291,463
314,280,474
315,288,466
316,281,473
317,293,461
318,302,452
319,280,474
320,286,468
321,289,465
322,307,447
323,289,465
324,295,459
325,288,466
326,307,447
327,292,462
328,289,465
329,289,465
330,304,450
331,299,455
332,299,455
333,300,454
334,299,455
335,288,466
336,295,459
337,303,451
338,294,460
339,288,466
340,280,474
341,312,442
342,272,482
343,284,470
344,299,455
345,293,461
346,294,460
347,292,462
348,297,457
349,302,452
350,292,462
351,297,457
352,306,448
353,297,457
354,290,464
355,291,463
356,276,478
357,303,451
358,297,457
359,306,448
360,303,451
361,300,454
362,302,452
363,293,461
364,292,462
365,301,453
366,293,461
367,283,471
368,288,466
369,303,451
370,287,467
371,294,460
372,297,457
373,288,466
374,296,458
375,298,456
376,302,452
377,304,450
378,285,469
379,285,469
380,311,443
381,291,463
382,295,459
383,304,450
384,283,471
385,302,452
386,303,451
387,306,448
388,287,467
389,287,467
390,287,467
391,319,435
392,286,468
393,294,460
394,298,456
395,305,449
396,296,458
397,300,454
398,292,462
399,291,463
400,302,452
401,302,452
402,300,454
403,292,462
404,312,442
405,305,449
406,291,463
407,292,462
408,287,467
409,299,455
410,298,456
411,303,451
412,291,463
413,288,466
414,279,475
415,295,459
416,303,451
417,289,465
418,299,455
419,293,461
420,286,468
421,288,466
422,292,462
423,301,453
424,303,451
425,296,458
426,287,467
427,298,456
428,289,465
429,290,464
430,299,455
431,292,462
432,303,451
433,298,456
434,300,454
435,307,447
436,296,458
437,297,457
438,292,462
439,304,450
440,292,462
441,307,447
442,293,461
443,305,449
444,294,460
445,300,454
446,304,450
447,294,460
448,296,458
449,302,452
450,308,446
451,296,458
452,301,453
453,304,450
454,292,462
455,306,448
456,304,450
457,297,457
458,306,448
459,296,458
460,312,442
461,297,457
462,304,450
463,308,446
464,303,451
465,302,452
466,293,461
467,308,446
468,312,442
469,298,456
470,301,453
471,306,448
472,306,448
473,301,453
474,305,449
475,304,450
476,294,460
477,301,453
478,302,452
479,300,454
480,306,448
481,300,454
482,311,443
483,302,452
484,313,441
485,315,439
486,315,439
487,313,441
488,287,467
489,291,463
490,305,449
491,309,445
492,304,450
493,311,443
494,298,456
495,307,447
496,301,453
497,306,448
498,298,456
499,305,449
500,295,459
501,310,444
502,300,454
503,306,448
504,304,450
505,300,454
506,308,446
507,321,433
508,302,452
509,294,460
510,314,440
511,314,440
512,318,436
513,296,458
514,305,449
515,314,440
516,309,445
517,313,441
518,302,452
519,303,451
520,298,456
521,300,454
522,304,450
523,309,445
524,317,437
525,306,448
526,296,458
527,303,451
528,298,456
529,302,452
530,325,429
531,313,441
532,299,455
533,308,446
534,307,447
535,319,435
536,304,450
537,310,444
538,306,448
539,322,432
540,300,454
541,304,450
542,305,449
543,303,451
544,307,447
545,310,444
546,301,453
547,302,452
548,305,449
549,300,454
550,304,450
551,301,453
552,308,446
553,291,463
554,295,459
555,303,451
556,294,460
557,299,455
558,308,446
559,303,451
560,299,455
561,305,449
562,305,449
563,302,452
564,304,450
565,299,455
566,301,453
567,304,450
568,301,453
569,299,455
570,301,453
571,291,463
572,316,438
573,305,449
574,296,458
575,307,447
576,305,449
577,310,444
578,297,457
579,303,451
580,298,456
581,295,459
582,302,452
583,303,451
584,294,460
585,307,447
586,311,443
587,313,441
588,299,455
589,306,448
590,309,445
591,319,435
592,300,454
593,304,450
594,305,449
595,307,447
596,302,452
597,308,446
598,306,448
599,306,448
600,315,439
601,312,442
602,303,451
603,292,462
604,303,451
605,311,443
606,319,435
607,317,437
608,314,440
609,315,439
610,315,439
611,310,444
612,314,440
613,317,437
614,317,437
615,312,442
616,315,439
617,313,441
618,314,440
