Frame, Rg(whole graph) / Å, Rg(subgraphs) / Å
0,15.332,8.900,10.969,8.747,7.511,9.707,7.372,9.089,8.336,8.621,8.024,9.778,9.643,8.194
1,15.563,9.817,9.302,7.663,9.158,8.762,8.571,9.919,12.640,9.861,8.840,6.873,7.406,9.638
2,15.503,9.627,9.836,11.222,10.368,8.461,9.376,7.500,9.633,9.191,9.394,9.202,10.675,10.435
3,15.305,9.105,11.039,11.041,9.063,12.012,7.421,8.446,10.354,9.955,10.007,9.697,9.040,8.165
4,15.582,9.711,11.721,9.102,7.137,11.486,8.742,8.716,8.792,10.154,10.504,6.965,7.746,10.193
5,15.453,11.432,7.252,10.325,10.097,11.455,9.350,10.456,11.526,9.144,11.546,8.366,8.555,10.153
6,15.341,9.062,13.118,7.794,10.721,9.833,8.008,9.509,6.893,8.704,9.692,7.754,10.432,9.552
7,15.546,7.847,11.353,10.485,7.438,10.820,10.546,10.044,9.131,12.395,11.358,9.442,8.413,8.844
8,15.377,10.985,13.556,10.744,8.197,8.556,8.369,7.909,7.084,12.882,7.735,9.956,9.218,9.943
9,15.235,11.608,9.738,8.033,9.294,10.875,8.865,13.055,8.901,9.281,7.877,10.983,10.259,9.919
10,15.744,7.847,11.410,9.157,8.421,9.971,11.419,10.327,9.651,12.102,8.987,9.196,11.053,10.840
11,15.395,11.330,8.529,11.782,8.513,7.211,8.425,7.725,10.056,12.305,12.153,10.176,10.382,9.066
12,15.413,7.773,8.935,9.605,9.746,9.305,8.349,11.819,8.034,8.204,13.652,8.623,10.890,10.211
13,15.478,8.233,9.362,6.784,7.736,9.542,10.343,10.470,9.028,8.631,8.017,8.212,7.768,10.079
14,15.404,8.530,8.481,12.170,10.068,10.347,7.390,8.341,7.513,9.282,7.586,10.242,7.390,11.166
15,15.351,11.637,8.884,10.946,9.915,9.425,11.064,9.639,8.148,8.266,9.987,8.499,9.360,7.644
16,15.372,13.152,7.659,12.707,8.090,9.219,8.965,8.505,7.773,9.253,8.215,12.336,9.841,8.955
17,15.357,7.523,9.782,9.973,8.695,9.810,7.653,7.566,10.740,11.545,9.540,10.566,13.539,9.214
18,15.394,8.901,10.449,8.313,8.241,8.849,8.814,10.610,10.811,10.100,7.329,8.578,8.170,7.116
19,15.271,10.422,7.482,8.059,9.829,12.372,11.691,8.634,10.838,10.458,11.080,13.408,7.239,10.232
20,15.378,10.292,12.223,9.958,9.772,9.045,11.032,11.035,10.777,10.302,9.891,11.269,7.935,10.058
21,15.374,7.788,8.143,8.181,10.353,7.050,9.267,10.298,9.099,10.540,10.629,10.069,10.781,10.787
22,15.518,10.451,11.445,8.791,9.784,10.289,11.253,11.875,8.834,6.851,8.290,11.135,8.697,10.817
23,15.358,9.618,8.168,12.127,9.847,6.974,10.363,10.314,8.041,11.595,9.762,9.723,9.744,9.018
24,15.404,11.369,7.436,11.531,10.557,12.961,9.921,7.982,11.857,7.602,9.907,11.002,10.962,8.610
