Frame, End-to-End Distance (subgraphs) / Å
0,28.571,4.547,25.401,29.437,10.677,25.616,16.562,27.746,27.446
1,33.555,17.620,29.815,26.128,23.750,33.614,33.883,27.896,25.962
2,26.379,34.043,14.874,9.335,22.028,34.932,30.299,14.933,19.701
3,34.332,25.016,36.132,12.908,33.853,25.245,13.577,13.639,26.727
4,35.380,19.066,23.342,28.300,19.823,11.405,27.290,32.990,29.999
5,16.648,14.481,15.886,30.613,32.314,30.589,14.257,32.838,36.870
6,25.826,27.296,40.675,37.371,40.482,7.147,7.001,10.821,17.585
7,9.884,43.029,23.013,34.009,36.345,35.332,37.726,28.621,23.655
8,28.074,20.838,22.219,29.038,32.536,21.994,13.072,20.262,9.616
9,4.525,22.057,35.893,16.625,17.369,17.773,31.601,28.437,22.535
10,33.324,41.629,26.051,17.760,10.746,16.112,9.373,36.859,24.140
11,28.293,37.540,27.159,32.360,25.230,21.853,21.106,40.697,25.564
12,16.130,18.855,35.121,34.341,23.964,35.184,20.407,29.740,15.215
13,16.651,31.739,24.833,33.197,14.010,32.835,39.491,35.903,20.435
14,11.429,11.165,17.071,17.078,15.847,34.382,29.114,9.418,15.338
15,31.582,6.278,30.248,22.355,24.656,26.513,11.866,12.698,10.350
16,16.682,19.107,17.841,30.090,41.974,20.678,16.294,9.436,9.699
17,24.832,6.240,27.785,31.803,27.340,13.278,22.646,16.313,39.286
18,21.781,18.793,35.123,16.615,10.619,12.676,27.613,24.006,26.625
19,26.400,32.971,31.658,27.398,40.653,28.943,30.848,24.464,20.728
20,27.455,16.565,34.072,38.572,14.361,46.797,34.577,13.849,23.251
21,20.530,33.028,16.335,23.243,16.767,17.313,20.659,34.614,36.041
22,15.333,34.998,35.143,21.755,33.081,4.735,20.748,36.433,26.554
23,26.146,32.386,18.175,11.776,22.134,25.266,14.041,21.337,5.342
24,27.450,14.226,23.597,14.088,16.418,11.646,25.106,16.098,8.382
25,18.818,32.653,18.261,36.850,7.406,31.004,36.291,8.476,30.099
26,32.566,11.853,11.257,30.400,33.275,24.147,34.705,24.097,30.996
27,12.564,23.347,20.403,20.417,42.516,15.288,18.662,16.958,14.369
28,37.755,16.976,35.672,22.692,50.041,27.918,8.876,26.390,38.510
29,16.485,39.048,10.311,29.252,8.213,18.447,29.053,24.517,21.293
30,40.553,18.986,12.384,34.338,30.049,10.504,33.354,26.390,33.212
31,18.471,38.050,22.683,28.741,9.533,13.622,34.565,10.453,25.269
32,35.925,28.546,32.098,29.902,33.562,6.419,16.445,30.092,23.116
33,11.591,25.024,28.107,23.116,6.716,40.762,40.879,15.243,7.784
34,9.278,30.754,28.896,21.606,15.201,12.288,21.914,14.580,33.485
35,28.422,44.952,12.665,28.232,32.880,18.781,29.723,16.505,22.379
36,31.713,14.297,39.957,15.114,23.720,36.007,14.000,20.753,36.026
37,29.618,30.749,21.180,33.373,25.458,42.782,19.842,27.587,27.559
38,14.294,23.042,32.082,29.253,19.643,9.831,19.938,7.558,28.186
39,8.717,4.700,14.200,17.814,8.709,16.646,25.699,4.574,19.690
40,13.794,19.460,40.567,30.944,24.058,9.313,21.947,24.922,9.975
41,32.597,19.739,30.490,16.113,19.614,22.065,4.358,11.193,30.328
42,28.013,17.741,33.493,23.699,33.067,32.129,27.356,20.109,40.443
43,24.633,10.603,13.157,15.983,15.372,20.760,23.480,21.881,8.290
44,33.290,39.102,38.051,17.059,38.121,32.690,22.348,22.721,34.080
45,36.577,22.303,36.683,24.478,13.640,18.263,23.019,24.386,20.001
46,15.142,25.229,8.098,7.970,31.856,24.735,27.686,20.794,13.955
47,19.556,12.758,36.029,18.365,19.480,29.822,21.260,9.433,12.340
48,34.360,33.427,25.899,17.512,33.127,15.237,16.637,23.840,11.915
49,26.105,37.252,19.965,10.861,20.218,27.665,21.477,31.655,14.504
