Frame, Order Parameter S
178,0.388
179,0.455
180,0.439
181,0.357
182,0.319
183,0.382
184,0.342
185,0.292
186,0.404
187,0.433
188,0.369
189,0.389
190,0.356
191,0.424
192,0.327
193,0.408
194,0.380
195,0.421
196,0.408
197,0.418
198,0.312
199,0.414
200,0.362
201,0.399
202,0.380
203,0.401
204,0.371
205,0.341
206,0.395
207,0.345
208,0.419
209,0.465
210,0.405
211,0.372
212,0.490
213,0.460
214,0.368
215,0.376
216,0.406
217,0.422
218,0.425
219,0.405
220,0.436
221,0.398
222,0.451
223,0.423
224,0.508
225,0.424
226,0.390
227,0.427
228,0.467
229,0.341
230,0.439
231,0.435
232,0.397
233,0.466
234,0.420
235,0.388
236,0.409
237,0.422
238,0.430
239,0.365
240,0.321
241,0.435
242,0.541
243,0.416
244,0.374
245,0.293
246,0.390
247,0.446
248,0.345
249,0.310
250,0.362
251,0.437
252,0.439
253,0.407
254,0.403
255,0.349
256,0.364
257,0.393
258,0.436
259,0.340
260,0.398
261,0.421
262,0.426
263,0.428
264,0.423
265,0.467
266,0.365
267,0.409
268,0.402
269,0.417
270,0.402
271,0.430
272,0.372
273,0.391
274,0.441
275,0.433
276,0.372
277,0.382
278,0.345
279,0.393
280,0.381
281,0.369
282,0.382
283,0.326
284,0.413
285,0.405
286,0.455
287,0.392
288,0.353
289,0.463
290,0.400
291,0.461
292,0.366
293,0.380
294,0.441
295,0.418
296,0.390
297,0.407
298,0.284
299,0.400
300,0.406
301,0.458
302,0.447
303,0.381
304,0.419
305,0.360
306,0.393
307,0.301
308,0.354
309,0.422
310,0.459
311,0.428
312,0.416
313,0.438
314,0.414
315,0.504
316,0.379
317,0.366
318,0.431
319,0.439
320,0.440
321,0.407
322,0.363
323,0.436
324,0.340
325,0.374
326,0.352
327,0.430
328,0.396
329,0.486
330,0.474
331,0.380
332,0.437
333,0.348
334,0.486
335,0.334
336,0.437
337,0.334
338,0.360
339,0.438
340,0.463
341,0.431
342,0.426
343,0.402
344,0.389
345,0.391
346,0.446
347,0.427
348,0.401
349,0.413
350,0.402
351,0.438
352,0.384
353,0.388
354,0.416
355,0.393
356,0.384
357,0.359
358,0.427
359,0.391
360,0.374
361,0.417
362,0.427
363,0.371
364,0.346
365,0.455
366,0.388
367,0.403
368,0.414
369,0.397
370,0.363
371,0.448
372,0.355
373,0.445
374,0.363
375,0.387
376,0.408
377,0.339
378,0.368
379,0.449
380,0.366
381,0.385
382,0.408
383,0.390
384,0.407
385,0.418
386,0.403
387,0.381
388,0.396
389,0.382
390,0.431
391,0.389
392,0.385
393,0.318
394,0.373
395,0.356
396,0.409
397,0.352
398,0.372
399,0.398
400,0.367
401,0.453
402,0.402
403,0.351
404,0.385
405,0.356
406,0.470
407,0.459
408,0.414
409,0.386
410,0.392
411,0.392
412,0.360
413,0.344
414,0.333
415,0.409
416,0.355
417,0.407
418,0.315
419,0.400
420,0.309
421,0.336
422,0.419
423,0.421
424,0.397
425,0.348
426,0.315
427,0.432
428,0.353
429,0.372
430,0.319
431,0.384
432,0.349
433,0.328
434,0.365
435,0.350
436,0.386
437,0.367
438,0.419
439,0.425
440,0.425
441,0.369
442,0.367
443,0.378
444,0.376
445,0.431
446,0.397
447,0.393
448,0.385
449,0.371
450,0.400
451,0.356
452,0.279
453,0.392
454,0.411
455,0.346
456,0.447
457,0.385
458,0.421
459,0.355
460,0.429
461,0.332
462,0.285
463,0.331
464,0.343
465,0.424
466,0.310
467,0.418
468,0.410
469,0.355
470,0.383
471,0.321
472,0.350
473,0.345
474,0.380
475,0.357
476,0.364
477,0.394
478,0.428
479,0.424
480,0.360
481,0.380
482,0.360
483,0.378
484,0.407
485,0.359
486,0.337
487,0.339
488,0.379
489,0.332
490,0.412
491,0.384
492,0.441
493,0.348
494,0.381
495,0.405
496,0.423
497,0.363
498,0.349
499,0.412
500,0.415
501,0.295
502,0.346
503,0.308
504,0.356
505,0.387
506,0.357
507,0.371
508,0.345
509,0.390
510,0.351
511,0.422
512,0.408
513,0.398
514,0.414
515,0.416
516,0.419
517,0.384
518,0.414
519,0.435
520,0.412
521,0.331
522,0.377
523,0.373
524,0.395
525,0.383
526,0.382
527,0.324
528,0.455
529,0.396
530,0.391
531,0.396
532,0.436
533,0.317
534,0.354
535,0.360
536,0.328
537,0.389
538,0.366
539,0.370
540,0.378
541,0.369
542,0.376
543,0.397
544,0.285
545,0.375
546,0.317
547,0.393
548,0.345
549,0.332
550,0.351
551,0.314
552,0.346
553,0.369
554,0.379
555,0.363
556,0.349
557,0.308
558,0.344
559,0.347
560,0.280
561,0.379
562,0.391
563,0.349
564,0.339
565,0.371
566,0.335
567,0.379
568,0.371
569,0.380
570,0.339
571,0.382
572,0.370
573,0.355
574,0.345
575,0.418
576,0.351
577,0.380
578,0.309
579,0.346
580,0.323
581,0.376
582,0.359
583,0.372
584,0.346
585,0.334
586,0.305
587,0.369
588,0.324
589,0.413
590,0.417
591,0.412
592,0.377
593,0.344
594,0.378
595,0.438
596,0.441
597,0.397
598,0.306
599,0.412
600,0.308
601,0.321
602,0.450
603,0.304
604,0.375
605,0.351
606,0.342
607,0.307
608,0.419
609,0.397
610,0.375
611,0.283
612,0.288
613,0.385
614,0.324
615,0.337
616,0.337
617,0.335
618,0.376
619,0.419
620,0.291
621,0.395
622,0.316
623,0.387
624,0.303
625,0.371
626,0.345
627,0.360
628,0.340
629,0.425
630,0.313
631,0.454
632,0.383
633,0.369
634,0.401
635,0.326
636,0.374
637,0.280
638,0.330
639,0.367
640,0.321
641,0.367
642,0.351
643,0.376
644,0.381
645,0.402
646,0.380
647,0.334
648,0.257
649,0.356
650,0.332
651,0.348
652,0.310
653,0.397
654,0.303
655,0.308
656,0.352
657,0.357
658,0.361
659,0.370
660,0.348
661,0.349
662,0.384
663,0.348
664,0.340
665,0.321
666,0.373
667,0.306
668,0.378
669,0.318
670,0.367
671,0.373
672,0.334
673,0.369
674,0.341
675,0.360
676,0.312
677,0.294
678,0.333
679,0.384
680,0.377
681,0.344
682,0.308
683,0.298
684,0.323
685,0.425
686,0.412
687,0.376
688,0.342
689,0.330
690,0.341
691,0.330
692,0.351
693,0.346
694,0.427
695,0.343
696,0.433
697,0.344
698,0.317
699,0.368
700,0.406
701,0.390
702,0.380
703,0.347
704,0.321
705,0.364
706,0.332
707,0.370
708,0.314
709,0.342
710,0.357
711,0.356
712,0.360
713,0.333
714,0.354
715,0.320
716,0.368
717,0.334
718,0.400
719,0.315
720,0.336
721,0.337
722,0.418
723,0.333
724,0.337
725,0.335
726,0.320
727,0.346
728,0.301
729,0.416
730,0.323
731,0.309
732,0.344
733,0.374
734,0.314
735,0.369
736,0.359
737,0.296
738,0.298
739,0.363
740,0.386
741,0.357
742,0.363
743,0.310
744,0.300
745,0.377
746,0.394
747,0.376
748,0.277
749,0.351
750,0.344
751,0.331
752,0.353
753,0.370
754,0.369
755,0.350
756,0.344
757,0.352
758,0.393
759,0.320
760,0.323
761,0.327
762,0.362
763,0.349
764,0.326
765,0.298
766,0.400
767,0.353
768,0.354
769,0.368
770,0.281
771,0.385
772,0.307
773,0.384
774,0.349
775,0.340
776,0.330
777,0.396
778,0.362
779,0.342
780,0.365
781,0.328
782,0.314
783,0.326
784,0.346
785,0.325
786,0.385
787,0.366
788,0.320
789,0.385
790,0.384
791,0.317
792,0.307
793,0.416
794,0.399
795,0.331
796,0.377
797,0.420
798,0.313
799,0.362
800,0.302
801,0.273
802,0.323
803,0.304
804,0.373
805,0.294
806,0.357
807,0.349
808,0.383
809,0.348
810,0.386
811,0.313
812,0.308
813,0.332
814,0.332
815,0.335
816,0.370
817,0.369
818,0.380
819,0.407
820,0.358
821,0.326
822,0.304
823,0.329
824,0.357
825,0.358
826,0.369
827,0.319
828,0.384
829,0.343
830,0.260
831,0.321
832,0.316
833,0.330
834,0.339
835,0.320
836,0.254
837,0.322
838,0.396
839,0.330
840,0.290
841,0.304
842,0.295
843,0.303
844,0.351
845,0.343
846,0.330
847,0.358
848,0.377
849,0.341
850,0.337
851,0.380
852,0.374
853,0.395
854,0.362
855,0.337
856,0.396
857,0.370
858,0.373
859,0.392
860,0.329
861,0.357
862,0.343
863,0.239
864,0.314
865,0.328
866,0.301
867,0.349
868,0.354
869,0.364
870,0.307
871,0.332
872,0.331
873,0.296
874,0.305
875,0.346
876,0.359
877,0.343
878,0.355
879,0.283
880,0.287
881,0.360
882,0.306
883,0.307
884,0.313
885,0.367
886,0.336
887,0.315
888,0.303
889,0.329
890,0.318
891,0.360
892,0.402
893,0.286
894,0.337
895,0.275
896,0.357
897,0.280
898,0.313
899,0.412
900,0.328
901,0.275
902,0.300
903,0.321
904,0.326
905,0.388
906,0.349
907,0.353
908,0.335
909,0.372
910,0.302
911,0.325
912,0.262
913,0.331
914,0.313
915,0.300
916,0.281
917,0.312
918,0.376
919,0.365
920,0.229
921,0.329
922,0.363
923,0.391
924,0.389
925,0.320
926,0.365
927,0.325
928,0.334
929,0.364
930,0.310
931,0.360
932,0.368
933,0.299
934,0.374
935,0.331
936,0.297
937,0.378
938,0.317
939,0.443
940,0.348
941,0.342
942,0.294
943,0.328
944,0.368
945,0.313
946,0.271
947,0.351
948,0.310
949,0.327
950,0.381
951,0.325
952,0.298
953,0.285
954,0.375
955,0.336
956,0.310
957,0.307
958,0.274
959,0.379
960,0.275
961,0.311
962,0.330
963,0.301
964,0.303
965,0.329
966,0.350
967,0.262
968,0.396
969,0.385
970,0.319
971,0.362
972,0.308
973,0.302
974,0.320
975,0.345
976,0.339
977,0.353
978,0.307
979,0.356
980,0.324
981,0.391
982,0.331
983,0.377
984,0.298
985,0.341
986,0.388
987,0.298
988,0.264
989,0.349
990,0.263
991,0.442
992,0.319
993,0.381
994,0.300
995,0.315
996,0.284
997,0.322
998,0.390
999,0.314
1000,0.349
