Frame, Rg(whole graph) / Å, Rg(subgraphs) / Å
0,15.432,12.490,14.343,16.177,14.561,11.345,13.475,14.470,16.478,16.156
1,14.981,14.968,12.165,13.752,13.018,14.486,13.138,12.841,13.140,14.398
2,15.787,16.053,14.786,12.056,16.922,14.548,11.727,16.418,11.459,12.812
3,15.170,13.436,14.832,13.986,16.587,16.009,15.655,12.369,14.119,15.506
4,14.733,15.233,15.179,14.243,15.333,13.450,13.628,14.436,11.613,12.355
5,15.113,15.175,14.376,14.804,14.879,16.596,13.947,14.389,13.515,11.198
6,16.565,14.038,15.586,13.612,15.830,15.590,12.396,12.118,13.097,13.096
7,15.340,13.325,13.756,12.824,17.067,12.853,14.625,14.931,15.188,12.537
8,15.386,16.025,13.193,14.278,15.024,15.549,12.571,14.233,12.337,11.295
9,14.875,12.085,14.439,13.230,15.157,12.434,12.858,13.417,14.415,11.128
10,14.949,14.233,13.439,15.556,11.227,12.377,11.896,15.452,12.047,13.540
11,15.219,14.020,14.783,13.734,14.928,9.674,15.212,12.904,13.843,15.401
12,14.856,9.591,13.964,15.006,13.248,13.162,14.163,14.544,10.657,16.109
13,15.327,15.542,15.936,11.869,13.953,12.048,14.466,13.326,14.836,12.759
14,14.857,14.416,13.798,13.346,10.905,12.146,12.977,14.071,13.013,11.988
15,14.903,11.196,14.312,11.671,13.838,13.971,13.653,13.155,9.877,11.929
16,15.306,15.317,15.479,10.868,14.603,14.693,13.829,12.737,11.931,13.097
17,15.196,11.906,13.962,12.570,13.554,13.428,12.530,13.929,12.489,13.217
18,14.859,10.160,12.153,14.292,15.078,13.463,11.622,13.161,13.920,14.534
19,15.099,12.767,14.439,13.563,13.202,14.358,14.525,12.038,17.252,15.931
20,15.721,14.648,12.403,11.508,15.886,13.201,16.116,13.063,12.627,17.891
21,14.841,13.708,13.354,11.879,15.021,15.761,13.221,13.415,11.206,14.456
22,14.892,13.603,14.714,10.504,15.000,13.340,11.900,12.094,15.087,14.860
23,15.164,10.109,15.040,14.495,12.255,15.390,15.075,14.040,15.370,14.754
24,15.001,12.087,12.978,16.301,12.239,15.474,15.394,15.086,13.286,12.106
25,15.426,13.041,15.183,13.496,15.300,14.148,11.749,15.551,11.282,15.328
26,14.969,15.656,12.086,11.666,16.165,10.768,11.311,14.720,13.434,12.428
27,14.840,13.647,12.874,12.778,13.849,14.714,13.022,14.405,13.709,12.168
28,16.074,15.988,12.125,15.267,12.882,17.027,15.242,13.358,14.504,14.784
29,14.833,13.149,15.842,11.355,10.568,13.029,13.706,11.357,14.735,11.622
30,14.963,14.040,13.827,13.879,13.304,13.136,10.101,12.481,13.326,12.371
31,15.813,11.550,14.715,17.107,15.688,13.186,13.415,15.926,12.067,13.553
32,15.359,13.960,14.530,14.220,13.633,14.822,13.489,13.288,15.502,13.987
33,15.029,14.576,13.578,10.685,14.506,13.344,14.160,14.821,11.937,14.665
34,14.857,15.049,11.611,15.884,11.549,12.445,13.260,14.890,11.946,15.574
35,15.264,10.345,13.500,13.291,14.537,13.407,12.661,10.837,12.503,15.359
36,15.370,14.135,11.581,13.304,13.164,12.765,16.087,14.806,14.134,13.194
37,14.951,11.233,14.512,11.174,15.886,13.432,14.991,13.057,13.221,13.113
38,14.942,13.294,14.819,13.707,12.603,11.122,12.525,14.112,13.166,14.867
39,14.912,15.942,14.654,14.316,13.151,13.814,15.523,14.202,12.137,10.273
40,15.164,11.907,14.327,14.638,13.170,15.185,15.615,14.866,15.511,14.730
41,14.924,15.838,15.652,14.133,11.353,11.103,13.995,13.026,13.996,14.653
42,15.059,12.336,14.722,13.614,12.676,15.944,12.877,14.260,13.784,14.436
43,15.193,15.875,12.472,14.993,13.334,10.510,13.555,13.324,12.787,11.102
44,14.994,13.118,15.002,12.869,10.764,13.415,12.875,13.250,12.765,15.386
45,15.384,16.065,13.944,12.051,13.043,15.256,14.125,16.107,12.394,11.683
46,15.275,14.802,12.085,12.055,13.671,15.075,14.087,13.850,13.261,12.831
47,15.114,12.850,13.143,15.011,12.613,14.387,14.897,14.231,12.928,12.857
48,14.776,10.865,13.320,13.646,13.243,14.244,14.623,12.550,12.846,13.620
49,14.853,14.446,12.412,12.009,10.144,15.336,13.106,11.330,15.728,11.465
