#Frame Index,  Radius of gyration [pm]
0, 4685.2182
1, 4434.9875
2, 4327.5077
3, 4465.1968
4, 4252.9428
5, 4278.2164
6, 5028.6673
7, 5408.8749
8, 5161.2756
9, 4174.8104
10, 3711.7603
11, 3600.7779
12, 3428.9411
13, 3144.8387
14, 3026.9533
15, 2632.6198
16, 3049.6259
17, 2904.2499
18, 3051.9814
19, 3242.6414
20, 2747.2819
21, 2434.3578
22, 2843.4991
23, 3437.1221
24, 3185.665
25, 3376.6921
26, 3165.4956
27, 3103.529
28, 2772.7703
29, 2899.8043
30, 4151.5802
31, 4031.9529
32, 3873.3987
33, 3259.1634
34, 3258.1478
35, 3035.8072
36, 3298.9297
37, 3273.8138
38, 3391.5142
39, 3494.5291
40, 3479.1951
41, 2978.9212
42, 2899.625
43, 2841.392
44, 2578.3931
45, 2634.5495
46, 2728.458
47, 2928.8958
48, 2850.1267
49, 2661.8165
50, 2415.1281
51, 2234.742
52, 2213.0938
53, 2228.1318
54, 2456.3111
55, 2655.9142
56, 3378.7494
57, 2909.348
58, 2738.011
59, 3282.7124
60, 3298.4079
61, 3478.6869
62, 3581.973
63, 3593.7326
64, 3571.4276
65, 3469.212
66, 3415.5625
67, 3289.2218
68, 3387.6037
69, 3592.9352
70, 2605.7032
71, 3204.9394
72, 4989.4949
73, 4999.9633
74, 3778.569
75, 2254.6649
76, 2306.1029
77, 2144.7962
78, 2266.6924
79, 2159.6189
80, 2164.0621
81, 2279.7079
82, 2162.4769
83, 2236.5321
84, 2042.2586
85, 2141.352
86, 2287.8083
87, 2257.7178
88, 2306.0838
89, 2191.2174
90, 2039.2877
91, 2230.0132
92, 2141.0316
93, 2117.2765
94, 2173.5498
95, 2288.7238
96, 2259.7918
97, 2430.1725
98, 2546.4219
99, 2656.0035
100, 2332.4092
101, 2255.6447
102, 2840.2052
103, 2738.532
104, 2187.8355
105, 2119.6605
106, 2099.7722
107, 2126.1589
108, 2418.1448
109, 2449.3662
110, 2341.2299
111, 2233.0445
112, 2398.27
113, 2650.4641
114, 2667.3259
115, 2446.2072
116, 2544.1884
117, 2341.6576
118, 2293.353
119, 2189.0873
120, 2216.9469
121, 2214.7423
122, 2217.7749
123, 2212.9517
124, 2161.282
125, 2260.0236
126, 2222.137
127, 2165.7181
128, 2026.4731
129, 2022.0878
130, 2051.7488
131, 2018.7487
132, 2006.3057
133, 2058.4093
134, 2079.6627
135, 2075.3397
136, 2158.9077
137, 2131.284
138, 2122.4598
