0 -21245.211
20 -21411.334
40 -21278.096
60 -20974.703
80 -21212.973
100 -21072.346
120 -21499.895
140 -21018.807
160 -21219.375
180 -21141.906
200 -21110.047
220 -21157.549
240 -21074.93
260 -21168.463
280 -21150.359
300 -21442.727
320 -21486.652
340 -20831.326
360 -21175.184
380 -20850.059
400 -21122.295
420 -21136.166
440 -20997.738
460 -21337.252
480 -21190.996
500 -21629.102
520 -21120.354
540 -21521.139
560 -20718.66
580 -21199.922
600 -20883.715
620 -20924.953
640 -21246.164
660 -21276.408
680 -21106.51
700 -21056.73
720 -20877.262
740 -21160.781
760 -21121.156
780 -21164.789
800 -21190.127
820 -21416.811
840 -20954.383
860 -21106.184
880 -21073.172
900 -21182.812
920 -21057.518
940 -21058.432
960 -21024.508
980 -21121.527
1000 -21287.338
1020 -21160.465
1040 -21120.73
1060 -21171.072
1080 -20923.361
1100 -21221.08
1120 -21160.281
1140 -21180.334
1160 -21317.453
1180 -21005.654
1200 -21072.451
1220 -20921.883
1240 -20809.445
1260 -20890.611
1280 -20875.598
1300 -21030.09
1320 -20996.947
1340 -21340.172
1360 -21052.625
1380 -20975.195
1400 -21022.1
1420 -21211.633
1440 -21246.516
1460 -20774.506
1480 -21269.15
1500 -20714.719
1520 -20938.76
1540 -21063.109
1560 -20947.025
1580 -21051.26
1600 -21084.934
1620 -21249.398
1640 -21125.521
1660 -21265.039
1680 -20910.201
1700 -20992.922
1720 -20821.486
1740 -20991.008
1760 -20841.15
1780 -20730.605
1800 -21470.127
1820 -21103.719
1840 -21309.127
1860 -21358.342
1880 -20794.951
1900 -21171.746
1920 -21163.99
1940 -21060.396
1960 -21404.869
1980 -21305.25
2000 -21241.611
2020 -21054.568
2040 -21093.939
2060 -21072.926
2080 -21259.193
2100 -20902.326
2120 -21133.42
2140 -21042.051
2160 -21006.902
2180 -20740.893
2200 -21104.799
2220 -21069.682
2240 -21281.779
2260 -21121.35
2280 -21165.828
2300 -20962.211
2320 -20953.506
2340 -20972.621
2360 -21070.498
2380 -21000.867
2400 -21377.631
2420 -21225.291
2440 -21243.531
2460 -21045.689
2480 -21048.354
2500 -21007.518
2520 -20901.408
2540 -20898.275
2560 -21022.887
2580 -21375.361
2600 -21098.059
2620 -21130.467
2640 -21114.527
2660 -20814.42
2680 -21133.174
2700 -21194.932
2720 -21027.414
2740 -21191.064
2760 -21269.779
2780 -20952.805
2800 -21075.643
2820 -20930.35
2840 -21545.545
2860 -21260.061
2880 -21248.098
2900 -20899.598
2920 -21357.158
2940 -20941.105
2960 -21143.225
2980 -21136.77
3000 -21188.332
3020 -21171.371
3040 -20833.09
3060 -21066.451
3080 -21053.365
3100 -21259.027
3120 -21088.988
3140 -21048.645
3160 -21088.275
3180 -21400.908
3200 -20927.438
3220 -21186.457
3240 -21299.969
3260 -21298.568
3280 -21059.436
3300 -21242.533
3320 -21045.291
3340 -21124.908
3360 -21212.035
3380 -21342.15
3400 -20885.746
3420 -21032.551
3440 -21051.504
3460 -21148.723
3480 -21031.971
3500 -21254.576
3520 -21068.547
3540 -20725.908
3560 -21255.732
3580 -21358.178
3600 -21212.617
3620 -21043.826
3640 -21303.865
3660 -21122.057
3680 -21310.768
3700 -21102.1
3720 -21079.891
3740 -21200.709
3760 -20907.582
3780 -20886.422
3800 -21223.438
3820 -20841.645
3840 -21386.402
3860 -21105.922
3880 -21367.297
3900 -20911.326
3920 -20995.484
3940 -21084.414
3960 -21063.725
3980 -21217.955
4000 -20955.441
4020 -21151.867
4040 -21111.633
4060 -21270.713
4080 -21269.025
4100 -21250.965
4120 -21120.068
4140 -21042.381
4160 -21012.922
4180 -21261.125
4200 -21036.814
4220 -21240.383
4240 -21346.629
4260 -21188.627
4280 -21316.818
4300 -21141.039
4320 -20836.744
4340 -20964.385
4360 -21185.266
4380 -21028.936
4400 -21287.057
4420 -20997.898
4440 -21262.248
4460 -21247.076
4480 -21118.979
4500 -21093.387
4520 -21358.801
4540 -20942.963
4560 -21050.396
4580 -21323.27
4600 -21067.957
4620 -21126.689
4640 -21116.768
4660 -21026.326
4680 -21407.174
4700 -21222.762
4720 -21190.201
4740 -21094.162
4760 -21315.193
4780 -20922.783
4800 -21224.822
4820 -21432.645
4840 -21173.543
4860 -21039.402
4880 -21219.73
4900 -21034.184
4920 -21144.66
4940 -21301.623
4960 -21071.574
4980 -20951.156
5000 -21088.584
5020 -21379.131
5040 -20818.168
5060 -21336.078
5080 -21063.258
5100 -21264.787
5120 -21214.244
5140 -21165.773
5160 -21384.803
5180 -21142.6
5200 -21352.889
5220 -21441.168
5240 -21101.74
5260 -21099.406
5280 -21372.305
5300 -21137.713
5320 -21292.293
5340 -21215.672
5360 -21210.396
5380 -21177.543
5400 -21304.895
5420 -21222.996
5440 -21013.672
5460 -21296.193
5480 -21059.482
5500 -21055.432
5520 -21143.164
5540 -21229.184
5560 -21187.895
5580 -21144.674
5600 -21268.988
5620 -21148.311
5640 -21151.299
5660 -21145.682
5680 -21388.305
5700 -21155.66
5720 -21031.566
5740 -21200.01
5760 -21258.055
5780 -20941.656
5800 -21037.73
5820 -21044.771
5840 -20808.752
5860 -21123.055
5880 -21012.271
5900 -21101.533
5920 -21348.145
5940 -21240.441
5960 -21193.498
5980 -20993.062
6000 -21262.824
6020 -21227.873
6040 -21100.768
6060 -20985.213
6080 -21177.467
6100 -21047.354
6120 -21164.867
6140 -20976.916
6160 -21162.572
6180 -21252.184
6200 -21239.727
6220 -21213.566
6240 -21192.309
6260 -21072.887
6280 -21190.355
6300 -21256.361
6320 -21127.102
6340 -21128.373
6360 -21301.688
6380 -21387.502
6400 -21286.307
6420 -21034.848
6440 -20987.736
6460 -20917.805
6480 -21265.627
6500 -21062.883
6520 -21132.223
6540 -21265.924
6560 -21166.098
6580 -21108.387
6600 -21082.307
6620 -21062.537
6640 -21358.348
6660 -21452.08
6680 -21116.211
6700 -21238.555
6720 -21241.213
6740 -21070.092
6760 -21161.377
6780 -21205.648
6800 -20991.285
6820 -21355.316
6840 -21310.395
6860 -20883.309
6880 -21098.771
6900 -21170.613
6920 -21348.256
6940 -21353.838
6960 -21127.41
6980 -21179.41
7000 -21549.83
7020 -21495.73
7040 -21161.223
7060 -21207.158
7080 -21375.199
7100 -21264.391
7120 -21529.93
7140 -20949.562
7160 -21099.029
7180 -21094.07
7200 -21306.08
7220 -21058.545
7240 -21130.148
7260 -21196.701
7280 -21074.787
7300 -21023.172
7320 -21047.463
7340 -20899.811
7360 -20967.014
7380 -21027.986
7400 -21221.299
7420 -21064.225
7440 -21151.738
7460 -21295.492
7480 -21284.451
7500 -21034.258
7520 -21343.166
7540 -21203.463
7560 -21353.143
7580 -21290.197
7600 -21015.877
7620 -21071.338
7640 -21279.783
7660 -21514.52
7680 -21549.34
7700 -21345.873
7720 -21047.131
7740 -21185.861
7760 -21179.459
7780 -21053.084
7800 -21355.73
7820 -21198.104
7840 -21321.498
7860 -21226.381
7880 -21380.455
7900 -21514.703
7920 -21300.912
7940 -21347.531
7960 -21007.377
7980 -21191.762
8000 -20975.645
8020 -21197.447
8040 -21005.293
8060 -21055.396
8080 -21148.041
8100 -21228.223
8120 -21205.896
8140 -20991.199
8160 -21670.83
8180 -21528.094
8200 -21284.682
8220 -20869.066
8240 -21450.471
8260 -21225.322
8280 -21052.219
8300 -21418.475
8320 -21046.146
8340 -21044.115
8360 -21373.703
8380 -21182.645
8400 -21110.113
8420 -21404.395
8440 -21433.291
8460 -21191.082
8480 -21240.133
8500 -21355.568
8520 -21090.135
8540 -21448.133
8560 -21478.65
8580 -21340.404
8600 -21238.779
8620 -21382.436
8640 -21249.307
8660 -21267.025
