plastic,time,index,aSurf[A^2],aVol[A^3]
PP,20,0,8185.9065869848346,33624.279279404895
PP,20,1,8323.2319532792444,33711.753171226992
PP,20,2,8447.1072017358656,33915.385687115755
PP,20,3,8412.4957308146149,33844.761880284859
PP,20,4,8758.0914136027332,33972.377421200137
PP,20,5,8411.9546153378542,33769.129272226426
PP,20,6,8307.8365761443438,33858.340854216636
PP,20,7,8402.0718510383140,33872.293101222094
PP,20,8,8078.4887703287031,33604.992816647173
PP,20,9,8201.9710504407449,33712.364970562572
PP,20,10,8663.5323839595640,34140.239849591060
PP,20,11,8345.7230103347392,33844.076062139058
PP,20,12,8149.4839386628573,33744.269680142803
PP,20,13,8434.1189726008179,33745.304579381249
PP,20,14,8562.8160261189496,33924.903770925201
PP,20,15,8328.0259997268568,33680.467088532634
PP,20,16,8333.5813918728891,33867.052451373427
PP,20,17,8406.7782031333118,33750.339297295410
PP,20,18,8267.2803515205069,33784.159935143507
PP,20,19,8094.6168503348454,33645.272693112958
PP,20,20,8208.9839697725474,33677.864170654117
PP,20,21,8300.7741031500027,33660.440619957240
PP,20,22,8501.9952749929398,33799.508229571162
PP,20,23,8476.8663835203879,33948.042505901591
PP,20,24,8490.7497460984414,33897.591296181454
PP,20,25,8335.6814970270043,33846.845301814603
PP,20,26,8322.7693289708714,33690.965375010135
PP,20,27,8318.9028134292021,33681.188054294136
PP,20,28,8370.4183620271779,33676.917907284078
PP,20,29,8514.4374566238112,33873.776947069397
PP,20,30,8162.1576157280388,33617.811092400087
PP,20,31,8365.1633852977939,33881.679224073523
PP,20,32,8293.4712243833892,33766.895185604204
PP,20,33,7962.0031375140097,33497.724322214744
PP,20,34,8253.8286881493095,33668.055672113143
PP,20,35,8562.6115528817918,33958.265582433909
PP,20,36,8219.7751204528322,33553.643845385210
PP,20,37,8377.4002089917849,33661.317002022181
PP,20,38,8533.2493896192482,33907.867002448285
PP,20,39,8465.2741266403027,33956.886684737590
PP,20,40,8383.8905681730048,33671.467955189648
PP,20,41,8383.9285616970319,33817.548250087028
PP,20,42,8398.8045448779594,33820.969966407087
PP,20,43,8481.5942360221616,33908.750056268815
PP,20,44,8646.1643565211198,33993.356416229573
PP,20,45,8284.2437022849081,33747.823005323466
PP,20,46,8479.5979496688124,33749.145795942284
PP,20,47,8163.8840442179271,33648.224216956347
PP,20,48,8548.1931871619290,34076.852149310020
PP,20,49,8529.6654693531291,33671.578383606437
PP,20,50,8361.5729853511875,33743.318470140992
