#Frame Index,  Radius of gyration [pm]
0, 1527.0292
1, 1532.1158
2, 1546.0971
3, 1528.049
4, 1537.7166
5, 1536.167
6, 1520.1038
7, 1537.414
8, 1543.1706
9, 1536.2522
10, 1514.4271
11, 1526.9896
12, 1518.4475
13, 1524.1205
14, 1524.0082
15, 1529.0264
16, 1526.0293
17, 1517.7065
18, 1537.7288
19, 1536.6991
20, 1537.1099
21, 1521.4683
22, 1518.9848
23, 1538.1271
24, 1530.1201
25, 1532.9968
26, 1550.9488
27, 1519.0396
28, 1530.3092
29, 1526.7431
30, 1527.2839
31, 1528.8055
32, 1516.0557
33, 1530.1747
34, 1524.9668
35, 1527.316
36, 1527.7191
37, 1536.7974
38, 1538.0844
39, 1541.5095
40, 1548.5832
41, 1533.2867
42, 1529.1421
43, 1551.2886
44, 1535.8418
45, 1527.0499
46, 1528.2982
47, 1518.2835
48, 1535.5645
