#Frame Index,  Radius of gyration [pm]
0, 4565.3799
1, 4749.068
2, 4874.9255
3, 4639.9824
4, 4297.3636
5, 5002.9364
6, 4403.5539
7, 5295.3739
8, 4336.5421
9, 4149.1451
10, 3699.3573
11, 5025.866
12, 4816.7688
13, 4387.4573
14, 4217.3296
15, 4266.9626
16, 3361.8976
17, 4386.0614
18, 3634.2962
19, 4249.4142
20, 3765.9918
21, 3957.2271
22, 3293.1648
23, 3178.5957
24, 3752.7477
25, 2639.6761
26, 2613.089
27, 2663.6237
28, 2269.7067
29, 1947.1791
30, 2157.4298
31, 1956.7763
32, 2592.5138
33, 2487.2924
34, 2242.8019
35, 2605.7832
36, 1961.5836
37, 1844.841
38, 1923.4484
39, 2085.3576
40, 2040.1218
41, 2049.4896
42, 1954.8826
43, 2092.1895
44, 2231.2215
45, 3045.8346
46, 1910.6155
47, 2020.9897
48, 1916.981
49, 1801.3416
50, 1868.6319
51, 1918.9602
52, 1831.2974
53, 1985.6415
54, 1911.0375
55, 1915.6208
56, 1967.6895
57, 2088.6276
58, 1931.6109
59, 1906.2752
60, 1939.4144
61, 1893.6069
62, 1908.9456
63, 1960.5694
64, 1863.3276
65, 1858.6601
66, 1871.6612
67, 2094.2318
68, 1851.0892
69, 1877.9927
70, 1856.2748
71, 1910.6011
72, 1901.0996
73, 1809.5513
74, 1832.7334
75, 2000.8031
76, 1863.7696
77, 1863.4179
78, 1906.1746
79, 1937.8572
80, 2027.8841
81, 1926.6482
82, 1887.3237
83, 1999.9021
84, 1902.4081
85, 1870.8966
86, 1830.127
87, 2062.7347
88, 1991.8404
89, 1834.629
90, 1940.1833
91, 1846.76
92, 1835.3233
93, 1912.6234
94, 1875.0491
95, 1906.17
96, 1787.7573
97, 1761.2383
98, 1832.7785
99, 1765.9047
100, 1790.009
101, 1828.6273
102, 1785.3834
103, 1720.7734
104, 1732.7629
105, 1978.5772
106, 1858.1754
107, 1763.3962
108, 1737.4619
109, 1813.9495
110, 1793.0232
111, 1748.3392
112, 1793.3579
113, 1768.0265
114, 1757.321
115, 1710.1705
116, 1747.8209
117, 1771.8442
118, 1683.3221
119, 1786.592
120, 1728.1105
121, 1751.4914
122, 1727.2428
123, 1705.8483
124, 1675.7874
125, 1705.0716
126, 1739.0045
127, 1725.0889
128, 1707.5893
129, 1701.6432
130, 1710.4711
131, 1695.6954
132, 1689.757
133, 1657.3623
134, 1681.0579
135, 1675.4721
136, 1748.4732
137, 1735.7424
138, 1753.5603
139, 1712.1353
140, 1718.4289
141, 1755.4859
142, 1753.9048
143, 1743.7908
144, 1738.7926
145, 1699.9824
146, 1702.8842
147, 1772.7413
148, 1775.4405
149, 1840.9577
150, 1753.3924
151, 1750.9891
152, 1772.814
153, 1811.2605
154, 1794.8585
155, 1796.016
156, 1673.1246
157, 1665.8575
158, 1681.6928
159, 1719.8067
160, 1707.1835
161, 1705.9323
162, 1663.094
163, 1708.9355
164, 1702.4075
165, 1730.4985
166, 1739.1449
167, 1677.1784
168, 1651.536
169, 1667.4421
170, 1670.719
171, 1649.8058
172, 1677.8749
173, 1734.381
174, 1671.6575
175, 1705.2151
176, 1673.6369
177, 1710.7306
178, 1656.1144
179, 1700.5438
180, 1675.0695
181, 1672.531
182, 1638.3219
183, 1668.1057
184, 1669.832
185, 1647.5172
186, 1722.3833
187, 1697.3886
188, 1704.9045
189, 1686.4237
190, 1685.5409
191, 1698.4945
192, 1692.6759
193, 1773.0136
194, 1636.2268
195, 1654.3772
196, 1642.7335
197, 1629.3615
198, 1669.6026
199, 1642.5513
200, 1630.1315
201, 1604.9294
202, 1621.5043
203, 1633.0392
204, 1644.7848
205, 1645.1773
206, 1657.8327
207, 1662.4838
208, 1666.1284
209, 1688.578
210, 1638.7298
211, 1647.4973
212, 1672.9571
213, 1676.7412
214, 1630.0173
215, 1637.9351
216, 1595.5086
217, 1623.224
218, 1645.2125
219, 1623.7644
220, 1654.755
221, 1620.2965
222, 1642.5016
223, 1629.8675
224, 1640.2334
225, 1645.9323
226, 1653.7088
227, 1618.4319
228, 1675.3967
229, 1649.7259
230, 1650.5939
231, 1680.0495
232, 1662.537
233, 1645.6251
234, 1625.065
235, 1616.9171
236, 1673.504
237, 1616.5895
238, 1612.3837
239, 1603.1982
240, 1614.6032
241, 1647.7933
242, 1639.3469
243, 1636.3739
244, 1644.2475
245, 1631.2166
246, 1642.3095
247, 1649.3
248, 1620.8506
249, 1614.5823
250, 1647.222
251, 1620.302
252, 1655.1473
253, 1657.9004
254, 1669.3583
255, 1640.7275
256, 1637.2267
257, 1620.0975
258, 1609.0674
259, 1623.4457
260, 1622.0177
261, 1645.4871
262, 1630.4693
263, 1639.1024
264, 1630.6619
265, 1651.3698
266, 1652.4172
267, 1601.0556
268, 1608.4922
269, 1647.8887
270, 1646.8612
271, 1620.6139
272, 1616.0003
273, 1614.2048
274, 1598.7878
275, 1618.051
276, 1597.6566
277, 1610.0707
278, 1592.563
279, 1581.6587
280, 1578.2023
281, 1603.0641
282, 1596.1145
283, 1585.0382
284, 1599.896
285, 1598.0382
286, 1607.511
287, 1602.9926
288, 1601.7572
289, 1579.6946
290, 1579.2224
291, 1597.0353
292, 1590.5698
293, 1581.8982
294, 1573.1738
295, 1570.5139
296, 1579.1176
297, 1572.6401
298, 1566.0991
299, 1574.0838
300, 1593.5621
301, 1574.669
302, 1573.4852
303, 1575.3484
304, 1588.2633
305, 1574.754
306, 1571.0134
307, 1565.1384
308, 1563.7156
309, 1575.7536
310, 1572.8927
311, 1575.351
312, 1574.5695
313, 1582.4152
314, 1581.2839
315, 1572.4189
316, 1575.6399
317, 1573.053
318, 1560.3353
319, 1559.3884
320, 1576.144
321, 1557.9802
322, 1560.2432
323, 1557.6709
324, 1565.3853
325, 1568.3806
326, 1558.4944
327, 1569.8041
328, 1557.5002
329, 1559.1367
330, 1565.7082
331, 1562.8357
332, 1553.2995
333, 1558.3553
334, 1559.2736
335, 1564.7199
336, 1564.8935
337, 1565.2387
338, 1572.1036
339, 1559.6245
340, 1557.6081
341, 1562.8947
342, 1545.2624
343, 1555.2068
344, 1550.6774
345, 1552.4965
346, 1555.1254
347, 1548.1133
348, 1556.7252
349, 1566.7292
350, 1559.869
351, 1548.3942
352, 1565.1574
353, 1552.3038
354, 1554.4848
355, 1556.4547
356, 1558.8233
357, 1566.1653
358, 1552.8673
359, 1552.42
360, 1551.9591
361, 1555.2694
362, 1545.7713
363, 1554.1972
364, 1562.6417
365, 1565.969
366, 1552.7307
367, 1547.7247
368, 1555.2328
369, 1553.6245
370, 1553.5806
371, 1559.403
372, 1549.9018
373, 1537.1035
374, 1543.7538
375, 1556.0918
376, 1554.3928
377, 1556.5587
378, 1550.8788
379, 1548.1067
380, 1543.221
381, 1551.9202
382, 1549.9138
383, 1553.7569
384, 1551.0637
385, 1542.812
386, 1553.2197
387, 1552.3385
388, 1552.4466
389, 1546.8483
390, 1549.6563
391, 1550.0408
392, 1545.8597
393, 1552.472
394, 1547.6484
395, 1549.2917
396, 1547.7608
397, 1549.4495
398, 1555.8093
399, 1552.5339
400, 1544.9074
