Frame, Rg(whole graph) / Å, Rg(subgraphs) / Å
0,16.053,12.900,10.085,10.684,13.668,13.065,11.478,10.482,11.221,11.785,15.117,12.714
1,16.102,10.608,14.932,15.976,10.738,12.870,11.787,11.549,12.076,11.557,9.919,10.236
2,15.903,11.149,9.844,13.572,8.639,12.136,13.476,14.924,12.177,9.649,9.716,15.248
3,16.706,12.155,9.980,12.583,9.464,10.684,12.684,10.621,13.596,10.402,10.193,11.668
4,15.765,15.010,13.057,8.928,12.774,10.729,10.413,13.562,9.855,14.729,10.137,9.993
5,15.973,15.259,11.734,10.289,11.638,13.800,12.509,10.496,10.730,10.148,13.938,15.761
6,15.843,13.400,11.040,11.978,10.805,13.118,12.380,11.127,12.608,10.863,10.398,13.883
7,15.811,11.012,13.024,13.486,13.797,12.188,9.475,12.369,13.627,12.118,9.735,14.463
8,15.905,10.498,15.624,13.236,11.270,10.189,11.468,12.329,13.213,9.985,15.039,11.289
9,16.019,13.044,12.231,13.295,10.905,14.952,14.802,12.572,10.942,10.659,11.883,11.917
10,15.680,10.444,9.263,11.316,10.537,13.773,12.312,9.822,11.984,13.638,10.966,10.467
11,16.036,12.398,11.487,13.674,13.303,14.087,10.974,9.371,9.587,11.011,11.893,16.237
12,15.764,13.313,10.343,13.574,13.748,11.426,11.691,10.809,10.041,14.481,12.197,11.541
13,16.032,10.705,13.679,11.917,14.386,11.724,11.861,10.723,11.161,9.893,14.273,12.337
14,15.838,10.375,13.666,13.250,12.545,16.121,9.953,13.192,9.110,13.161,12.203,9.874
15,15.991,14.202,15.108,11.122,13.530,12.449,14.040,13.672,9.768,11.653,10.756,12.201
16,16.250,12.523,9.762,15.775,11.702,12.989,11.516,11.805,10.715,14.332,12.856,11.085
17,15.742,10.187,12.930,14.435,13.095,13.374,12.445,13.128,10.474,12.254,9.088,12.444
18,15.849,12.490,14.553,12.831,13.542,9.238,10.799,10.010,14.204,12.936,9.649,16.759
19,15.941,13.950,13.870,12.846,11.391,9.826,10.864,15.648,13.209,11.744,13.380,10.402
20,15.954,11.036,11.200,13.410,11.110,12.918,15.185,11.152,13.411,10.289,11.365,12.491
21,15.969,10.685,10.373,11.973,14.408,12.234,12.598,11.871,14.093,11.416,14.280,11.386
22,15.797,12.214,12.127,10.348,9.758,16.793,10.723,13.796,10.487,13.778,8.877,12.347
23,15.802,10.768,13.613,12.059,12.619,16.083,10.363,9.856,13.307,8.464,10.543,16.544
24,15.748,13.462,10.288,11.456,13.021,9.362,13.191,9.908,13.945,11.083,10.660,10.759
25,16.025,9.783,13.209,12.796,9.980,10.178,10.708,13.073,12.760,11.730,15.161,9.652
26,15.733,14.481,14.467,14.271,12.131,12.851,12.942,10.079,13.928,14.597,12.536,14.347
27,15.783,12.228,10.857,13.220,12.988,11.913,11.600,13.759,11.282,13.801,11.971,16.219
28,15.901,11.390,11.556,11.411,14.969,12.179,15.710,12.073,13.764,10.496,10.888,11.186
29,15.651,9.290,13.206,12.291,12.541,10.736,10.302,13.961,10.745,14.253,8.297,13.659
30,15.724,10.215,9.239,11.564,12.915,12.766,14.814,12.006,11.815,12.018,10.224,13.250
31,15.819,11.593,12.865,12.089,13.833,11.152,14.751,11.364,8.776,11.175,10.909,10.121
32,15.766,9.166,13.121,14.768,10.545,11.288,13.754,12.139,10.394,13.673,12.379,11.556
33,15.696,14.484,10.892,13.456,11.234,11.382,11.119,12.464,10.255,9.250,12.168,14.103
34,15.786,10.551,11.084,11.898,13.262,12.782,10.492,10.214,12.593,11.887,14.734,11.292
35,15.958,11.778,13.596,11.898,9.076,12.336,11.091,14.248,10.935,11.805,11.971,12.135
36,15.767,13.839,12.010,13.051,13.483,9.009,11.216,13.265,13.142,13.709,12.058,11.200
37,15.849,12.937,14.134,13.766,12.194,13.370,15.685,13.322,14.522,12.500,13.466,12.601
38,15.815,11.642,14.848,15.510,11.034,14.891,15.630,11.218,13.506,9.681,10.299,11.868
39,15.854,11.945,12.531,12.196,10.898,13.116,12.422,8.924,12.444,15.335,16.814,13.293
40,15.810,12.273,11.504,13.429,14.870,10.570,11.333,12.727,9.555,13.201,10.775,11.743
41,15.829,12.405,12.567,12.207,10.679,12.826,13.417,13.532,11.628,15.302,10.700,9.017
42,15.957,13.056,9.407,10.804,9.864,13.771,10.492,11.042,10.067,12.914,11.029,12.865
43,15.955,11.414,12.802,13.049,12.648,11.158,14.224,14.585,15.361,14.801,10.576,10.760
44,15.908,13.512,14.328,8.295,11.868,9.858,12.305,13.329,13.358,12.257,14.691,10.129
45,15.785,12.073,12.792,12.834,9.562,13.896,11.112,13.111,15.274,12.101,8.728,14.049
46,15.857,14.730,12.325,11.529,12.765,15.025,10.329,14.006,14.205,12.428,12.731,13.906
47,16.009,10.129,15.597,12.639,10.603,10.606,15.216,14.812,12.524,9.192,11.830,13.434
48,15.669,13.567,14.298,13.718,12.770,12.678,12.199,13.636,13.895,9.981,12.213,15.790
49,15.660,10.573,10.240,13.095,11.220,13.644,11.628,14.760,13.987,9.252,13.077,12.787
