#Frame Index,  Radius of gyration [pm]
0, 1527.0348
1, 1532.1177
2, 1546.1002
3, 1528.0479
4, 1537.7194
5, 1536.1761
6, 1520.1099
7, 1537.4186
8, 1543.1647
9, 1536.2572
10, 1514.4458
11, 1526.9964
12, 1518.4559
13, 1524.1272
14, 1524.0117
15, 1529.0285
16, 1526.0406
17, 1517.7109
18, 1537.7321
19, 1536.704
20, 1537.1115
21, 1521.4798
22, 1518.9913
23, 1538.1507
24, 1530.1311
25, 1533.0008
26, 1550.957
27, 1519.0481
28, 1530.319
29, 1526.7489
30, 1527.2884
31, 1528.8118
32, 1516.0608
33, 1530.1786
34, 1524.9769
35, 1527.3221
36, 1527.7289
37, 1536.7933
38, 1538.0909
39, 1541.5027
40, 1548.59
41, 1533.2925
42, 1529.1524
43, 1551.2986
44, 1535.8456
45, 1527.055
46, 1528.3386
47, 1518.2951
48, 1535.5739
