Frame, End-to-End Distance (subgraphs) / Å
0,16.195,16.603,32.492,24.991,32.157,17.655,24.036,32.455,23.529,25.637,28.007,30.993
1,15.030,27.803,9.401,23.416,25.181,38.242,11.481,26.219,8.829,24.074,10.395,17.269
2,17.928,17.823,30.546,19.983,22.817,9.657,31.376,17.150,24.910,25.534,13.059,6.133
3,13.884,31.636,17.660,24.569,11.703,28.479,25.156,24.985,27.557,19.331,23.974,16.909
4,22.998,36.388,18.528,24.225,31.760,14.261,41.999,30.349,16.922,18.077,23.378,39.017
5,37.889,26.327,8.994,23.793,33.615,8.095,13.009,17.378,27.680,23.169,22.807,16.505
6,23.897,8.503,31.540,13.171,28.910,25.662,20.857,25.828,17.039,27.455,14.141,17.881
7,20.957,31.121,31.164,21.269,26.416,16.578,8.161,33.554,16.734,7.728,25.436,20.492
8,14.178,17.908,26.638,16.463,20.474,24.648,18.352,29.837,21.838,30.909,11.758,17.562
9,31.043,24.062,22.784,26.103,31.936,15.137,33.389,27.206,16.974,26.909,28.364,14.661
10,24.427,15.057,6.039,26.157,27.396,14.457,8.412,25.169,19.104,32.369,25.215,17.958
11,20.445,26.389,5.919,34.396,14.371,24.540,9.192,18.353,29.135,16.344,19.298,27.467
12,14.409,10.884,21.766,23.081,17.149,32.589,22.685,14.955,14.729,27.018,22.120,25.150
13,15.474,32.655,29.599,14.947,10.274,7.849,18.613,10.442,27.367,28.019,23.548,18.268
14,34.930,31.326,13.197,22.399,13.301,24.304,24.981,18.629,34.938,27.700,34.145,14.518
15,10.044,18.058,34.987,32.507,17.807,15.348,4.244,4.274,6.026,25.327,23.799,10.787
16,18.048,30.450,37.808,34.104,33.016,25.549,35.295,17.491,29.539,34.599,25.658,23.770
17,25.661,30.852,27.302,25.636,31.513,27.683,18.010,30.699,31.147,22.896,18.649,15.821
18,17.259,18.795,12.570,15.235,22.587,29.348,30.222,26.495,27.388,11.529,21.131,31.753
19,16.944,29.758,22.524,12.779,17.603,9.153,13.053,23.449,19.088,20.953,29.995,23.578
20,19.580,21.541,22.260,16.951,22.871,30.470,15.086,24.213,28.455,28.559,10.688,13.377
21,21.577,15.658,13.280,13.063,33.482,22.051,19.427,22.896,26.453,30.980,12.326,19.532
22,26.040,25.231,10.536,24.938,18.563,13.909,26.342,23.366,32.848,21.602,21.056,9.437
23,25.213,23.752,12.100,17.800,23.227,19.113,22.081,17.700,13.196,22.583,25.206,12.565
24,25.714,24.689,22.311,22.139,23.012,29.840,27.239,24.395,19.666,30.356,27.965,9.998
25,22.485,23.571,12.103,24.941,21.206,27.525,19.581,18.745,28.244,5.859,13.942,33.272
26,24.319,12.413,21.002,12.913,34.649,22.720,17.171,12.044,24.918,21.705,14.228,25.302
27,30.739,18.776,29.396,3.696,22.601,11.466,12.559,18.698,12.750,25.070,16.901,35.415
28,22.757,33.643,30.264,33.260,29.901,6.242,22.438,22.700,19.070,17.768,28.513,27.820
29,17.363,37.668,23.182,31.211,27.097,21.384,27.902,17.664,25.178,29.303,33.453,21.464
30,15.209,31.439,11.514,9.447,7.079,29.725,20.120,12.129,23.426,27.484,19.862,25.805
31,23.766,15.476,28.155,9.293,15.098,30.073,5.573,18.794,9.936,29.854,28.337,17.767
32,11.749,14.376,19.492,13.384,30.394,27.257,13.124,14.162,28.793,6.891,29.215,19.549
33,25.861,31.204,22.649,20.123,17.648,30.847,21.020,22.267,25.398,16.166,3.840,30.166
34,18.187,29.606,19.528,24.836,23.460,27.571,24.102,36.925,20.258,27.170,28.150,28.388
35,12.017,27.260,17.552,12.226,17.013,22.616,23.947,28.542,7.591,21.741,33.475,24.192
36,19.197,22.560,20.593,32.210,25.134,18.795,18.863,4.204,18.433,20.950,37.162,34.932
37,32.104,8.818,17.799,14.134,12.218,22.625,26.592,19.537,11.610,20.960,28.873,21.306
38,23.804,18.510,16.465,13.321,21.596,21.574,7.031,31.491,14.562,9.846,29.708,8.391
39,18.683,11.477,21.254,9.060,17.498,6.931,21.672,30.783,29.589,15.550,29.359,25.615
40,30.974,36.258,16.355,32.136,18.477,21.439,18.202,21.179,20.745,44.235,23.815,14.889
41,25.518,10.275,23.288,14.921,30.070,22.985,27.883,12.066,18.121,32.596,33.500,20.534
42,24.332,10.372,16.862,34.839,17.971,15.625,27.002,23.552,13.262,13.661,20.531,26.353
43,31.510,22.726,10.584,27.710,26.032,31.600,22.956,40.142,26.515,14.189,5.760,24.312
44,28.366,23.011,30.321,18.147,8.893,23.763,26.962,30.010,5.544,13.732,25.423,34.641
45,21.852,20.070,16.588,22.972,8.359,19.352,14.830,11.066,13.415,18.813,27.868,31.986
46,39.965,26.131,37.563,33.932,8.795,29.786,10.987,5.653,17.995,23.434,10.625,27.461
47,33.793,20.423,23.954,28.947,27.930,29.010,11.904,21.916,33.559,20.908,33.400,12.209
