Frame, Order Parameter S
0,0.391
1,0.215
2,0.242
3,0.237
4,0.255
5,0.254
6,0.248
7,0.239
8,0.234
9,0.224
10,0.195
11,0.228
12,0.239
13,0.172
14,0.209
15,0.235
16,0.161
17,0.217
18,0.230
19,0.217
20,0.189
21,0.205
22,0.201
23,0.237
24,0.223
25,0.236
26,0.193
27,0.212
28,0.213
29,0.282
30,0.212
31,0.207
32,0.220
33,0.197
34,0.194
35,0.221
36,0.213
37,0.218
38,0.184
39,0.224
40,0.214
41,0.232
42,0.228
43,0.237
44,0.205
45,0.193
46,0.226
47,0.246
48,0.282
49,0.277
50,0.243
51,0.285
52,0.243
53,0.205
54,0.213
55,0.187
56,0.217
57,0.234
58,0.181
59,0.176
60,0.248
61,0.234
62,0.222
63,0.225
64,0.193
65,0.214
66,0.240
67,0.170
68,0.223
69,0.245
70,0.209
71,0.217
72,0.275
73,0.180
74,0.186
75,0.239
76,0.231
77,0.195
78,0.214
79,0.235
80,0.215
81,0.199
82,0.268
83,0.196
84,0.183
85,0.155
86,0.214
87,0.226
88,0.235
89,0.248
90,0.227
91,0.191
92,0.181
93,0.219
94,0.213
95,0.199
96,0.254
97,0.179
98,0.163
99,0.199
100,0.233
101,0.199
102,0.177
103,0.181
104,0.175
105,0.196
106,0.204
107,0.239
108,0.223
109,0.195
110,0.177
111,0.178
112,0.226
113,0.187
114,0.233
115,0.201
116,0.197
117,0.168
118,0.191
119,0.233
120,0.168
121,0.218
122,0.219
123,0.260
124,0.143
125,0.184
126,0.155
127,0.170
128,0.172
129,0.189
130,0.185
131,0.168
132,0.157
133,0.186
134,0.245
135,0.230
136,0.193
137,0.175
138,0.195
139,0.222
140,0.247
141,0.193
142,0.218
143,0.161
144,0.193
145,0.258
146,0.207
147,0.146
148,0.227
149,0.183
150,0.243
151,0.196
152,0.235
153,0.211
154,0.173
155,0.211
156,0.188
157,0.185
158,0.148
159,0.177
160,0.156
161,0.175
162,0.189
163,0.187
164,0.244
165,0.220
166,0.211
167,0.188
168,0.224
169,0.127
170,0.186
171,0.203
172,0.199
173,0.181
174,0.193
175,0.184
176,0.190
177,0.176
178,0.190
179,0.167
180,0.210
181,0.173
182,0.188
183,0.160
184,0.220
185,0.163
186,0.194
187,0.224
188,0.223
189,0.149
190,0.233
191,0.157
192,0.186
193,0.199
194,0.158
195,0.201
196,0.206
197,0.135
198,0.247
199,0.206
200,0.212
201,0.167
202,0.193
203,0.212
204,0.154
205,0.173
206,0.216
207,0.201
208,0.274
209,0.264
210,0.205
211,0.219
212,0.202
213,0.211
214,0.187
215,0.162
216,0.201
217,0.193
218,0.186
219,0.179
220,0.156
221,0.189
222,0.165
223,0.213
224,0.162
225,0.213
226,0.190
227,0.178
228,0.198
229,0.238
230,0.184
231,0.160
232,0.200
233,0.229
234,0.176
235,0.198
236,0.229
237,0.182
238,0.224
239,0.165
240,0.239
241,0.198
242,0.248
243,0.212
244,0.203
245,0.165
246,0.170
247,0.174
248,0.176
249,0.201
250,0.184
251,0.259
252,0.224
253,0.183
254,0.166
255,0.186
256,0.182
257,0.175
258,0.165
259,0.224
260,0.228
261,0.220
262,0.176
263,0.206
264,0.202
265,0.212
266,0.214
267,0.211
268,0.178
269,0.194
270,0.190
271,0.164
272,0.200
273,0.136
274,0.215
275,0.193
276,0.171
277,0.198
278,0.183
279,0.174
280,0.201
281,0.183
282,0.187
283,0.212
284,0.211
285,0.220
286,0.148
287,0.184
288,0.238
289,0.218
290,0.197
291,0.158
292,0.183
293,0.183
294,0.205
295,0.189
296,0.154
297,0.173
298,0.182
299,0.169
300,0.169
301,0.138
302,0.136
303,0.209
304,0.174
305,0.172
306,0.189
307,0.193
308,0.165
309,0.188
310,0.196
311,0.174
312,0.175
313,0.223
314,0.196
315,0.188
316,0.180
317,0.142
318,0.155
319,0.155
320,0.155
321,0.193
322,0.188
323,0.204
324,0.168
325,0.182
326,0.118
327,0.162
328,0.168
329,0.123
330,0.211
331,0.204
332,0.183
333,0.144
334,0.179
335,0.195
336,0.214
337,0.170
338,0.233
339,0.167
340,0.177
341,0.201
342,0.210
343,0.194
344,0.169
345,0.192
346,0.169
347,0.175
348,0.198
349,0.156
350,0.152
351,0.183
352,0.202
353,0.137
354,0.221
355,0.180
356,0.145
357,0.188
358,0.170
359,0.195
360,0.177
361,0.168
362,0.142
363,0.205
364,0.195
365,0.182
366,0.212
367,0.189
368,0.199
369,0.171
370,0.197
371,0.173
372,0.184
373,0.187
374,0.177
375,0.222
376,0.203
377,0.149
378,0.151
379,0.158
380,0.183
381,0.190
382,0.146
383,0.207
384,0.175
385,0.198
386,0.153
387,0.226
388,0.183
389,0.177
390,0.238
391,0.190
392,0.190
393,0.136
394,0.150
395,0.172
396,0.214
397,0.249
398,0.193
399,0.184
400,0.149
401,0.169
402,0.183
403,0.156
404,0.172
405,0.175
406,0.146
407,0.191
408,0.170
409,0.155
410,0.175
411,0.198
412,0.147
413,0.191
414,0.203
415,0.180
416,0.196
417,0.181
418,0.164
419,0.161
420,0.215
421,0.207
422,0.226
423,0.246
424,0.149
425,0.166
426,0.188
427,0.169
428,0.207
429,0.185
430,0.174
431,0.143
432,0.247
433,0.201
434,0.141
435,0.183
436,0.185
437,0.156
438,0.216
439,0.164
440,0.178
441,0.199
442,0.188
443,0.218
444,0.239
445,0.120
446,0.175
447,0.216
448,0.202
449,0.172
450,0.160
451,0.177
452,0.183
453,0.145
454,0.190
455,0.173
456,0.142
457,0.172
458,0.200
459,0.093
460,0.136
461,0.195
462,0.155
463,0.170
464,0.170
465,0.180
466,0.096
467,0.212
468,0.126
469,0.191
470,0.144
471,0.220
472,0.171
473,0.199
474,0.189
475,0.140
476,0.159
477,0.191
478,0.181
479,0.189
480,0.177
481,0.236
482,0.150
483,0.136
484,0.181
485,0.179
486,0.162
487,0.159
488,0.176
489,0.192
490,0.163
491,0.199
492,0.154
493,0.224
494,0.244
495,0.169
496,0.164
497,0.204
498,0.134
499,0.158
500,0.186
501,0.164
502,0.139
503,0.135
504,0.203
505,0.150
506,0.129
507,0.184
508,0.154
509,0.176
510,0.098
511,0.179
512,0.147
513,0.196
514,0.181
515,0.175
516,0.228
517,0.172
518,0.170
519,0.198
520,0.237
521,0.196
522,0.203
523,0.204
524,0.190
525,0.174
526,0.137
527,0.143
528,0.213
529,0.185
530,0.146
531,0.188
532,0.143
533,0.166
534,0.201
535,0.182
536,0.150
537,0.149
538,0.201
539,0.156
540,0.147
541,0.171
542,0.192
543,0.182
544,0.144
545,0.161
546,0.190
547,0.193
548,0.133
549,0.214
550,0.161
551,0.147
552,0.225
553,0.202
554,0.182
555,0.171
556,0.147
557,0.181
558,0.112
559,0.138
560,0.212
561,0.178
562,0.158
563,0.126
564,0.132
565,0.188
566,0.165
567,0.148
568,0.176
569,0.182
570,0.113
571,0.191
572,0.192
573,0.182
574,0.116
575,0.198
576,0.214
577,0.169
578,0.158
579,0.183
580,0.151
581,0.187
582,0.184
583,0.160
584,0.177
585,0.222
586,0.185
587,0.136
588,0.175
589,0.189
590,0.172
591,0.125
592,0.159
593,0.136
594,0.144
595,0.174
596,0.134
597,0.201
598,0.210
599,0.191
600,0.194
601,0.201
602,0.247
603,0.194
604,0.159
605,0.161
606,0.199
607,0.201
608,0.156
609,0.143
610,0.135
611,0.251
612,0.139
613,0.202
614,0.194
615,0.212
616,0.164
617,0.200
618,0.243
619,0.186
620,0.217
621,0.210
622,0.188
623,0.178
624,0.181
625,0.144
626,0.176
627,0.184
628,0.200
629,0.186
630,0.217
631,0.215
632,0.193
633,0.163
634,0.186
635,0.217
636,0.153
637,0.142
638,0.207
639,0.221
640,0.208
641,0.198
642,0.169
643,0.146
644,0.207
645,0.180
646,0.161
647,0.163
648,0.163
649,0.144
650,0.157
651,0.196
652,0.139
653,0.163
654,0.177
655,0.208
656,0.159
657,0.176
658,0.156
659,0.154
660,0.126
661,0.127
662,0.163
663,0.139
664,0.143
665,0.187
666,0.134
667,0.145
668,0.163
669,0.157
670,0.106
671,0.164
672,0.155
673,0.173
674,0.148
675,0.155
676,0.192
677,0.160
678,0.156
679,0.105
680,0.159
681,0.155
682,0.165
683,0.155
684,0.206
685,0.160
686,0.154
687,0.201
688,0.159
689,0.211
690,0.166
691,0.187
692,0.192
693,0.186
694,0.190
695,0.202
696,0.204
697,0.210
698,0.170
699,0.154
700,0.183
701,0.151
702,0.200
703,0.164
704,0.218
705,0.159
706,0.159
707,0.154
708,0.228
709,0.177
710,0.154
711,0.209
712,0.239
713,0.165
714,0.180
715,0.181
716,0.171
717,0.170
718,0.128
719,0.190
720,0.142
721,0.171
722,0.228
723,0.179
724,0.164
725,0.143
726,0.207
727,0.187
728,0.190
729,0.197
730,0.234
731,0.179
732,0.203
733,0.213
734,0.211
735,0.195
736,0.214
737,0.202
738,0.153
739,0.179
740,0.211
741,0.170
742,0.187
743,0.196
744,0.178
745,0.223
746,0.191
747,0.205
748,0.176
749,0.148
750,0.171
751,0.207
752,0.206
753,0.157
754,0.193
755,0.224
756,0.192
757,0.216
758,0.181
759,0.196
760,0.174
761,0.157
762,0.207
763,0.223
764,0.144
765,0.206
766,0.223
767,0.193
768,0.197
769,0.155
770,0.164
771,0.164
772,0.205
773,0.218
774,0.195
775,0.194
776,0.208
777,0.159
778,0.248
779,0.207
780,0.170
781,0.245
782,0.174
783,0.187
784,0.151
785,0.218
786,0.202
787,0.212
788,0.179
789,0.182
790,0.158
791,0.202
792,0.156
793,0.160
794,0.209
795,0.205
796,0.197
797,0.177
798,0.203
799,0.186
800,0.185
801,0.189
802,0.228
803,0.181
804,0.221
805,0.196
806,0.223
807,0.245
808,0.226
809,0.153
810,0.188
811,0.202
812,0.215
813,0.216
