Frame, Order Parameter S
814,0.245
815,0.210
816,0.177
817,0.196
818,0.192
819,0.237
820,0.223
821,0.275
822,0.217
823,0.161
824,0.195
825,0.200
826,0.179
827,0.240
828,0.216
829,0.273
830,0.204
831,0.201
832,0.268
833,0.174
834,0.151
835,0.217
836,0.194
837,0.199
838,0.138
839,0.222
840,0.237
841,0.200
842,0.151
843,0.216
844,0.200
845,0.235
846,0.203
847,0.218
848,0.230
849,0.216
850,0.186
851,0.206
852,0.199
853,0.218
854,0.220
855,0.213
856,0.185
857,0.207
858,0.176
859,0.224
860,0.222
861,0.231
862,0.140
863,0.192
864,0.184
865,0.183
866,0.206
867,0.200
868,0.145
869,0.211
870,0.192
871,0.186
872,0.235
873,0.207
874,0.214
875,0.173
876,0.183
877,0.196
878,0.203
879,0.147
880,0.255
881,0.198
882,0.214
883,0.173
884,0.183
885,0.174
886,0.233
887,0.185
888,0.174
889,0.195
890,0.208
891,0.172
892,0.189
893,0.208
894,0.236
895,0.187
896,0.168
897,0.161
898,0.198
899,0.216
900,0.198
901,0.162
902,0.165
903,0.193
904,0.204
905,0.216
906,0.221
907,0.227
908,0.167
909,0.228
910,0.225
911,0.189
912,0.179
913,0.175
914,0.190
915,0.187
916,0.215
917,0.250
918,0.180
919,0.236
920,0.190
921,0.176
922,0.205
923,0.205
924,0.159
925,0.209
926,0.219
927,0.226
928,0.207
929,0.216
930,0.186
931,0.213
932,0.192
933,0.183
934,0.217
935,0.209
936,0.186
937,0.214
938,0.171
939,0.187
940,0.227
941,0.167
942,0.150
943,0.186
944,0.222
945,0.175
946,0.108
947,0.142
948,0.173
949,0.194
950,0.170
951,0.180
952,0.193
953,0.198
954,0.155
955,0.164
956,0.189
957,0.211
958,0.235
959,0.208
960,0.210
961,0.220
962,0.194
963,0.237
964,0.204
965,0.160
966,0.183
967,0.197
968,0.220
969,0.180
970,0.181
971,0.187
972,0.147
973,0.177
974,0.186
975,0.207
976,0.207
977,0.229
978,0.155
979,0.171
980,0.164
981,0.195
982,0.177
983,0.202
984,0.224
985,0.185
986,0.168
987,0.166
988,0.112
989,0.179
990,0.145
991,0.186
992,0.186
993,0.215
994,0.180
995,0.198
996,0.221
997,0.189
998,0.206
999,0.200
1000,0.154
