#Frame Index,  Radius of gyration [pm]
0, 12917.608
1, 11414.278
2, 11476.921
3, 11445.189
4, 12040.262
5, 11874.971
6, 12023.852
7, 11472.044
8, 10660.172
9, 11128.795
10, 10189.395
11, 10313.482
12, 10687.221
13, 9861.3934
14, 10687.534
15, 10159.869
16, 10289.412
17, 8683.1272
18, 7689.8057
19, 7555.8881
20, 8158.8596
21, 8913.2625
22, 9547.0767
23, 8892.8287
24, 9630.3691
25, 7722.5136
26, 10490.244
27, 8895.0383
28, 8626.4078
29, 8578.6997
30, 7212.5804
31, 6694.5213
32, 6538.1386
33, 7814.7749
34, 9252.8937
35, 9183.8595
36, 6128.3394
37, 5375.767
38, 5377.6801
39, 9477.9197
40, 6414.6835
41, 6090.366
42, 4765.448
43, 5104.3087
44, 6053.0377
45, 8420.9553
46, 10946.214
47, 9615.7864
48, 7998.473
49, 5653.7374
50, 4925.756
51, 4970.7744
52, 5674.1989
53, 5206.4682
54, 5384.3015
55, 6151.8876
56, 7407.784
57, 8492.8313
58, 10110.927
59, 7802.1196
60, 10295.388
61, 10735.777
62, 7271.0084
63, 7381.8336
64, 7974.67
65, 6504.7488
66, 7709.5664
67, 7667.813
68, 7997.2506
69, 7497.3684
70, 7295.3535
71, 7412.5283
72, 5324.5189
73, 5553.8693
74, 4917.7937
75, 4714.4289
76, 5239.8396
77, 6703.758
78, 6464.7094
79, 6583.7268
80, 8484.8605
81, 9572.6473
82, 9943.9563
83, 8572.0203
84, 6543.7881
85, 6495.8061
86, 6413.9623
87, 6389.1711
88, 8846.3173
89, 5821.5655
90, 7695.6073
91, 5274.302
92, 5016.1983
93, 4773.3686
94, 4596.0784
95, 4446.4758
96, 4339.9204
97, 4258.718
98, 4345.9685
99, 4448.5121
100, 4697.773
101, 4948.767
102, 7428.8611
103, 8988.5402
104, 5175.5367
105, 4845.9543
106, 4557.6629
107, 4361.424
108, 4271.1997
109, 4351.5882
110, 4568.2557
111, 4827.7385
112, 5242.571
113, 8542.6526
114, 5064.3281
115, 4770.8017
116, 4504.3558
117, 4334.2413
118, 4246.729
119, 4277.4043
120, 4425.0956
121, 4627.9309
122, 4885.6114
123, 5204.5894
124, 7631.3295
125, 5518.6269
126, 5130.4046
127, 4831.3325
128, 4650.7253
129, 4609.6129
130, 4654.4946
131, 7185.0739
132, 7378.2752
133, 8792.3111
134, 7277.6265
135, 4710.58
136, 4649.2392
137, 4807.2063
138, 5084.0907
139, 5527.8861
140, 5242.6288
141, 4521.4036
142, 3856.392
143, 3327.2824
144, 3096.1359
145, 3097.8826
146, 3302.4336
147, 3638.1498
148, 4056.1653
149, 4504.1431
150, 4978.5424
151, 5448.2497
152, 5904.9143
153, 8272.9589
154, 6809.1311
155, 10121.904
156, 12570.727
157, 7462.8818
158, 7120.5959
159, 6758.3236
160, 6396.7073
161, 6079.9244
162, 5781.2772
163, 5487.0009
164, 5181.8605
165, 4957.0032
166, 4819.4601
167, 4742.8447
168, 4717.6168
169, 4725.9154
170, 4815.4632
171, 4913.774
172, 4979.9478
173, 5117.5194
174, 5271.9524
175, 7406.3752
176, 7389.9774
177, 5173.7891
178, 4921.1532
179, 4575.7964
180, 4341.2049
181, 4148.1813
182, 4047.8725
183, 3911.7064
184, 3892.7869
185, 3927.1474
186, 4054.7462
187, 4210.0329
188, 4488.2797
189, 4768.6115
190, 5142.2882
191, 5646.8617
192, 9404.5992
193, 5797.2869
194, 5298.7605
195, 4926.4924
196, 4584.6263
197, 4342.9222
198, 4213.441
199, 4230.2959
200, 4328.8464
201, 4568.2223
202, 4943.4737
203, 5399.9065
204, 7848.5077
205, 6370.9919
206, 9501.4986
207, 10056.336
208, 12371.156
209, 9209.8688
210, 7280.3024
211, 6857.3868
212, 6487.9882
213, 6168.029
214, 5985.1358
215, 5830.587
216, 5707.4369
217, 5653.8574
218, 5612.2535
219, 5553.7619
220, 5443.8895
221, 5396.5981
222, 5473.015
223, 5684.9279
224, 5892.0662
225, 8099.603
226, 7889.0281
227, 5631.0369
228, 5184.2422
229, 4686.7995
230, 4176.9006
231, 3716.5647
232, 3264.492
233, 2837.7748
234, 2374.521
235, 1866.6815
236, 1675.9258
237, 1647.755
238, 1617.4161
239, 1633.0183
240, 1640.7611
241, 1604.2522
242, 1563.4514
243, 1603.7618
244, 1610.7605
245, 1601.243
246, 1585.5235
247, 1591.5263
248, 1598.1633
249, 1622.2015
250, 1598.4139
251, 1617.3947
252, 1661.361
253, 1578.8791
254, 1604.7523
255, 1584.2796
256, 1619.0571
257, 1565.3485
258, 1575.986
259, 1561.8096
260, 1560.6336
261, 1545.1982
262, 1548.1168
263, 1539.4386
264, 1565.032
265, 1553.2303
266, 1545.7176
267, 1540.0035
268, 1560.9096
269, 1555.0538
270, 1542.7107
271, 1559.0567
272, 1545.6112
273, 1566.2637
274, 1554.5622
275, 1527.7255
276, 1531.1376
277, 1528.5859
278, 1524.5815
279, 1519.8629
280, 1527.8092
281, 1519.739
282, 1520.2498
283, 1521.4073
284, 1529.0765
285, 1548.0849
286, 1544.8544
287, 1530.9717
288, 1544.6692
289, 1564.3254
290, 1552.066
291, 1549.322
292, 1544.5545
293, 1555.0779
294, 1524.1396
295, 1526.5895
296, 1524.1739
297, 1533.9988
298, 1527.8918
299, 1527.0571
300, 1536.096
301, 1521.9578
302, 1518.0648
303, 1519.7354
304, 1525.74
305, 1520.9362
306, 1523.7509
307, 1522.7285
308, 1533.803
309, 1506.456
310, 1511.0374
311, 1512.959
312, 1505.6136
313, 1518.7467
314, 1509.6294
315, 1515.312
316, 1506.5025
317, 1515.8503
318, 1518.3391
319, 1511.326
320, 1513.8104
321, 1528.6803
322, 1520.8217
323, 1522.9743
324, 1524.7417
325, 1513.2664
326, 1518.2
327, 1528.3609
328, 1507.8607
329, 1519.1803
330, 1509.1882
331, 1505.6826
332, 1508.1079
333, 1511.692
334, 1508.9072
335, 1490.4843
336, 1500.9936
337, 1492.1758
338, 1497.3038
339, 1497.6917
340, 1483.9112
341, 1493.9688
342, 1494.1748
343, 1495.1713
344, 1484.8798
345, 1494.7622
346, 1489.4551
347, 1485.2536
348, 1490.0318
349, 1495.7548
350, 1499.9745
351, 1491.7655
352, 1489.2561
353, 1495.383
354, 1485.5126
355, 1493.8743
356, 1495.5201
357, 1495.8562
358, 1486.554
359, 1482.4945
360, 1482.8781
361, 1472.9477
362, 1484.6821
363, 1482.2274
364, 1484.044
365, 1478.8888
366, 1472.7736
367, 1474.6178
368, 1477.0953
369, 1476.9944
370, 1475.8037
371, 1478.0474
372, 1471.7456
373, 1474.053
374, 1474.0476
375, 1471.6543
376, 1478.7159
377, 1481.0814
378, 1482.8873
379, 1478.9084
380, 1478.4277
381, 1470.4596
382, 1479.9525
383, 1472.117
384, 1476.5628
385, 1478.8472
386, 1471.8487
387, 1472.1841
388, 1467.9796
389, 1466.1261
390, 1466.2296
391, 1472.4745
392, 1478.1822
393, 1468.6409
394, 1471.2027
395, 1473.1997
396, 1475.9042
397, 1476.6983
398, 1472.4342
399, 1471.0921
400, 1472.7882
