Frame, Order Parameter S
381,0.238
382,0.297
383,0.272
384,0.200
385,0.268
386,0.201
387,0.256
388,0.313
389,0.269
390,0.233
391,0.262
392,0.233
393,0.205
394,0.210
395,0.303
396,0.268
397,0.289
398,0.299
399,0.169
400,0.225
401,0.226
402,0.203
403,0.261
404,0.250
405,0.272
406,0.245
407,0.212
408,0.222
409,0.219
410,0.246
411,0.269
412,0.244
413,0.296
414,0.244
415,0.210
416,0.297
417,0.237
418,0.215
419,0.265
420,0.278
421,0.287
422,0.277
423,0.286
424,0.227
425,0.243
426,0.253
427,0.191
428,0.283
429,0.250
430,0.248
431,0.241
432,0.200
433,0.167
434,0.191
435,0.221
436,0.239
437,0.275
438,0.303
439,0.212
440,0.231
441,0.266
442,0.233
443,0.231
444,0.293
445,0.229
446,0.220
447,0.247
448,0.173
449,0.181
450,0.234
451,0.273
452,0.162
453,0.245
454,0.206
455,0.266
456,0.244
457,0.246
458,0.256
459,0.283
460,0.252
461,0.231
462,0.262
463,0.265
464,0.265
465,0.288
466,0.201
467,0.204
468,0.215
469,0.276
470,0.247
471,0.264
472,0.265
473,0.283
474,0.233
475,0.269
476,0.195
477,0.265
478,0.221
479,0.244
480,0.261
481,0.231
482,0.305
483,0.282
484,0.209
485,0.233
486,0.213
487,0.337
488,0.301
489,0.253
490,0.288
491,0.262
492,0.225
493,0.288
494,0.255
495,0.207
496,0.235
497,0.221
498,0.234
499,0.264
500,0.238
501,0.185
502,0.266
503,0.165
504,0.213
505,0.221
506,0.237
507,0.212
508,0.252
509,0.265
510,0.267
511,0.261
512,0.312
513,0.202
514,0.191
515,0.225
516,0.274
517,0.230
518,0.257
519,0.167
520,0.184
521,0.275
522,0.257
523,0.248
524,0.214
525,0.213
526,0.291
527,0.219
528,0.322
529,0.288
530,0.236
531,0.272
532,0.263
533,0.208
534,0.224
535,0.338
536,0.235
537,0.197
538,0.288
539,0.254
540,0.225
541,0.253
542,0.259
543,0.288
544,0.222
545,0.271
546,0.295
547,0.284
548,0.257
549,0.223
550,0.159
551,0.297
552,0.264
553,0.252
554,0.249
555,0.237
556,0.273
557,0.219
558,0.238
559,0.210
560,0.261
561,0.275
562,0.263
563,0.252
564,0.293
565,0.313
566,0.281
567,0.174
568,0.219
569,0.229
570,0.207
571,0.297
572,0.243
573,0.184
574,0.278
575,0.243
576,0.223
577,0.248
578,0.204
579,0.300
580,0.260
581,0.255
582,0.322
583,0.227
584,0.299
585,0.248
586,0.299
587,0.279
588,0.291
589,0.252
590,0.231
591,0.258
592,0.260
593,0.228
594,0.211
595,0.262
596,0.292
597,0.324
598,0.226
599,0.221
600,0.273
601,0.227
602,0.260
603,0.280
604,0.258
605,0.238
606,0.307
607,0.239
608,0.273
609,0.256
610,0.253
611,0.276
612,0.217
613,0.341
614,0.272
615,0.269
616,0.211
617,0.232
618,0.261
619,0.255
620,0.288
621,0.201
622,0.236
623,0.255
624,0.249
625,0.292
626,0.221
627,0.302
628,0.229
629,0.307
630,0.286
631,0.258
632,0.284
633,0.286
634,0.232
635,0.272
636,0.304
637,0.335
638,0.242
639,0.251
640,0.302
641,0.299
642,0.251
643,0.326
644,0.288
645,0.234
646,0.232
647,0.283
648,0.297
649,0.267
650,0.307
651,0.350
652,0.319
653,0.385
654,0.247
655,0.323
656,0.267
657,0.316
658,0.232
659,0.319
660,0.262
661,0.290
662,0.274
663,0.265
664,0.250
665,0.288
666,0.215
667,0.318
668,0.371
669,0.353
670,0.332
671,0.255
672,0.237
673,0.307
674,0.268
675,0.324
676,0.284
677,0.279
678,0.339
679,0.290
680,0.327
681,0.318
682,0.275
683,0.379
684,0.399
685,0.372
686,0.361
687,0.273
688,0.287
689,0.337
690,0.289
691,0.354
692,0.240
693,0.263
694,0.396
695,0.390
696,0.317
697,0.358
698,0.328
699,0.301
700,0.326
701,0.264
702,0.370
703,0.373
704,0.415
705,0.394
706,0.345
707,0.325
708,0.343
709,0.343
710,0.323
711,0.301
712,0.277
713,0.327
714,0.359
715,0.305
716,0.367
717,0.382
718,0.359
719,0.322
720,0.415
721,0.319
722,0.319
723,0.323
724,0.373
725,0.365
726,0.376
727,0.405
728,0.336
729,0.333
730,0.391
731,0.338
732,0.404
733,0.328
734,0.448
735,0.364
736,0.372
737,0.375
738,0.318
739,0.349
740,0.409
741,0.386
742,0.443
743,0.381
744,0.380
745,0.395
746,0.421
747,0.434
748,0.435
749,0.392
750,0.419
751,0.459
752,0.402
753,0.370
754,0.357
755,0.396
756,0.395
757,0.341
758,0.453
759,0.301
760,0.395
761,0.321
762,0.458
763,0.434
764,0.347
765,0.313
766,0.447
767,0.450
768,0.436
769,0.355
770,0.423
771,0.441
772,0.407
773,0.372
774,0.358
775,0.411
776,0.392
777,0.422
778,0.457
779,0.454
780,0.437
781,0.439
782,0.400
783,0.477
784,0.391
785,0.514
786,0.470
787,0.440
788,0.481
789,0.447
790,0.468
791,0.436
792,0.511
793,0.410
794,0.499
795,0.397
796,0.423
797,0.415
798,0.433
799,0.462
800,0.452
801,0.414
802,0.485
803,0.425
804,0.469
805,0.470
806,0.414
807,0.373
808,0.463
809,0.501
810,0.499
811,0.474
812,0.492
813,0.432
814,0.448
815,0.453
816,0.473
817,0.480
818,0.414
819,0.462
820,0.452
821,0.434
822,0.440
823,0.479
824,0.458
825,0.470
826,0.484
827,0.493
828,0.457
829,0.431
830,0.505
831,0.527
832,0.534
833,0.492
834,0.486
835,0.512
836,0.480
837,0.485
838,0.461
839,0.522
840,0.533
841,0.493
842,0.531
843,0.519
844,0.490
845,0.503
846,0.512
847,0.531
848,0.547
849,0.494
850,0.475
851,0.503
852,0.422
853,0.503
854,0.549
855,0.508
856,0.532
857,0.459
858,0.522
859,0.452
860,0.491
861,0.545
862,0.464
863,0.583
864,0.584
865,0.493
866,0.507
867,0.471
868,0.529
869,0.477
870,0.509
871,0.480
872,0.500
873,0.544
874,0.538
875,0.481
876,0.546
877,0.531
878,0.488
879,0.485
880,0.554
881,0.551
882,0.576
883,0.513
884,0.533
885,0.531
886,0.572
887,0.481
888,0.547
889,0.540
890,0.560
891,0.553
892,0.497
893,0.516
894,0.544
895,0.540
896,0.468
897,0.521
898,0.531
899,0.471
900,0.519
901,0.543
902,0.462
903,0.433
904,0.536
905,0.580
906,0.545
907,0.600
908,0.668
909,0.609
910,0.552
911,0.428
912,0.576
913,0.520
914,0.481
915,0.515
916,0.593
917,0.527
918,0.528
919,0.588
920,0.522
921,0.476
922,0.590
923,0.526
924,0.526
925,0.507
926,0.599
927,0.475
928,0.518
929,0.464
930,0.429
931,0.586
932,0.578
933,0.472
934,0.506
935,0.431
936,0.490
937,0.561
938,0.564
939,0.533
940,0.592
941,0.569
942,0.557
943,0.599
944,0.605
945,0.526
946,0.480
947,0.562
948,0.450
949,0.507
950,0.525
951,0.525
952,0.520
953,0.539
954,0.529
955,0.529
956,0.558
957,0.519
958,0.552
959,0.481
960,0.568
961,0.483
962,0.460
963,0.482
964,0.477
965,0.492
966,0.521
967,0.532
968,0.550
969,0.544
970,0.457
971,0.546
972,0.562
973,0.499
974,0.476
975,0.572
976,0.520
977,0.510
978,0.519
979,0.513
980,0.525
981,0.527
982,0.473
983,0.508
984,0.524
985,0.557
986,0.600
987,0.536
988,0.533
989,0.548
990,0.543
991,0.537
992,0.515
993,0.563
994,0.486
995,0.516
996,0.474
997,0.619
998,0.561
999,0.572
1000,0.442
