Frame, Order Parameter S
0,0.138
1,0.202
2,0.208
3,0.146
4,0.235
5,0.171
6,0.229
7,0.216
8,0.163
9,0.198
10,0.181
11,0.188
12,0.237
13,0.219
14,0.203
15,0.204
16,0.188
17,0.153
18,0.206
19,0.149
20,0.188
21,0.170
22,0.190
23,0.230
24,0.173
25,0.109
26,0.159
27,0.215
28,0.215
29,0.171
30,0.191
31,0.133
32,0.185
33,0.112
34,0.181
35,0.129
36,0.197
37,0.197
38,0.263
39,0.173
40,0.191
41,0.215
42,0.182
43,0.200
44,0.162
45,0.146
46,0.195
47,0.166
48,0.182
49,0.225
