Frame, Order Parameter S
0,0.198
1,0.206
2,0.207
3,0.215
4,0.258
5,0.147
6,0.149
7,0.154
8,0.187
9,0.212
10,0.226
11,0.177
12,0.212
13,0.274
14,0.198
15,0.206
16,0.194
17,0.152
18,0.197
19,0.165
20,0.199
21,0.208
22,0.203
23,0.225
24,0.173
25,0.171
26,0.211
27,0.223
28,0.234
29,0.177
30,0.186
31,0.200
32,0.237
33,0.238
34,0.173
35,0.170
36,0.243
37,0.239
38,0.132
39,0.197
40,0.209
41,0.165
42,0.189
43,0.206
44,0.204
45,0.157
46,0.201
47,0.190
48,0.184
49,0.155
50,0.174
