#Frame Index,  Radius of gyration [pm]
0, 1566.8065
1, 1569.6777
2, 1577.9489
3, 1560.4355
4, 1564.5577
5, 1557.3012
6, 1563.5183
7, 1637.9457
8, 1580.3658
9, 1581.6383
10, 1599.7283
11, 1566.2842
12, 1580.4165
13, 1558.3433
14, 1584.264
15, 1577.0528
16, 1558.9362
17, 1579.4409
18, 1578.2548
19, 1574.1671
20, 1560.1643
21, 1575.479
22, 1581.0102
23, 1566.7818
24, 1562.8316
25, 1573.8937
26, 1593.2893
27, 1592.9055
28, 1575.7961
29, 1575.7554
30, 1578.0033
31, 1558.2472
32, 1559.4099
33, 1586.9769
34, 1574.7364
35, 1570.8388
36, 1566.3134
37, 1575.9009
38, 1569.2634
39, 1577.1511
40, 1558.7279
41, 1577.5355
42, 1581.9429
43, 1570.3901
44, 1590.6352
45, 1575.6252
46, 1593.505
47, 1584.464
