#Frame Index,  Radius of gyration [pm]
0, 1592.6176
1, 1601.9613
2, 1582.2487
3, 1662.4748
4, 1567.1894
5, 1588.9327
6, 1575.0472
7, 1571.9967
8, 1579.9692
9, 1593.1535
10, 1556.876
11, 1592.1906
12, 1567.7177
13, 1591.879
14, 1575.0014
15, 1590.3369
16, 1616.1954
17, 1564.3597
18, 1574.8682
19, 1584.4007
20, 1585.8246
21, 1586.3325
22, 1572.9824
23, 1571.889
24, 1564.1353
25, 1592.8145
26, 1562.5115
27, 1568.213
28, 1579.776
29, 1556.8622
30, 1562.11
31, 1571.5205
32, 1568.4871
33, 1560.9434
34, 1571.9476
35, 1586.5863
36, 1566.6045
37, 1578.0666
38, 1570.2925
39, 1577.9719
40, 1574.3076
41, 1574.7532
42, 1586.2557
43, 1588.62
44, 1580.2768
45, 1569.4673
46, 1578.8945
47, 1592.1378
48, 1557.4153
49, 1556.4054
