plastic,time,index,aSurf[A^2],aVol[A^3]
PP,50,0,9141.2622219571222,34634.213200857055
PP,50,1,8928.2086811562167,34575.476019951107
PP,50,2,8854.1922076286410,34491.453717952165
PP,50,3,9014.4609471053427,34720.717904237303
PP,50,4,8959.2966095977645,34602.163893941870
PP,50,5,8894.4288734681377,34560.390381498888
PP,50,6,8654.2541313784204,34377.805210330109
PP,50,7,9311.2940740519098,34765.893222124672
PP,50,8,8902.4526001337344,34622.930123901220
PP,50,9,8667.6064670642154,34419.699187936465
PP,50,10,8737.6232981096109,34317.349522885997
PP,50,11,8772.3320367042434,34383.495269356208
PP,50,12,8663.4084633442544,34459.684403427658
PP,50,13,8851.0534618912861,34486.202833053751
PP,50,14,8987.6343437575251,34574.300407340270
PP,50,15,8819.2049974580168,34567.564635520335
PP,50,16,8580.1176395573966,34413.441127753584
PP,50,17,8509.2880677998273,34373.129006090850
PP,50,18,8779.8797383641086,34482.399528547212
PP,50,19,8793.5062751842343,34492.150959909122
PP,50,20,8942.3339948039793,34658.674411696731
PP,50,21,8740.9290397825862,34362.829743101771
PP,50,22,8820.7447708942564,34476.764814646005
PP,50,23,8805.7247650179306,34453.785583626319
PP,50,24,8761.5877143395683,34461.335635653792
PP,50,25,9013.9372823188914,34624.996430507592
PP,50,26,9069.9680371192881,34569.876022094119
PP,50,27,8546.1092806969409,34341.348232052776
PP,50,28,9061.9461506805928,34535.030766977434
PP,50,29,8827.8142387150874,34517.286174654946
PP,50,30,8552.9325997691212,34373.749750328141
PP,50,31,8930.5916773264416,34538.653077025301
PP,50,32,8773.9038385435051,34556.314099420371
PP,50,33,8677.1285119816912,34389.805595801983
PP,50,34,8764.8397785765537,34433.293373195731
PP,50,35,8818.7836796638294,34412.111018235431
PP,50,36,8807.4559053262401,34398.803838891050
PP,50,37,8821.1678552124613,34452.954732643062
PP,50,38,8960.9127382203096,34566.341588821044
PP,50,39,9052.6620807749950,34772.902938386353
PP,50,40,9111.2068213436905,34622.512228217151
PP,50,41,8752.6819597850572,34435.803503215080
PP,50,42,8668.9690835197980,34349.545271739946
PP,50,43,9001.3825197810711,34579.777274513443
PP,50,44,8771.8090345799355,34426.302450899282
PP,50,45,8904.5960010677954,34538.298104596746
PP,50,46,8714.6029068318985,34328.577374053668
PP,50,47,9040.0242613696282,34452.816831067001
PP,50,48,8722.6557914482964,34395.596408056976
