#Frame Index,  Radius of gyration [pm]
0, 1648.719
1, 1662.1261
2, 1650.6207
3, 1663.8873
4, 1672.1912
5, 1663.0442
6, 1660.7129
7, 1680.3092
8, 1677.1072
9, 1649.5016
10, 1670.6114
11, 1646.223
12, 1653.3694
13, 1660.9828
14, 1643.5337
15, 1662.5151
16, 1630.3628
17, 1650.2587
18, 1672.6052
19, 1657.335
20, 1656.1396
21, 1677.5821
22, 1644.2277
23, 1680.8165
24, 1654.1598
25, 1662.2302
26, 1641.9636
27, 1633.5299
28, 1648.5737
29, 1661.4406
30, 1637.6979
31, 1648.2149
32, 1657.9056
33, 1675.5936
34, 1642.6558
35, 1661.0065
36, 1664.5579
37, 1632.6129
38, 1641.7077
39, 1677.1606
40, 1651.3205
41, 1649.2465
42, 1687.2673
43, 1648.6907
44, 1656.5145
45, 1664.2332
46, 1661.806
47, 1658.1784
48, 1660.0191
49, 1643.265
