Frame,Cis count,Trans count
0,409,955
1,409,955
2,388,976
3,402,962
4,408,956
5,403,961
6,435,929
7,412,952
8,412,952
9,414,950
10,413,951
11,401,963
12,409,955
13,404,960
14,401,963
15,436,928
16,417,947
17,414,950
18,416,948
19,433,931
20,424,940
21,380,984
22,407,957
23,401,963
24,431,933
25,445,919
26,411,953
27,426,938
28,405,959
29,431,933
30,442,922
31,394,970
32,412,952
33,415,949
34,432,932
35,415,949
36,405,959
37,404,960
38,400,964
39,390,974
40,407,957
41,405,959
42,409,955
43,423,941
44,422,942
45,419,945
46,400,964
47,411,953
48,428,936
49,418,946
50,408,956
