#Frame Index,  Radius of gyration [pm]
0, 1573.7718
1, 1578.5442
2, 1579.0439
3, 1596.3027
4, 1569.0637
5, 1575.0968
6, 1577.1058
7, 1595.8738
8, 1588.8481
9, 1585.4582
10, 1576.7165
11, 1604.4146
12, 1569.8813
13, 1582.7513
14, 1581.6371
15, 1596.7446
16, 1572.8045
17, 1578.4613
18, 1577.2737
19, 1593.1133
20, 1577.0808
21, 1578.684
22, 1592.6248
23, 1567.5014
24, 1596.5222
25, 1579.5905
26, 1579.7265
27, 1584.5814
28, 1586.6617
29, 1578.7824
30, 1599.0465
31, 1577.6454
32, 1569.742
33, 1573.8694
34, 1571.2354
35, 1587.7325
36, 1584.6953
37, 1565.1992
38, 1582.7878
39, 1581.721
40, 1580.356
41, 1594.9406
42, 1583.3164
43, 1565.1516
44, 1594.493
45, 1576.2725
46, 1579.0117
47, 1592.3215
48, 1590.8335
49, 1583.4522
50, 1586.1075
