plastic, time, index, energy [kJ/mol]
PP, 20, 0, -1.5481857e+04
PP, 20, 1, -1.5408288e+04
PP, 20, 2, -1.5279576e+04
PP, 20, 3, -1.5444014e+04
PP, 20, 4, -1.5327813e+04
PP, 20, 5, -1.5370534e+04
PP, 20, 6, -1.5358620e+04
PP, 20, 7, -1.5379271e+04
PP, 20, 8, -1.5364250e+04
PP, 20, 9, -1.5468009e+04
PP, 20, 10, -1.5278241e+04
PP, 20, 11, -1.5371299e+04
PP, 20, 12, -1.5383130e+04
PP, 20, 13, -1.5391261e+04
PP, 20, 14, -1.5337627e+04
PP, 20, 15, -1.5429685e+04
PP, 20, 16, -1.5422869e+04
PP, 20, 17, -1.5325045e+04
PP, 20, 18, -1.5438209e+04
PP, 20, 19, -1.5400198e+04
PP, 20, 20, -1.5440912e+04
PP, 20, 21, -1.5446135e+04
PP, 20, 22, -1.5450310e+04
PP, 20, 23, -1.5373102e+04
PP, 20, 24, -1.5313819e+04
PP, 20, 25, -1.5320057e+04
PP, 20, 26, -1.5520859e+04
PP, 20, 27, -1.5414607e+04
PP, 20, 28, -1.5410872e+04
PP, 20, 29, -1.5384465e+04
PP, 20, 30, -1.5431615e+04
PP, 20, 31, -1.5401215e+04
PP, 20, 32, -1.5377709e+04
PP, 20, 33, -1.5450566e+04
PP, 20, 34, -1.5438235e+04
PP, 20, 35, -1.5374825e+04
PP, 20, 36, -1.5491736e+04
PP, 20, 37, -1.5335654e+04
PP, 20, 38, -1.5342580e+04
PP, 20, 39, -1.5344620e+04
PP, 20, 40, -1.5401420e+04
PP, 20, 41, -1.5333308e+04
PP, 20, 42, -1.5329375e+04
PP, 20, 43, -1.5360735e+04
PP, 20, 44, -1.5400979e+04
PP, 20, 45, -1.5432067e+04
PP, 20, 46, -1.5378696e+04
PP, 20, 47, -1.5420476e+04
PP, 20, 48, -1.5367055e+04
PP, 20, 49, -1.5374315e+04
PP, 20, 50, -1.5401541e+04
