Frame, Order Parameter S
0,0.303
1,0.259
2,0.346
3,0.343
4,0.393
5,0.375
6,0.370
7,0.365
8,0.266
9,0.380
10,0.295
11,0.393
12,0.395
13,0.347
14,0.347
15,0.306
16,0.361
17,0.286
18,0.330
19,0.310
20,0.340
21,0.370
22,0.350
23,0.405
24,0.304
25,0.342
26,0.329
27,0.319
28,0.463
29,0.306
30,0.460
31,0.275
32,0.376
33,0.280
34,0.400
35,0.289
36,0.384
37,0.350
38,0.313
39,0.309
40,0.324
41,0.354
42,0.179
43,0.475
