Frame, Order Parameter S
0,0.476
1,0.446
2,0.524
3,0.412
4,0.354
5,0.369
6,0.508
7,0.446
8,0.487
9,0.268
10,0.386
11,0.395
12,0.323
13,0.455
14,0.348
15,0.223
16,0.369
17,0.435
18,0.256
19,0.309
20,0.547
21,0.285
22,0.375
23,0.420
24,0.450
25,0.334
26,0.323
27,0.330
28,0.563
29,0.363
30,0.251
31,0.497
32,0.323
33,0.249
34,0.442
35,0.321
36,0.319
37,0.401
38,0.482
39,0.514
40,0.384
41,0.325
42,0.299
43,0.323
44,0.348
45,0.446
46,0.332
47,0.373
48,0.330
49,0.355
