Frame,Cis count,Trans count
1015,419,945
1016,450,914
1017,460,904
1018,447,917
1019,418,946
1020,440,924
1021,460,904
1022,460,904
1023,457,907
1024,464,900
1025,463,901
1026,439,925
1027,435,929
1028,458,906
1029,446,918
1030,461,903
1031,427,937
1032,444,920
1033,415,949
1034,429,935
1035,445,919
1036,437,927
1037,463,901
1038,462,902
1039,448,916
1040,437,927
1041,440,924
1042,439,925
1043,435,929
1044,465,899
1045,462,902
1046,484,880
1047,468,896
1048,441,923
1049,411,953
1050,450,914
1051,445,919
1052,469,895
1053,441,923
1054,448,916
1055,444,920
1056,424,940
1057,448,916
1058,454,910
1059,432,932
1060,434,930
1061,447,917
1062,432,932
1063,457,907
1064,442,922
1065,439,925
1066,442,922
1067,426,938
1068,417,947
1069,455,909
1070,439,925
1071,446,918
1072,437,927
1073,444,920
1074,434,930
1075,438,926
1076,416,948
1077,433,931
1078,441,923
1079,394,970
1080,432,932
1081,425,939
1082,435,929
1083,439,925
1084,435,929
1085,446,918
1086,428,936
1087,433,931
1088,433,931
1089,460,904
1090,441,923
1091,437,927
1092,476,888
1093,415,949
1094,431,933
1095,448,916
1096,423,941
1097,440,924
1098,445,919
1099,438,926
1100,439,925
1101,438,926
1102,455,909
1103,449,915
1104,454,910
1105,419,945
1106,468,896
1107,452,912
1108,434,930
1109,421,943
1110,425,939
1111,400,964
1112,431,933
1113,423,941
1114,456,908
1115,423,941
1116,469,895
1117,430,934
1118,464,900
1119,463,901
1120,441,923
1121,441,923
1122,421,943
1123,421,943
1124,437,927
1125,448,916
1126,445,919
1127,447,917
1128,442,922
1129,472,892
1130,459,905
1131,452,912
1132,440,924
1133,438,926
1134,458,906
1135,427,937
1136,459,905
1137,449,915
1138,454,910
1139,431,933
1140,456,908
1141,431,933
1142,443,921
1143,442,922
1144,453,911
1145,432,932
1146,446,918
1147,418,946
1148,442,922
1149,428,936
1150,427,937
1151,449,915
1152,454,910
1153,450,914
1154,419,945
1155,442,922
1156,434,930
1157,443,921
1158,425,939
1159,444,920
1160,440,924
1161,463,901
1162,457,907
1163,438,926
1164,432,932
1165,415,949
1166,444,920
1167,456,908
1168,438,926
1169,432,932
1170,450,914
1171,435,929
1172,423,941
1173,426,938
1174,428,936
1175,441,923
1176,407,957
1177,451,913
1178,459,905
1179,447,917
1180,449,915
1181,432,932
1182,423,941
1183,450,914
1184,446,918
1185,449,915
1186,424,940
1187,451,913
1188,439,925
1189,450,914
1190,447,917
1191,432,932
1192,432,932
1193,445,919
1194,430,934
1195,439,925
1196,436,928
1197,451,913
1198,433,931
1199,430,934
1200,444,920
1201,438,926
1202,442,922
1203,428,936
1204,440,924
1205,453,911
1206,448,916
1207,452,912
1208,431,933
1209,439,925
1210,433,931
1211,413,951
1212,446,918
1213,445,919
1214,448,916
1215,419,945
1216,434,930
1217,441,923
1218,426,938
1219,419,945
1220,435,929
1221,443,921
1222,423,941
1223,409,955
1224,450,914
1225,455,909
1226,470,894
1227,433,931
1228,450,914
1229,435,929
1230,430,934
1231,437,927
1232,418,946
1233,450,914
1234,426,938
1235,426,938
1236,443,921
1237,443,921
1238,455,909
1239,421,943
1240,442,922
1241,414,950
1242,435,929
1243,448,916
1244,452,912
1245,442,922
1246,438,926
1247,419,945
1248,447,917
1249,448,916
1250,448,916
1251,429,935
1252,447,917
1253,447,917
1254,450,914
1255,439,925
1256,456,908
1257,453,911
1258,457,907
1259,473,891
1260,467,897
1261,457,907
1262,425,939
1263,446,918
1264,455,909
1265,425,939
1266,435,929
1267,467,897
1268,466,898
1269,455,909
1270,458,906
1271,427,937
1272,447,917
1273,451,913
1274,457,907
1275,445,919
1276,441,923
1277,450,914
1278,443,921
1279,442,922
1280,433,931
1281,462,902
1282,454,910
1283,424,940
1284,468,896
1285,463,901
1286,455,909
1287,452,912
1288,448,916
1289,446,918
1290,438,926
1291,442,922
1292,455,909
1293,460,904
1294,475,889
1295,466,898
1296,442,922
1297,455,909
1298,466,898
1299,464,900
1300,459,905
1301,443,921
1302,422,942
1303,406,958
1304,458,906
1305,460,904
1306,444,920
1307,443,921
1308,472,892
1309,454,910
1310,452,912
1311,460,904
1312,454,910
1313,466,898
1314,446,918
1315,448,916
1316,441,923
1317,421,943
1318,454,910
1319,431,933
1320,449,915
1321,451,913
1322,428,936
1323,440,924
1324,446,918
1325,450,914
1326,458,906
1327,436,928
1328,434,930
1329,433,931
1330,448,916
1331,460,904
1332,438,926
1333,453,911
1334,455,909
1335,454,910
1336,440,924
1337,432,932
1338,458,906
1339,466,898
1340,447,917
1341,445,919
1342,443,921
1343,434,930
1344,442,922
1345,455,909
1346,425,939
1347,424,940
1348,443,921
1349,432,932
1350,431,933
1351,452,912
1352,441,923
1353,445,919
1354,443,921
1355,446,918
1356,445,919
1357,433,931
1358,452,912
1359,435,929
1360,421,943
1361,450,914
1362,454,910
1363,452,912
1364,443,921
1365,460,904
1366,445,919
1367,445,919
1368,457,907
1369,438,926
1370,436,928
1371,441,923
1372,443,921
1373,465,899
1374,448,916
1375,430,934
1376,461,903
1377,443,921
1378,444,920
1379,414,950
1380,418,946
1381,424,940
1382,425,939
1383,423,941
1384,455,909
1385,458,906
1386,451,913
1387,453,911
1388,448,916
1389,420,944
1390,430,934
1391,453,911
1392,452,912
1393,431,933
1394,432,932
1395,455,909
1396,461,903
1397,461,903
1398,436,928
1399,434,930
1400,439,925
1401,437,927
1402,423,941
1403,419,945
1404,406,958
1405,431,933
1406,429,935
1407,429,935
1408,437,927
1409,452,912
1410,436,928
1411,431,933
1412,433,931
1413,422,942
1414,430,934
1415,426,938
1416,411,953
1417,427,937
1418,429,935
1419,422,942
1420,444,920
1421,463,901
1422,447,917
1423,440,924
1424,443,921
1425,415,949
1426,433,931
1427,418,946
1428,456,908
1429,439,925
1430,445,919
1431,454,910
1432,429,935
1433,433,931
1434,434,930
1435,444,920
1436,444,920
1437,447,917
1438,459,905
1439,433,931
1440,436,928
1441,445,919
1442,444,920
1443,451,913
1444,424,940
1445,430,934
1446,438,926
1447,449,915
1448,434,930
1449,428,936
1450,433,931
1451,424,940
1452,454,910
1453,454,910
1454,436,928
1455,444,920
1456,462,902
1457,432,932
1458,456,908
1459,425,939
1460,450,914
1461,444,920
1462,450,914
1463,439,925
1464,439,925
1465,440,924
1466,421,943
1467,459,905
1468,441,923
1469,434,930
1470,443,921
1471,435,929
1472,428,936
1473,426,938
1474,427,937
1475,421,943
1476,430,934
1477,424,940
1478,427,937
1479,409,955
1480,428,936
1481,421,943
1482,430,934
1483,449,915
1484,457,907
1485,457,907
1486,433,931
1487,432,932
1488,438,926
1489,417,947
1490,441,923
1491,441,923
1492,436,928
1493,443,921
1494,443,921
1495,444,920
1496,417,947
1497,429,935
1498,416,948
1499,449,915
1500,427,937
1501,438,926
1502,454,910
1503,449,915
1504,452,912
1505,413,951
1506,433,931
1507,448,916
1508,452,912
1509,444,920
1510,436,928
1511,435,929
1512,452,912
1513,457,907
1514,445,919
1515,436,928
1516,433,931
1517,415,949
1518,436,928
1519,424,940
1520,409,955
1521,410,954
1522,428,936
1523,426,938
1524,412,952
1525,446,918
1526,445,919
1527,432,932
1528,445,919
1529,457,907
1530,430,934
1531,446,918
1532,431,933
1533,436,928
1534,453,911
1535,450,914
1536,424,940
1537,435,929
1538,411,953
1539,426,938
1540,418,946
1541,461,903
1542,440,924
1543,434,930
1544,459,905
1545,447,917
1546,442,922
1547,418,946
1548,439,925
1549,426,938
1550,449,915
1551,431,933
1552,425,939
1553,426,938
1554,418,946
1555,424,940
1556,441,923
1557,425,939
1558,422,942
1559,424,940
1560,426,938
1561,414,950
1562,427,937
1563,420,944
1564,421,943
1565,433,931
1566,426,938
1567,425,939
1568,434,930
1569,442,922
1570,425,939
1571,420,944
