Frame, Element Type, H-Acceptor dist / Å, Donor-Acceptor dist / Å, Angle cutoff / °, Number of Hydrogen Bonds
757,O,2.500,3.500,30.000,9
758,O,2.500,3.500,30.000,4
759,O,2.500,3.500,30.000,6
760,O,2.500,3.500,30.000,4
761,O,2.500,3.500,30.000,2
762,O,2.500,3.500,30.000,3
763,O,2.500,3.500,30.000,9
764,O,2.500,3.500,30.000,6
765,O,2.500,3.500,30.000,2
766,O,2.500,3.500,30.000,6
767,O,2.500,3.500,30.000,5
768,O,2.500,3.500,30.000,7
769,O,2.500,3.500,30.000,3
770,O,2.500,3.500,30.000,6
771,O,2.500,3.500,30.000,6
772,O,2.500,3.500,30.000,3
773,O,2.500,3.500,30.000,6
774,O,2.500,3.500,30.000,0
775,O,2.500,3.500,30.000,3
776,O,2.500,3.500,30.000,4
777,O,2.500,3.500,30.000,7
778,O,2.500,3.500,30.000,5
779,O,2.500,3.500,30.000,5
780,O,2.500,3.500,30.000,2
781,O,2.500,3.500,30.000,3
782,O,2.500,3.500,30.000,5
783,O,2.500,3.500,30.000,9
784,O,2.500,3.500,30.000,6
785,O,2.500,3.500,30.000,8
786,O,2.500,3.500,30.000,2
787,O,2.500,3.500,30.000,7
788,O,2.500,3.500,30.000,8
789,O,2.500,3.500,30.000,5
790,O,2.500,3.500,30.000,1
791,O,2.500,3.500,30.000,4
792,O,2.500,3.500,30.000,2
793,O,2.500,3.500,30.000,3
794,O,2.500,3.500,30.000,8
795,O,2.500,3.500,30.000,6
796,O,2.500,3.500,30.000,6
797,O,2.500,3.500,30.000,4
798,O,2.500,3.500,30.000,2
799,O,2.500,3.500,30.000,4
800,O,2.500,3.500,30.000,8
801,O,2.500,3.500,30.000,4
802,O,2.500,3.500,30.000,7
803,O,2.500,3.500,30.000,6
804,O,2.500,3.500,30.000,2
805,O,2.500,3.500,30.000,8
806,O,2.500,3.500,30.000,9
807,O,2.500,3.500,30.000,7
808,O,2.500,3.500,30.000,3
809,O,2.500,3.500,30.000,1
810,O,2.500,3.500,30.000,3
811,O,2.500,3.500,30.000,3
812,O,2.500,3.500,30.000,5
813,O,2.500,3.500,30.000,2
814,O,2.500,3.500,30.000,4
815,O,2.500,3.500,30.000,7
816,O,2.500,3.500,30.000,6
817,O,2.500,3.500,30.000,5
818,O,2.500,3.500,30.000,3
819,O,2.500,3.500,30.000,8
820,O,2.500,3.500,30.000,5
821,O,2.500,3.500,30.000,3
822,O,2.500,3.500,30.000,4
823,O,2.500,3.500,30.000,4
824,O,2.500,3.500,30.000,0
825,O,2.500,3.500,30.000,6
826,O,2.500,3.500,30.000,6
827,O,2.500,3.500,30.000,7
828,O,2.500,3.500,30.000,7
829,O,2.500,3.500,30.000,7
830,O,2.500,3.500,30.000,3
831,O,2.500,3.500,30.000,7
832,O,2.500,3.500,30.000,3
833,O,2.500,3.500,30.000,2
834,O,2.500,3.500,30.000,2
835,O,2.500,3.500,30.000,6
836,O,2.500,3.500,30.000,3
837,O,2.500,3.500,30.000,7
838,O,2.500,3.500,30.000,5
839,O,2.500,3.500,30.000,7
840,O,2.500,3.500,30.000,4
841,O,2.500,3.500,30.000,3
842,O,2.500,3.500,30.000,5
843,O,2.500,3.500,30.000,8
844,O,2.500,3.500,30.000,2
845,O,2.500,3.500,30.000,4
846,O,2.500,3.500,30.000,3
847,O,2.500,3.500,30.000,9
848,O,2.500,3.500,30.000,2
849,O,2.500,3.500,30.000,2
850,O,2.500,3.500,30.000,5
851,O,2.500,3.500,30.000,4
852,O,2.500,3.500,30.000,4
853,O,2.500,3.500,30.000,2
854,O,2.500,3.500,30.000,6
855,O,2.500,3.500,30.000,3
856,O,2.500,3.500,30.000,5
857,O,2.500,3.500,30.000,4
858,O,2.500,3.500,30.000,3
859,O,2.500,3.500,30.000,4
860,O,2.500,3.500,30.000,9
861,O,2.500,3.500,30.000,6
862,O,2.500,3.500,30.000,5
863,O,2.500,3.500,30.000,4
864,O,2.500,3.500,30.000,5
865,O,2.500,3.500,30.000,3
866,O,2.500,3.500,30.000,4
867,O,2.500,3.500,30.000,4
868,O,2.500,3.500,30.000,2
869,O,2.500,3.500,30.000,2
870,O,2.500,3.500,30.000,2
871,O,2.500,3.500,30.000,10
872,O,2.500,3.500,30.000,4
873,O,2.500,3.500,30.000,4
874,O,2.500,3.500,30.000,7
875,O,2.500,3.500,30.000,6
876,O,2.500,3.500,30.000,4
877,O,2.500,3.500,30.000,4
878,O,2.500,3.500,30.000,5
879,O,2.500,3.500,30.000,7
880,O,2.500,3.500,30.000,5
881,O,2.500,3.500,30.000,9
882,O,2.500,3.500,30.000,2
883,O,2.500,3.500,30.000,3
884,O,2.500,3.500,30.000,4
885,O,2.500,3.500,30.000,4
886,O,2.500,3.500,30.000,2
887,O,2.500,3.500,30.000,5
888,O,2.500,3.500,30.000,11
889,O,2.500,3.500,30.000,2
890,O,2.500,3.500,30.000,10
891,O,2.500,3.500,30.000,7
892,O,2.500,3.500,30.000,1
893,O,2.500,3.500,30.000,6
894,O,2.500,3.500,30.000,7
895,O,2.500,3.500,30.000,5
896,O,2.500,3.500,30.000,10
897,O,2.500,3.500,30.000,6
898,O,2.500,3.500,30.000,4
899,O,2.500,3.500,30.000,3
900,O,2.500,3.500,30.000,5
901,O,2.500,3.500,30.000,0
902,O,2.500,3.500,30.000,2
903,O,2.500,3.500,30.000,1
904,O,2.500,3.500,30.000,6
905,O,2.500,3.500,30.000,4
906,O,2.500,3.500,30.000,5
907,O,2.500,3.500,30.000,8
908,O,2.500,3.500,30.000,5
909,O,2.500,3.500,30.000,4
910,O,2.500,3.500,30.000,1
911,O,2.500,3.500,30.000,4
912,O,2.500,3.500,30.000,4
913,O,2.500,3.500,30.000,1
914,O,2.500,3.500,30.000,4
915,O,2.500,3.500,30.000,4
916,O,2.500,3.500,30.000,4
917,O,2.500,3.500,30.000,6
918,O,2.500,3.500,30.000,6
919,O,2.500,3.500,30.000,4
920,O,2.500,3.500,30.000,6
921,O,2.500,3.500,30.000,3
922,O,2.500,3.500,30.000,6
923,O,2.500,3.500,30.000,6
924,O,2.500,3.500,30.000,5
925,O,2.500,3.500,30.000,2
926,O,2.500,3.500,30.000,4
927,O,2.500,3.500,30.000,5
928,O,2.500,3.500,30.000,3
929,O,2.500,3.500,30.000,6
930,O,2.500,3.500,30.000,5
931,O,2.500,3.500,30.000,8
932,O,2.500,3.500,30.000,3
933,O,2.500,3.500,30.000,4
934,O,2.500,3.500,30.000,6
935,O,2.500,3.500,30.000,5
936,O,2.500,3.500,30.000,3
937,O,2.500,3.500,30.000,2
938,O,2.500,3.500,30.000,3
939,O,2.500,3.500,30.000,3
940,O,2.500,3.500,30.000,3
941,O,2.500,3.500,30.000,6
942,O,2.500,3.500,30.000,3
943,O,2.500,3.500,30.000,6
944,O,2.500,3.500,30.000,6
945,O,2.500,3.500,30.000,2
946,O,2.500,3.500,30.000,5
947,O,2.500,3.500,30.000,2
948,O,2.500,3.500,30.000,5
949,O,2.500,3.500,30.000,11
950,O,2.500,3.500,30.000,6
951,O,2.500,3.500,30.000,8
952,O,2.500,3.500,30.000,5
953,O,2.500,3.500,30.000,2
954,O,2.500,3.500,30.000,3
955,O,2.500,3.500,30.000,4
956,O,2.500,3.500,30.000,5
957,O,2.500,3.500,30.000,6
958,O,2.500,3.500,30.000,4
959,O,2.500,3.500,30.000,7
960,O,2.500,3.500,30.000,5
961,O,2.500,3.500,30.000,3
962,O,2.500,3.500,30.000,3
963,O,2.500,3.500,30.000,6
964,O,2.500,3.500,30.000,6
965,O,2.500,3.500,30.000,3
966,O,2.500,3.500,30.000,6
967,O,2.500,3.500,30.000,4
968,O,2.500,3.500,30.000,5
969,O,2.500,3.500,30.000,5
970,O,2.500,3.500,30.000,0
971,O,2.500,3.500,30.000,4
972,O,2.500,3.500,30.000,3
973,O,2.500,3.500,30.000,7
974,O,2.500,3.500,30.000,3
975,O,2.500,3.500,30.000,5
976,O,2.500,3.500,30.000,4
977,O,2.500,3.500,30.000,3
978,O,2.500,3.500,30.000,5
979,O,2.500,3.500,30.000,4
980,O,2.500,3.500,30.000,5
981,O,2.500,3.500,30.000,4
982,O,2.500,3.500,30.000,4
983,O,2.500,3.500,30.000,5
984,O,2.500,3.500,30.000,7
985,O,2.500,3.500,30.000,4
986,O,2.500,3.500,30.000,5
987,O,2.500,3.500,30.000,4
988,O,2.500,3.500,30.000,6
989,O,2.500,3.500,30.000,6
990,O,2.500,3.500,30.000,1
991,O,2.500,3.500,30.000,9
992,O,2.500,3.500,30.000,5
993,O,2.500,3.500,30.000,7
994,O,2.500,3.500,30.000,6
995,O,2.500,3.500,30.000,2
996,O,2.500,3.500,30.000,1
997,O,2.500,3.500,30.000,8
998,O,2.500,3.500,30.000,6
999,O,2.500,3.500,30.000,3
1000,O,2.500,3.500,30.000,3
1001,O,2.500,3.500,30.000,3
1002,O,2.500,3.500,30.000,5
1003,O,2.500,3.500,30.000,6
1004,O,2.500,3.500,30.000,3
1005,O,2.500,3.500,30.000,5
1006,O,2.500,3.500,30.000,3
1007,O,2.500,3.500,30.000,1
1008,O,2.500,3.500,30.000,5
1009,O,2.500,3.500,30.000,3
1010,O,2.500,3.500,30.000,10
1011,O,2.500,3.500,30.000,4
1012,O,2.500,3.500,30.000,11
1013,O,2.500,3.500,30.000,6
1014,O,2.500,3.500,30.000,1
1015,O,2.500,3.500,30.000,4
1016,O,2.500,3.500,30.000,8
1017,O,2.500,3.500,30.000,8
1018,O,2.500,3.500,30.000,3
1019,O,2.500,3.500,30.000,4
1020,O,2.500,3.500,30.000,3
1021,O,2.500,3.500,30.000,3
1022,O,2.500,3.500,30.000,5
1023,O,2.500,3.500,30.000,4
1024,O,2.500,3.500,30.000,2
1025,O,2.500,3.500,30.000,4
1026,O,2.500,3.500,30.000,6
1027,O,2.500,3.500,30.000,6
1028,O,2.500,3.500,30.000,5
1029,O,2.500,3.500,30.000,7
1030,O,2.500,3.500,30.000,7
1031,O,2.500,3.500,30.000,5
1032,O,2.500,3.500,30.000,5
1033,O,2.500,3.500,30.000,3
1034,O,2.500,3.500,30.000,4
1035,O,2.500,3.500,30.000,5
1036,O,2.500,3.500,30.000,4
1037,O,2.500,3.500,30.000,3
1038,O,2.500,3.500,30.000,5
1039,O,2.500,3.500,30.000,4
1040,O,2.500,3.500,30.000,3
1041,O,2.500,3.500,30.000,4
1042,O,2.500,3.500,30.000,2
1043,O,2.500,3.500,30.000,7
1044,O,2.500,3.500,30.000,8
1045,O,2.500,3.500,30.000,5
1046,O,2.500,3.500,30.000,3
1047,O,2.500,3.500,30.000,4
1048,O,2.500,3.500,30.000,4
1049,O,2.500,3.500,30.000,4
1050,O,2.500,3.500,30.000,5
1051,O,2.500,3.500,30.000,8
1052,O,2.500,3.500,30.000,4
1053,O,2.500,3.500,30.000,4
1054,O,2.500,3.500,30.000,4
1055,O,2.500,3.500,30.000,3
1056,O,2.500,3.500,30.000,4
1057,O,2.500,3.500,30.000,7
1058,O,2.500,3.500,30.000,11
1059,O,2.500,3.500,30.000,4
1060,O,2.500,3.500,30.000,4
1061,O,2.500,3.500,30.000,2
1062,O,2.500,3.500,30.000,8
1063,O,2.500,3.500,30.000,4
1064,O,2.500,3.500,30.000,5
1065,O,2.500,3.500,30.000,7
1066,O,2.500,3.500,30.000,8
1067,O,2.500,3.500,30.000,7
1068,O,2.500,3.500,30.000,4
1069,O,2.500,3.500,30.000,8
1070,O,2.500,3.500,30.000,6
1071,O,2.500,3.500,30.000,5
1072,O,2.500,3.500,30.000,3
1073,O,2.500,3.500,30.000,8
1074,O,2.500,3.500,30.000,3
1075,O,2.500,3.500,30.000,4
1076,O,2.500,3.500,30.000,4
1077,O,2.500,3.500,30.000,6
1078,O,2.500,3.500,30.000,3
1079,O,2.500,3.500,30.000,4
1080,O,2.500,3.500,30.000,4
1081,O,2.500,3.500,30.000,5
1082,O,2.500,3.500,30.000,8
1083,O,2.500,3.500,30.000,6
1084,O,2.500,3.500,30.000,6
1085,O,2.500,3.500,30.000,7
1086,O,2.500,3.500,30.000,9
1087,O,2.500,3.500,30.000,5
1088,O,2.500,3.500,30.000,8
1089,O,2.500,3.500,30.000,6
1090,O,2.500,3.500,30.000,9
1091,O,2.500,3.500,30.000,3
1092,O,2.500,3.500,30.000,4
1093,O,2.500,3.500,30.000,7
1094,O,2.500,3.500,30.000,10
1095,O,2.500,3.500,30.000,3
1096,O,2.500,3.500,30.000,9
1097,O,2.500,3.500,30.000,7
1098,O,2.500,3.500,30.000,3
1099,O,2.500,3.500,30.000,2
1100,O,2.500,3.500,30.000,4
1101,O,2.500,3.500,30.000,8
1102,O,2.500,3.500,30.000,3
1103,O,2.500,3.500,30.000,6
1104,O,2.500,3.500,30.000,6
1105,O,2.500,3.500,30.000,11
1106,O,2.500,3.500,30.000,8
1107,O,2.500,3.500,30.000,3
1108,O,2.500,3.500,30.000,4
1109,O,2.500,3.500,30.000,6
1110,O,2.500,3.500,30.000,8
1111,O,2.500,3.500,30.000,8
1112,O,2.500,3.500,30.000,4
1113,O,2.500,3.500,30.000,3
1114,O,2.500,3.500,30.000,4
1115,O,2.500,3.500,30.000,8
1116,O,2.500,3.500,30.000,3
1117,O,2.500,3.500,30.000,5
1118,O,2.500,3.500,30.000,9
1119,O,2.500,3.500,30.000,7
1120,O,2.500,3.500,30.000,6
1121,O,2.500,3.500,30.000,5
1122,O,2.500,3.500,30.000,6
1123,O,2.500,3.500,30.000,7
1124,O,2.500,3.500,30.000,5
1125,O,2.500,3.500,30.000,4
1126,O,2.500,3.500,30.000,7
1127,O,2.500,3.500,30.000,5
1128,O,2.500,3.500,30.000,2
1129,O,2.500,3.500,30.000,9
1130,O,2.500,3.500,30.000,1
1131,O,2.500,3.500,30.000,3
1132,O,2.500,3.500,30.000,4
1133,O,2.500,3.500,30.000,2
1134,O,2.500,3.500,30.000,3
1135,O,2.500,3.500,30.000,4
1136,O,2.500,3.500,30.000,5
1137,O,2.500,3.500,30.000,0
1138,O,2.500,3.500,30.000,6
1139,O,2.500,3.500,30.000,1
1140,O,2.500,3.500,30.000,4
1141,O,2.500,3.500,30.000,4
1142,O,2.500,3.500,30.000,5
1143,O,2.500,3.500,30.000,5
1144,O,2.500,3.500,30.000,10
1145,O,2.500,3.500,30.000,7
1146,O,2.500,3.500,30.000,3
1147,O,2.500,3.500,30.000,6
1148,O,2.500,3.500,30.000,5
1149,O,2.500,3.500,30.000,5
1150,O,2.500,3.500,30.000,5
1151,O,2.500,3.500,30.000,5
1152,O,2.500,3.500,30.000,5
1153,O,2.500,3.500,30.000,3
1154,O,2.500,3.500,30.000,8
1155,O,2.500,3.500,30.000,3
1156,O,2.500,3.500,30.000,7
1157,O,2.500,3.500,30.000,5
1158,O,2.500,3.500,30.000,3
1159,O,2.500,3.500,30.000,4
1160,O,2.500,3.500,30.000,5
1161,O,2.500,3.500,30.000,5
1162,O,2.500,3.500,30.000,6
1163,O,2.500,3.500,30.000,9
1164,O,2.500,3.500,30.000,6
1165,O,2.500,3.500,30.000,6
1166,O,2.500,3.500,30.000,5
1167,O,2.500,3.500,30.000,6
1168,O,2.500,3.500,30.000,3
1169,O,2.500,3.500,30.000,2
1170,O,2.500,3.500,30.000,5
1171,O,2.500,3.500,30.000,8
1172,O,2.500,3.500,30.000,5
1173,O,2.500,3.500,30.000,7
1174,O,2.500,3.500,30.000,6
1175,O,2.500,3.500,30.000,4
1176,O,2.500,3.500,30.000,9
1177,O,2.500,3.500,30.000,3
1178,O,2.500,3.500,30.000,6
1179,O,2.500,3.500,30.000,6
1180,O,2.500,3.500,30.000,8
1181,O,2.500,3.500,30.000,6
1182,O,2.500,3.500,30.000,3
1183,O,2.500,3.500,30.000,10
1184,O,2.500,3.500,30.000,6
1185,O,2.500,3.500,30.000,3
1186,O,2.500,3.500,30.000,5
1187,O,2.500,3.500,30.000,6
1188,O,2.500,3.500,30.000,5
1189,O,2.500,3.500,30.000,5
1190,O,2.500,3.500,30.000,5
1191,O,2.500,3.500,30.000,5
1192,O,2.500,3.500,30.000,8
1193,O,2.500,3.500,30.000,3
1194,O,2.500,3.500,30.000,8
1195,O,2.500,3.500,30.000,8
1196,O,2.500,3.500,30.000,5
1197,O,2.500,3.500,30.000,3
1198,O,2.500,3.500,30.000,5
1199,O,2.500,3.500,30.000,5
1200,O,2.500,3.500,30.000,6
1201,O,2.500,3.500,30.000,8
1202,O,2.500,3.500,30.000,6
1203,O,2.500,3.500,30.000,9
1204,O,2.500,3.500,30.000,6
1205,O,2.500,3.500,30.000,7
1206,O,2.500,3.500,30.000,7
1207,O,2.500,3.500,30.000,7
1208,O,2.500,3.500,30.000,8
1209,O,2.500,3.500,30.000,6
1210,O,2.500,3.500,30.000,7
1211,O,2.500,3.500,30.000,7
1212,O,2.500,3.500,30.000,8
1213,O,2.500,3.500,30.000,6
1214,O,2.500,3.500,30.000,4
1215,O,2.500,3.500,30.000,3
1216,O,2.500,3.500,30.000,6
1217,O,2.500,3.500,30.000,2
1218,O,2.500,3.500,30.000,2
1219,O,2.500,3.500,30.000,6
1220,O,2.500,3.500,30.000,6
1221,O,2.500,3.500,30.000,9
1222,O,2.500,3.500,30.000,5
1223,O,2.500,3.500,30.000,8
1224,O,2.500,3.500,30.000,6
1225,O,2.500,3.500,30.000,3
1226,O,2.500,3.500,30.000,3
1227,O,2.500,3.500,30.000,7
1228,O,2.500,3.500,30.000,5
1229,O,2.500,3.500,30.000,4
1230,O,2.500,3.500,30.000,10
1231,O,2.500,3.500,30.000,3
1232,O,2.500,3.500,30.000,11
1233,O,2.500,3.500,30.000,9
1234,O,2.500,3.500,30.000,6
1235,O,2.500,3.500,30.000,5
1236,O,2.500,3.500,30.000,8
1237,O,2.500,3.500,30.000,9
1238,O,2.500,3.500,30.000,9
1239,O,2.500,3.500,30.000,8
1240,O,2.500,3.500,30.000,9
1241,O,2.500,3.500,30.000,4
1242,O,2.500,3.500,30.000,9
1243,O,2.500,3.500,30.000,9
1244,O,2.500,3.500,30.000,9
1245,O,2.500,3.500,30.000,6
1246,O,2.500,3.500,30.000,10
1247,O,2.500,3.500,30.000,12
1248,O,2.500,3.500,30.000,5
1249,O,2.500,3.500,30.000,11
1250,O,2.500,3.500,30.000,4
1251,O,2.500,3.500,30.000,6
1252,O,2.500,3.500,30.000,7
1253,O,2.500,3.500,30.000,8
1254,O,2.500,3.500,30.000,7
1255,O,2.500,3.500,30.000,2
1256,O,2.500,3.500,30.000,5
1257,O,2.500,3.500,30.000,1
1258,O,2.500,3.500,30.000,6
1259,O,2.500,3.500,30.000,7
1260,O,2.500,3.500,30.000,6
1261,O,2.500,3.500,30.000,8
1262,O,2.500,3.500,30.000,5
1263,O,2.500,3.500,30.000,3
1264,O,2.500,3.500,30.000,5
1265,O,2.500,3.500,30.000,6
1266,O,2.500,3.500,30.000,5
1267,O,2.500,3.500,30.000,5
1268,O,2.500,3.500,30.000,5
1269,O,2.500,3.500,30.000,6
1270,O,2.500,3.500,30.000,2
1271,O,2.500,3.500,30.000,9
1272,O,2.500,3.500,30.000,3
1273,O,2.500,3.500,30.000,6
1274,O,2.500,3.500,30.000,4
1275,O,2.500,3.500,30.000,3
1276,O,2.500,3.500,30.000,4
1277,O,2.500,3.500,30.000,11
1278,O,2.500,3.500,30.000,7
1279,O,2.500,3.500,30.000,7
1280,O,2.500,3.500,30.000,5
1281,O,2.500,3.500,30.000,6
1282,O,2.500,3.500,30.000,6
1283,O,2.500,3.500,30.000,4
1284,O,2.500,3.500,30.000,4
1285,O,2.500,3.500,30.000,3
1286,O,2.500,3.500,30.000,6
1287,O,2.500,3.500,30.000,11
1288,O,2.500,3.500,30.000,9
1289,O,2.500,3.500,30.000,8
1290,O,2.500,3.500,30.000,5
1291,O,2.500,3.500,30.000,4
1292,O,2.500,3.500,30.000,5
1293,O,2.500,3.500,30.000,3
1294,O,2.500,3.500,30.000,13
1295,O,2.500,3.500,30.000,8
1296,O,2.500,3.500,30.000,6
1297,O,2.500,3.500,30.000,9
1298,O,2.500,3.500,30.000,6
1299,O,2.500,3.500,30.000,5
1300,O,2.500,3.500,30.000,8
1301,O,2.500,3.500,30.000,5
1302,O,2.500,3.500,30.000,5
1303,O,2.500,3.500,30.000,8
1304,O,2.500,3.500,30.000,4
1305,O,2.500,3.500,30.000,6
1306,O,2.500,3.500,30.000,10
1307,O,2.500,3.500,30.000,4
1308,O,2.500,3.500,30.000,4
1309,O,2.500,3.500,30.000,3
1310,O,2.500,3.500,30.000,4
1311,O,2.500,3.500,30.000,7
1312,O,2.500,3.500,30.000,5
1313,O,2.500,3.500,30.000,5
1314,O,2.500,3.500,30.000,10
1315,O,2.500,3.500,30.000,4
1316,O,2.500,3.500,30.000,7
1317,O,2.500,3.500,30.000,7
1318,O,2.500,3.500,30.000,7
1319,O,2.500,3.500,30.000,8
1320,O,2.500,3.500,30.000,5
1321,O,2.500,3.500,30.000,3
1322,O,2.500,3.500,30.000,4
1323,O,2.500,3.500,30.000,4
1324,O,2.500,3.500,30.000,9
1325,O,2.500,3.500,30.000,7
1326,O,2.500,3.500,30.000,7
1327,O,2.500,3.500,30.000,7
1328,O,2.500,3.500,30.000,6
1329,O,2.500,3.500,30.000,6
1330,O,2.500,3.500,30.000,8
1331,O,2.500,3.500,30.000,5
1332,O,2.500,3.500,30.000,8
1333,O,2.500,3.500,30.000,14
1334,O,2.500,3.500,30.000,2
1335,O,2.500,3.500,30.000,8
1336,O,2.500,3.500,30.000,7
1337,O,2.500,3.500,30.000,6
1338,O,2.500,3.500,30.000,8
1339,O,2.500,3.500,30.000,9
1340,O,2.500,3.500,30.000,4
1341,O,2.500,3.500,30.000,9
1342,O,2.500,3.500,30.000,3
1343,O,2.500,3.500,30.000,4
1344,O,2.500,3.500,30.000,10
1345,O,2.500,3.500,30.000,10
1346,O,2.500,3.500,30.000,5
1347,O,2.500,3.500,30.000,7
1348,O,2.500,3.500,30.000,6
1349,O,2.500,3.500,30.000,8
1350,O,2.500,3.500,30.000,7
1351,O,2.500,3.500,30.000,4
1352,O,2.500,3.500,30.000,3
1353,O,2.500,3.500,30.000,7
1354,O,2.500,3.500,30.000,8
1355,O,2.500,3.500,30.000,9
1356,O,2.500,3.500,30.000,3
1357,O,2.500,3.500,30.000,6
1358,O,2.500,3.500,30.000,7
1359,O,2.500,3.500,30.000,5
1360,O,2.500,3.500,30.000,3
1361,O,2.500,3.500,30.000,6
1362,O,2.500,3.500,30.000,10
1363,O,2.500,3.500,30.000,8
1364,O,2.500,3.500,30.000,7
1365,O,2.500,3.500,30.000,5
1366,O,2.500,3.500,30.000,7
1367,O,2.500,3.500,30.000,6
1368,O,2.500,3.500,30.000,10
1369,O,2.500,3.500,30.000,7
1370,O,2.500,3.500,30.000,9
1371,O,2.500,3.500,30.000,4
1372,O,2.500,3.500,30.000,3
1373,O,2.500,3.500,30.000,4
1374,O,2.500,3.500,30.000,5
1375,O,2.500,3.500,30.000,6
1376,O,2.500,3.500,30.000,6
1377,O,2.500,3.500,30.000,6
1378,O,2.500,3.500,30.000,9
1379,O,2.500,3.500,30.000,9
1380,O,2.500,3.500,30.000,9
1381,O,2.500,3.500,30.000,12
1382,O,2.500,3.500,30.000,7
1383,O,2.500,3.500,30.000,10
1384,O,2.500,3.500,30.000,9
1385,O,2.500,3.500,30.000,8
1386,O,2.500,3.500,30.000,5
1387,O,2.500,3.500,30.000,8
1388,O,2.500,3.500,30.000,6
1389,O,2.500,3.500,30.000,9
1390,O,2.500,3.500,30.000,11
1391,O,2.500,3.500,30.000,8
1392,O,2.500,3.500,30.000,7
1393,O,2.500,3.500,30.000,4
1394,O,2.500,3.500,30.000,10
1395,O,2.500,3.500,30.000,6
1396,O,2.500,3.500,30.000,7
1397,O,2.500,3.500,30.000,7
1398,O,2.500,3.500,30.000,7
1399,O,2.500,3.500,30.000,6
1400,O,2.500,3.500,30.000,9
1401,O,2.500,3.500,30.000,8
1402,O,2.500,3.500,30.000,10
1403,O,2.500,3.500,30.000,6
1404,O,2.500,3.500,30.000,6
1405,O,2.500,3.500,30.000,5
1406,O,2.500,3.500,30.000,12
1407,O,2.500,3.500,30.000,10
1408,O,2.500,3.500,30.000,3
1409,O,2.500,3.500,30.000,2
1410,O,2.500,3.500,30.000,7
1411,O,2.500,3.500,30.000,5
1412,O,2.500,3.500,30.000,5
1413,O,2.500,3.500,30.000,8
1414,O,2.500,3.500,30.000,5
1415,O,2.500,3.500,30.000,6
1416,O,2.500,3.500,30.000,8
1417,O,2.500,3.500,30.000,7
1418,O,2.500,3.500,30.000,9
1419,O,2.500,3.500,30.000,6
1420,O,2.500,3.500,30.000,7
1421,O,2.500,3.500,30.000,6
1422,O,2.500,3.500,30.000,10
1423,O,2.500,3.500,30.000,5
1424,O,2.500,3.500,30.000,9
1425,O,2.500,3.500,30.000,8
1426,O,2.500,3.500,30.000,7
1427,O,2.500,3.500,30.000,6
1428,O,2.500,3.500,30.000,5
1429,O,2.500,3.500,30.000,6
1430,O,2.500,3.500,30.000,7
1431,O,2.500,3.500,30.000,9
1432,O,2.500,3.500,30.000,8
1433,O,2.500,3.500,30.000,9
1434,O,2.500,3.500,30.000,7
1435,O,2.500,3.500,30.000,6
1436,O,2.500,3.500,30.000,6
1437,O,2.500,3.500,30.000,4
1438,O,2.500,3.500,30.000,9
1439,O,2.500,3.500,30.000,9
1440,O,2.500,3.500,30.000,5
1441,O,2.500,3.500,30.000,9
1442,O,2.500,3.500,30.000,7
1443,O,2.500,3.500,30.000,8
1444,O,2.500,3.500,30.000,7
1445,O,2.500,3.500,30.000,9
1446,O,2.500,3.500,30.000,11
1447,O,2.500,3.500,30.000,9
1448,O,2.500,3.500,30.000,8
1449,O,2.500,3.500,30.000,14
1450,O,2.500,3.500,30.000,3
1451,O,2.500,3.500,30.000,14
1452,O,2.500,3.500,30.000,7
1453,O,2.500,3.500,30.000,10
1454,O,2.500,3.500,30.000,6
1455,O,2.500,3.500,30.000,10
1456,O,2.500,3.500,30.000,5
1457,O,2.500,3.500,30.000,6
1458,O,2.500,3.500,30.000,7
1459,O,2.500,3.500,30.000,10
1460,O,2.500,3.500,30.000,6
1461,O,2.500,3.500,30.000,7
1462,O,2.500,3.500,30.000,7
1463,O,2.500,3.500,30.000,8
1464,O,2.500,3.500,30.000,10
1465,O,2.500,3.500,30.000,3
1466,O,2.500,3.500,30.000,5
1467,O,2.500,3.500,30.000,14
1468,O,2.500,3.500,30.000,4
1469,O,2.500,3.500,30.000,4
1470,O,2.500,3.500,30.000,4
1471,O,2.500,3.500,30.000,11
1472,O,2.500,3.500,30.000,8
1473,O,2.500,3.500,30.000,13
1474,O,2.500,3.500,30.000,11
1475,O,2.500,3.500,30.000,9
1476,O,2.500,3.500,30.000,7
1477,O,2.500,3.500,30.000,13
1478,O,2.500,3.500,30.000,6
1479,O,2.500,3.500,30.000,6
1480,O,2.500,3.500,30.000,4
1481,O,2.500,3.500,30.000,5
1482,O,2.500,3.500,30.000,4
1483,O,2.500,3.500,30.000,9
1484,O,2.500,3.500,30.000,11
1485,O,2.500,3.500,30.000,12
1486,O,2.500,3.500,30.000,9
1487,O,2.500,3.500,30.000,5
1488,O,2.500,3.500,30.000,6
1489,O,2.500,3.500,30.000,9
1490,O,2.500,3.500,30.000,7
1491,O,2.500,3.500,30.000,5
1492,O,2.500,3.500,30.000,9
1493,O,2.500,3.500,30.000,9
1494,O,2.500,3.500,30.000,5
1495,O,2.500,3.500,30.000,7
1496,O,2.500,3.500,30.000,4
1497,O,2.500,3.500,30.000,8
1498,O,2.500,3.500,30.000,9
1499,O,2.500,3.500,30.000,5
1500,O,2.500,3.500,30.000,6
1501,O,2.500,3.500,30.000,14
1502,O,2.500,3.500,30.000,11
