plastic,time,index,aSurf[A^2],aVol[A^3]
PP,20,0,8743.0556523972355,34405.315238638374
PP,20,1,8780.5804114829498,34420.283178563252
PP,20,2,8898.8733189674731,34576.996675226168
PP,20,3,8903.0459192619455,34536.489552786152
PP,20,4,9279.6503037691054,34729.941471040074
PP,20,5,8870.2749302244683,34479.151640479038
PP,20,6,8768.8151942506174,34539.738172909259
PP,20,7,8912.6055903023989,34582.785307873266
PP,20,8,8583.7978683826113,34406.956110322812
PP,20,9,8616.9101374361344,34402.294214882364
PP,20,10,9209.2441116942209,34753.402469849490
PP,20,11,8827.2617844735869,34534.263412731438
PP,20,12,8702.7711273568129,34552.042974226642
PP,20,13,8879.6505248086360,34515.060858976212
PP,20,14,8919.8477968988100,34420.203831559840
PP,20,15,8848.6600096950278,34487.561152584982
PP,20,16,8917.6353303868200,34598.226710400573
PP,20,17,8913.6066790185487,34447.431745785674
PP,20,18,8717.7772161291377,34414.937179685039
PP,20,19,8583.8340952240724,34422.214365533640
PP,20,20,8707.3135771232246,34440.677265880979
PP,20,21,8851.7455203464906,34579.706418666938
PP,20,22,8948.8482845736999,34540.288505619355
PP,20,23,8921.0001969011937,34651.786474448090
PP,20,24,9057.4557586972514,34618.681023342768
PP,20,25,8844.0568881640684,34578.051563123714
PP,20,26,8783.1251754815949,34403.096281087630
PP,20,27,8770.9083790848308,34434.172940165372
PP,20,28,8880.6044153197890,34456.748521874637
PP,20,29,9066.0550602685344,34664.238235042838
PP,20,30,8603.4921958827254,34312.544886538271
PP,20,31,8908.9702032623954,34606.705431278810
PP,20,32,8786.7607100158693,34503.991514423760
PP,20,33,8492.6156326314212,34347.002005210816
PP,20,34,8699.5812072091067,34368.214921492887
PP,20,35,9026.9702799123388,34641.411096911201
PP,20,36,8733.9921076315022,34418.309164961211
PP,20,37,8860.8189322637718,34476.835067620355
PP,20,38,8965.6887454347834,34511.921119859631
PP,20,39,9000.0874962321795,34623.337997275259
PP,20,40,8909.5069730425439,34489.777752747752
PP,20,41,8882.8361730658762,34581.061677028709
PP,20,42,8888.8202452297483,34583.272389830970
PP,20,43,8907.7843742702662,34556.839729212130
PP,20,44,9104.2075242933679,34673.543883290498
PP,20,45,8782.5300881188432,34512.031749653404
PP,20,46,8982.9551613834356,34565.574631294592
PP,20,47,8649.7739740286870,34354.836507817112
PP,20,48,9014.8796136573292,34648.691629969151
PP,20,49,8875.7596367268943,34229.650142447645
PP,20,50,8845.9970670695129,34496.684467727646
