plastic,time,index,aSurf[A^2],aVol[A^3]
N66,20,0,9010.7311432836068,38263.305050633135
N66,20,1,9031.2550698411414,38445.647090437153
N66,20,2,8801.6877782145984,38296.745394932579
N66,20,3,9393.3064513358113,38995.320121465564
N66,20,4,8775.5829758946547,38252.425402969355
N66,20,5,9204.0206337516174,38827.759259065788
N66,20,6,9062.1739370720334,38679.934107620138
N66,20,7,9011.5770478178820,38320.200043675519
N66,20,8,9273.8904256092155,39344.971904249702
N66,20,9,8968.0843117450913,38447.763461597642
N66,20,10,8687.5835794179766,38021.952214451980
N66,20,11,9459.2093310202235,39099.378570786888
N66,20,12,8752.8187958069866,38106.971025369050
N66,20,13,9246.1741926284194,38746.507462453796
N66,20,14,9125.6462181841198,38620.513883478394
N66,20,15,9166.0239856795451,38990.135244258512
N66,20,16,9116.8066740761296,38695.349286545788
N66,20,17,8759.3248207968554,38308.212913701151
N66,20,18,8983.1169716759559,38613.108945799977
N66,20,19,9113.3541982926017,38433.143704474896
N66,20,20,9277.9138404013738,38748.017829412194
N66,20,21,9031.6279858100079,38318.475365608763
N66,20,22,8772.2493763287384,38587.547563602180
N66,20,23,8591.3599510511594,38112.362049201576
N66,20,24,8827.6985816564556,38220.141268665924
N66,20,25,9239.7788983200608,38773.237271698505
N66,20,26,8960.8065457348348,38397.329099032526
N66,20,27,8751.8736846505162,38143.706979867959
N66,20,28,8860.6640971417401,38378.625135773371
N66,20,29,8653.4008025400490,38205.341407337626
N66,20,30,8583.5139905184060,38120.661533435952
N66,20,31,8893.6167711141316,38513.128873713555
N66,20,32,8991.8714298689538,38351.217498567312
N66,20,33,8876.6178125562565,38252.607050280487
N66,20,34,8677.4808106497039,38191.934132140930
N66,20,35,9163.6819357449131,38472.200327173661
N66,20,36,8869.7463708967134,38466.296887109864
N66,20,37,8941.0703124496777,38204.821260809826
N66,20,38,8717.8033238731641,38163.144580218919
N66,20,39,8888.6909893318243,38335.128672924409
N66,20,40,8815.2612208087685,38368.216689748944
N66,20,41,9011.1652713749409,38572.035583993209
N66,20,42,8935.6257119312904,38376.343813328705
N66,20,43,8888.2212864775174,38146.092671635983
N66,20,44,8958.3281661811980,38550.754127751628
N66,20,45,8985.1083997197329,38441.252472538959
N66,20,46,9071.6940671778848,38487.568046878441
N66,20,47,9012.1653079374264,38415.181970060818
N66,20,48,8625.6648624107293,38217.142577361497
N66,20,49,8641.9712041931834,38160.336887084741
