plastic,time,index,aSurf[A^2],aVol[A^3]
PE,50,0,7314.9584598227348,30740.585303826305
PE,50,1,7169.3155797748286,31015.333637682867
PE,50,2,7146.9997646308557,30267.287336554735
PE,50,3,7149.9780679047517,30331.068605002190
PE,50,4,6852.4884455172069,30582.930427160260
PE,50,5,7135.0660795254971,30477.916146057789
PE,50,6,7271.7404721693792,29911.589807173506
PE,50,7,7148.9430360263123,30394.687667591483
PE,50,8,7408.2890297152262,30933.139922989212
PE,50,9,7241.2095625624370,30702.622161876119
PE,50,10,7480.5253981463866,30879.591214955984
PE,50,11,7266.3854302909940,30467.969639675957
PE,50,12,7113.5920145660766,30719.299778023786
PE,50,13,7289.4002262929607,30412.943113695059
PE,50,14,7062.4667835091059,30919.112504059955
PE,50,15,7222.1291713207074,30791.620210922796
PE,50,16,7038.8134593069208,30479.639411072472
PE,50,17,7043.5158350601605,30360.257022420548
PE,50,18,7208.5188323122593,30919.763363721166
PE,50,19,7262.3758495681577,30609.661006768372
PE,50,20,7130.5972613606427,30102.102374149701
PE,50,21,7441.9938078178075,31343.152565109118
PE,50,22,7023.2552844499669,30654.799361112244
PE,50,23,7004.3558776759401,30104.861630719817
PE,50,24,6910.1111778513650,30112.519844708411
PE,50,25,7192.2903197081914,30604.979517391093
PE,50,26,7187.1130969342312,30874.323560434270
PE,50,27,7201.6437507735236,30465.821486570061
PE,50,28,7307.8389231123811,29966.921289013200
PE,50,29,6908.7108619863966,30488.746437364105
PE,50,30,7012.8534941098569,30653.742571185481
PE,50,31,7140.1539875012559,30356.789151591023
PE,50,32,7341.2360696753494,30719.916534330539
PE,50,33,7286.9930054418228,30725.371671310852
PE,50,34,6765.7368872481293,30181.951523151602
PE,50,35,7265.0940153141846,30749.473810687192
PE,50,36,7432.2333445064596,30930.213389039713
PE,50,37,7005.0435182542697,30632.972633489797
PE,50,38,7299.4725908447408,30634.005599213917
PE,50,39,6951.4160828863978,30272.420568375896
PE,50,40,7294.5802468964866,30596.805687595122
PE,50,41,7408.4521227058085,31138.302402551519
PE,50,42,7224.8105205729180,30896.693757323232
PE,50,43,7147.2587981751403,30845.412169437805
PE,50,44,7092.1275214232019,30556.605532204128
PE,50,45,7043.7439443029016,30316.914140142693
PE,50,46,7231.1935991419768,30780.923731184728
PE,50,47,7012.7699229516484,30472.880316348332
PE,50,48,7082.5961238402542,30468.012274932662
PE,50,49,6989.7775118903182,30578.343608231786
