plastic,time,index,aSurf[A^2],aVol[A^3]
PE,50,0,7576.2500089105233,31643.827616634113
PE,50,1,7432.9021364253067,31790.596804416349
PE,50,2,7546.6688678109485,31445.157223256014
PE,50,3,7518.1983763641319,31506.800234743714
PE,50,4,7270.8952615926291,31684.120157201651
PE,50,5,7485.9821987066080,31514.482721008120
PE,50,6,7634.2497323883581,31244.422253103046
PE,50,7,7464.7028140074763,31403.518406703130
PE,50,8,7669.6196034702480,31743.036273075930
PE,50,9,7583.2565228580333,31684.823568722917
PE,50,10,7776.8861827161436,31809.939351343390
PE,50,11,7520.4114319384817,31477.897496597558
PE,50,12,7499.7091688692981,31765.159355521817
PE,50,13,7599.3987401513732,31488.170046868767
PE,50,14,7487.8284976344694,31857.275830580766
PE,50,15,7689.0040926800484,31850.339663084553
PE,50,16,7432.2962258418902,31593.102042169496
PE,50,17,7390.1097358207480,31476.768469483573
PE,50,18,7646.3489403341682,31983.160580932919
PE,50,19,7600.1860034366755,31667.631694717813
PE,50,20,7494.9421446483875,31415.864579941568
PE,50,21,7705.5922929073859,31952.491661088865
PE,50,22,7311.9644737871531,31527.105565739508
PE,50,23,7349.9112855096755,31251.980878933002
PE,50,24,7359.3282595735955,31405.667826132023
PE,50,25,7485.5335640474550,31566.418360346684
PE,50,26,7647.0282606804903,31949.694734205081
PE,50,27,7565.2318538446916,31544.085622816230
PE,50,28,7591.5984832343247,31192.898975661934
PE,50,29,7271.2087093507735,31592.469320867804
PE,50,30,7405.3922363561551,31663.504852846811
PE,50,31,7447.8468173480369,31455.286005765447
PE,50,32,7744.2057600135431,31878.950898950974
PE,50,33,7654.0109183064669,31700.682345755402
PE,50,34,7162.4558870932360,31422.665926954087
PE,50,35,7612.2403700801979,31819.372967240142
PE,50,36,7768.3817919451221,31877.330189744949
PE,50,37,7367.8532670470740,31639.629689006681
PE,50,38,7683.2135962031844,31647.996717854207
PE,50,39,7285.1217452724622,31393.698580133223
PE,50,40,7514.7192340608426,31367.995935228722
PE,50,41,7798.7233956505297,32072.162433960937
PE,50,42,7481.3154600575826,31590.358172668213
PE,50,43,7534.3794706572908,31779.649881983518
PE,50,44,7534.2782280062538,31669.941812034911
PE,50,45,7418.6055557552054,31606.679436402406
PE,50,46,7618.4219202160684,31728.039937682886
PE,50,47,7385.5667715610462,31579.900964170003
PE,50,48,7428.7960246559242,31533.303052494713
PE,50,49,7338.8036684169792,31565.503782160198
