Frame, Element Type, H-Acceptor dist / Å, Donor-Acceptor dist / Å, Angle cutoff / °, Number of Hydrogen Bonds
760,O,2.500,3.500,30.000,40
761,O,2.500,3.500,30.000,48
762,O,2.500,3.500,30.000,43
763,O,2.500,3.500,30.000,52
764,O,2.500,3.500,30.000,40
765,O,2.500,3.500,30.000,53
766,O,2.500,3.500,30.000,53
767,O,2.500,3.500,30.000,47
768,O,2.500,3.500,30.000,45
769,O,2.500,3.500,30.000,44
770,O,2.500,3.500,30.000,50
771,O,2.500,3.500,30.000,48
772,O,2.500,3.500,30.000,50
773,O,2.500,3.500,30.000,54
774,O,2.500,3.500,30.000,41
775,O,2.500,3.500,30.000,43
776,O,2.500,3.500,30.000,48
777,O,2.500,3.500,30.000,42
778,O,2.500,3.500,30.000,49
779,O,2.500,3.500,30.000,44
780,O,2.500,3.500,30.000,42
781,O,2.500,3.500,30.000,51
782,O,2.500,3.500,30.000,55
783,O,2.500,3.500,30.000,45
784,O,2.500,3.500,30.000,52
785,O,2.500,3.500,30.000,49
786,O,2.500,3.500,30.000,46
787,O,2.500,3.500,30.000,44
788,O,2.500,3.500,30.000,51
789,O,2.500,3.500,30.000,46
790,O,2.500,3.500,30.000,41
791,O,2.500,3.500,30.000,47
792,O,2.500,3.500,30.000,47
793,O,2.500,3.500,30.000,39
794,O,2.500,3.500,30.000,52
795,O,2.500,3.500,30.000,62
796,O,2.500,3.500,30.000,51
797,O,2.500,3.500,30.000,51
798,O,2.500,3.500,30.000,54
799,O,2.500,3.500,30.000,58
800,O,2.500,3.500,30.000,57
801,O,2.500,3.500,30.000,49
802,O,2.500,3.500,30.000,52
803,O,2.500,3.500,30.000,42
804,O,2.500,3.500,30.000,55
805,O,2.500,3.500,30.000,48
806,O,2.500,3.500,30.000,50
807,O,2.500,3.500,30.000,46
808,O,2.500,3.500,30.000,46
809,O,2.500,3.500,30.000,51
810,O,2.500,3.500,30.000,40
811,O,2.500,3.500,30.000,41
812,O,2.500,3.500,30.000,55
813,O,2.500,3.500,30.000,45
814,O,2.500,3.500,30.000,44
815,O,2.500,3.500,30.000,46
816,O,2.500,3.500,30.000,50
817,O,2.500,3.500,30.000,52
818,O,2.500,3.500,30.000,45
819,O,2.500,3.500,30.000,48
820,O,2.500,3.500,30.000,49
821,O,2.500,3.500,30.000,51
822,O,2.500,3.500,30.000,49
823,O,2.500,3.500,30.000,44
824,O,2.500,3.500,30.000,55
825,O,2.500,3.500,30.000,52
826,O,2.500,3.500,30.000,42
827,O,2.500,3.500,30.000,57
828,O,2.500,3.500,30.000,48
829,O,2.500,3.500,30.000,40
830,O,2.500,3.500,30.000,45
831,O,2.500,3.500,30.000,45
832,O,2.500,3.500,30.000,52
833,O,2.500,3.500,30.000,43
834,O,2.500,3.500,30.000,44
835,O,2.500,3.500,30.000,52
836,O,2.500,3.500,30.000,58
837,O,2.500,3.500,30.000,48
838,O,2.500,3.500,30.000,49
839,O,2.500,3.500,30.000,44
840,O,2.500,3.500,30.000,46
841,O,2.500,3.500,30.000,52
842,O,2.500,3.500,30.000,45
843,O,2.500,3.500,30.000,44
844,O,2.500,3.500,30.000,52
845,O,2.500,3.500,30.000,41
846,O,2.500,3.500,30.000,47
847,O,2.500,3.500,30.000,46
848,O,2.500,3.500,30.000,55
849,O,2.500,3.500,30.000,49
850,O,2.500,3.500,30.000,51
851,O,2.500,3.500,30.000,56
852,O,2.500,3.500,30.000,41
853,O,2.500,3.500,30.000,54
854,O,2.500,3.500,30.000,40
855,O,2.500,3.500,30.000,47
856,O,2.500,3.500,30.000,43
857,O,2.500,3.500,30.000,52
858,O,2.500,3.500,30.000,50
859,O,2.500,3.500,30.000,64
860,O,2.500,3.500,30.000,47
861,O,2.500,3.500,30.000,42
862,O,2.500,3.500,30.000,54
863,O,2.500,3.500,30.000,60
864,O,2.500,3.500,30.000,45
865,O,2.500,3.500,30.000,60
866,O,2.500,3.500,30.000,51
867,O,2.500,3.500,30.000,40
868,O,2.500,3.500,30.000,42
869,O,2.500,3.500,30.000,52
870,O,2.500,3.500,30.000,39
871,O,2.500,3.500,30.000,54
872,O,2.500,3.500,30.000,53
873,O,2.500,3.500,30.000,49
874,O,2.500,3.500,30.000,49
875,O,2.500,3.500,30.000,53
876,O,2.500,3.500,30.000,49
877,O,2.500,3.500,30.000,48
878,O,2.500,3.500,30.000,51
879,O,2.500,3.500,30.000,46
880,O,2.500,3.500,30.000,53
881,O,2.500,3.500,30.000,52
882,O,2.500,3.500,30.000,51
883,O,2.500,3.500,30.000,52
884,O,2.500,3.500,30.000,50
885,O,2.500,3.500,30.000,52
886,O,2.500,3.500,30.000,53
887,O,2.500,3.500,30.000,56
888,O,2.500,3.500,30.000,46
889,O,2.500,3.500,30.000,51
890,O,2.500,3.500,30.000,53
891,O,2.500,3.500,30.000,42
892,O,2.500,3.500,30.000,59
893,O,2.500,3.500,30.000,62
894,O,2.500,3.500,30.000,49
895,O,2.500,3.500,30.000,47
896,O,2.500,3.500,30.000,56
897,O,2.500,3.500,30.000,53
898,O,2.500,3.500,30.000,54
899,O,2.500,3.500,30.000,44
900,O,2.500,3.500,30.000,48
901,O,2.500,3.500,30.000,59
902,O,2.500,3.500,30.000,45
903,O,2.500,3.500,30.000,47
904,O,2.500,3.500,30.000,48
905,O,2.500,3.500,30.000,44
906,O,2.500,3.500,30.000,59
907,O,2.500,3.500,30.000,43
908,O,2.500,3.500,30.000,51
909,O,2.500,3.500,30.000,41
910,O,2.500,3.500,30.000,54
911,O,2.500,3.500,30.000,52
912,O,2.500,3.500,30.000,50
913,O,2.500,3.500,30.000,45
914,O,2.500,3.500,30.000,43
915,O,2.500,3.500,30.000,60
916,O,2.500,3.500,30.000,54
917,O,2.500,3.500,30.000,46
918,O,2.500,3.500,30.000,40
919,O,2.500,3.500,30.000,38
920,O,2.500,3.500,30.000,53
921,O,2.500,3.500,30.000,52
922,O,2.500,3.500,30.000,46
923,O,2.500,3.500,30.000,51
924,O,2.500,3.500,30.000,46
925,O,2.500,3.500,30.000,58
926,O,2.500,3.500,30.000,42
927,O,2.500,3.500,30.000,44
928,O,2.500,3.500,30.000,56
929,O,2.500,3.500,30.000,59
930,O,2.500,3.500,30.000,46
931,O,2.500,3.500,30.000,48
932,O,2.500,3.500,30.000,43
933,O,2.500,3.500,30.000,40
934,O,2.500,3.500,30.000,46
935,O,2.500,3.500,30.000,60
936,O,2.500,3.500,30.000,48
937,O,2.500,3.500,30.000,54
938,O,2.500,3.500,30.000,56
939,O,2.500,3.500,30.000,47
940,O,2.500,3.500,30.000,56
941,O,2.500,3.500,30.000,56
942,O,2.500,3.500,30.000,57
943,O,2.500,3.500,30.000,46
944,O,2.500,3.500,30.000,49
945,O,2.500,3.500,30.000,56
946,O,2.500,3.500,30.000,48
947,O,2.500,3.500,30.000,58
948,O,2.500,3.500,30.000,46
949,O,2.500,3.500,30.000,47
950,O,2.500,3.500,30.000,64
951,O,2.500,3.500,30.000,60
952,O,2.500,3.500,30.000,41
953,O,2.500,3.500,30.000,48
954,O,2.500,3.500,30.000,54
955,O,2.500,3.500,30.000,47
956,O,2.500,3.500,30.000,49
957,O,2.500,3.500,30.000,59
958,O,2.500,3.500,30.000,52
959,O,2.500,3.500,30.000,45
960,O,2.500,3.500,30.000,48
961,O,2.500,3.500,30.000,54
962,O,2.500,3.500,30.000,55
963,O,2.500,3.500,30.000,49
964,O,2.500,3.500,30.000,41
965,O,2.500,3.500,30.000,60
966,O,2.500,3.500,30.000,55
967,O,2.500,3.500,30.000,43
968,O,2.500,3.500,30.000,49
969,O,2.500,3.500,30.000,45
970,O,2.500,3.500,30.000,50
971,O,2.500,3.500,30.000,44
972,O,2.500,3.500,30.000,53
973,O,2.500,3.500,30.000,60
974,O,2.500,3.500,30.000,54
975,O,2.500,3.500,30.000,43
976,O,2.500,3.500,30.000,48
977,O,2.500,3.500,30.000,53
978,O,2.500,3.500,30.000,45
979,O,2.500,3.500,30.000,37
980,O,2.500,3.500,30.000,52
981,O,2.500,3.500,30.000,53
982,O,2.500,3.500,30.000,57
983,O,2.500,3.500,30.000,49
984,O,2.500,3.500,30.000,58
985,O,2.500,3.500,30.000,54
986,O,2.500,3.500,30.000,51
987,O,2.500,3.500,30.000,60
988,O,2.500,3.500,30.000,53
989,O,2.500,3.500,30.000,61
990,O,2.500,3.500,30.000,57
991,O,2.500,3.500,30.000,59
992,O,2.500,3.500,30.000,55
993,O,2.500,3.500,30.000,57
994,O,2.500,3.500,30.000,63
995,O,2.500,3.500,30.000,68
996,O,2.500,3.500,30.000,55
997,O,2.500,3.500,30.000,58
998,O,2.500,3.500,30.000,49
999,O,2.500,3.500,30.000,55
1000,O,2.500,3.500,30.000,36
1001,O,2.500,3.500,30.000,52
1002,O,2.500,3.500,30.000,47
1003,O,2.500,3.500,30.000,62
1004,O,2.500,3.500,30.000,67
1005,O,2.500,3.500,30.000,56
1006,O,2.500,3.500,30.000,52
1007,O,2.500,3.500,30.000,40
1008,O,2.500,3.500,30.000,56
1009,O,2.500,3.500,30.000,51
1010,O,2.500,3.500,30.000,54
1011,O,2.500,3.500,30.000,55
1012,O,2.500,3.500,30.000,55
1013,O,2.500,3.500,30.000,56
1014,O,2.500,3.500,30.000,60
1015,O,2.500,3.500,30.000,55
1016,O,2.500,3.500,30.000,58
1017,O,2.500,3.500,30.000,62
1018,O,2.500,3.500,30.000,64
1019,O,2.500,3.500,30.000,46
1020,O,2.500,3.500,30.000,62
1021,O,2.500,3.500,30.000,53
1022,O,2.500,3.500,30.000,56
1023,O,2.500,3.500,30.000,51
1024,O,2.500,3.500,30.000,53
1025,O,2.500,3.500,30.000,52
1026,O,2.500,3.500,30.000,51
1027,O,2.500,3.500,30.000,56
1028,O,2.500,3.500,30.000,50
1029,O,2.500,3.500,30.000,62
1030,O,2.500,3.500,30.000,56
1031,O,2.500,3.500,30.000,60
1032,O,2.500,3.500,30.000,56
1033,O,2.500,3.500,30.000,55
1034,O,2.500,3.500,30.000,44
1035,O,2.500,3.500,30.000,48
1036,O,2.500,3.500,30.000,62
1037,O,2.500,3.500,30.000,51
1038,O,2.500,3.500,30.000,53
1039,O,2.500,3.500,30.000,65
1040,O,2.500,3.500,30.000,65
1041,O,2.500,3.500,30.000,64
1042,O,2.500,3.500,30.000,55
1043,O,2.500,3.500,30.000,66
1044,O,2.500,3.500,30.000,66
1045,O,2.500,3.500,30.000,53
1046,O,2.500,3.500,30.000,60
1047,O,2.500,3.500,30.000,61
1048,O,2.500,3.500,30.000,64
1049,O,2.500,3.500,30.000,70
1050,O,2.500,3.500,30.000,63
1051,O,2.500,3.500,30.000,49
1052,O,2.500,3.500,30.000,54
1053,O,2.500,3.500,30.000,56
1054,O,2.500,3.500,30.000,55
1055,O,2.500,3.500,30.000,61
1056,O,2.500,3.500,30.000,45
1057,O,2.500,3.500,30.000,66
1058,O,2.500,3.500,30.000,57
1059,O,2.500,3.500,30.000,54
1060,O,2.500,3.500,30.000,51
1061,O,2.500,3.500,30.000,57
1062,O,2.500,3.500,30.000,58
1063,O,2.500,3.500,30.000,63
1064,O,2.500,3.500,30.000,63
1065,O,2.500,3.500,30.000,51
1066,O,2.500,3.500,30.000,71
1067,O,2.500,3.500,30.000,57
1068,O,2.500,3.500,30.000,66
1069,O,2.500,3.500,30.000,61
1070,O,2.500,3.500,30.000,64
1071,O,2.500,3.500,30.000,63
1072,O,2.500,3.500,30.000,73
1073,O,2.500,3.500,30.000,70
1074,O,2.500,3.500,30.000,55
1075,O,2.500,3.500,30.000,67
1076,O,2.500,3.500,30.000,58
1077,O,2.500,3.500,30.000,59
1078,O,2.500,3.500,30.000,58
1079,O,2.500,3.500,30.000,58
1080,O,2.500,3.500,30.000,60
1081,O,2.500,3.500,30.000,52
1082,O,2.500,3.500,30.000,69
1083,O,2.500,3.500,30.000,70
1084,O,2.500,3.500,30.000,66
1085,O,2.500,3.500,30.000,50
1086,O,2.500,3.500,30.000,61
1087,O,2.500,3.500,30.000,67
1088,O,2.500,3.500,30.000,64
1089,O,2.500,3.500,30.000,60
1090,O,2.500,3.500,30.000,57
1091,O,2.500,3.500,30.000,67
1092,O,2.500,3.500,30.000,51
1093,O,2.500,3.500,30.000,62
1094,O,2.500,3.500,30.000,52
1095,O,2.500,3.500,30.000,61
1096,O,2.500,3.500,30.000,49
1097,O,2.500,3.500,30.000,57
1098,O,2.500,3.500,30.000,60
1099,O,2.500,3.500,30.000,55
1100,O,2.500,3.500,30.000,62
1101,O,2.500,3.500,30.000,59
1102,O,2.500,3.500,30.000,62
1103,O,2.500,3.500,30.000,71
1104,O,2.500,3.500,30.000,55
1105,O,2.500,3.500,30.000,54
1106,O,2.500,3.500,30.000,67
1107,O,2.500,3.500,30.000,52
1108,O,2.500,3.500,30.000,65
1109,O,2.500,3.500,30.000,61
1110,O,2.500,3.500,30.000,57
1111,O,2.500,3.500,30.000,65
1112,O,2.500,3.500,30.000,53
1113,O,2.500,3.500,30.000,72
1114,O,2.500,3.500,30.000,64
1115,O,2.500,3.500,30.000,44
1116,O,2.500,3.500,30.000,55
1117,O,2.500,3.500,30.000,65
1118,O,2.500,3.500,30.000,53
1119,O,2.500,3.500,30.000,63
1120,O,2.500,3.500,30.000,71
1121,O,2.500,3.500,30.000,57
1122,O,2.500,3.500,30.000,55
1123,O,2.500,3.500,30.000,65
1124,O,2.500,3.500,30.000,54
1125,O,2.500,3.500,30.000,61
1126,O,2.500,3.500,30.000,55
1127,O,2.500,3.500,30.000,62
1128,O,2.500,3.500,30.000,46
1129,O,2.500,3.500,30.000,63
1130,O,2.500,3.500,30.000,62
1131,O,2.500,3.500,30.000,51
1132,O,2.500,3.500,30.000,49
1133,O,2.500,3.500,30.000,62
1134,O,2.500,3.500,30.000,66
1135,O,2.500,3.500,30.000,57
1136,O,2.500,3.500,30.000,64
1137,O,2.500,3.500,30.000,71
1138,O,2.500,3.500,30.000,59
1139,O,2.500,3.500,30.000,61
1140,O,2.500,3.500,30.000,59
1141,O,2.500,3.500,30.000,70
1142,O,2.500,3.500,30.000,62
1143,O,2.500,3.500,30.000,61
1144,O,2.500,3.500,30.000,63
1145,O,2.500,3.500,30.000,61
1146,O,2.500,3.500,30.000,60
1147,O,2.500,3.500,30.000,65
1148,O,2.500,3.500,30.000,66
1149,O,2.500,3.500,30.000,73
1150,O,2.500,3.500,30.000,55
1151,O,2.500,3.500,30.000,54
1152,O,2.500,3.500,30.000,55
1153,O,2.500,3.500,30.000,60
1154,O,2.500,3.500,30.000,66
1155,O,2.500,3.500,30.000,62
1156,O,2.500,3.500,30.000,67
1157,O,2.500,3.500,30.000,60
1158,O,2.500,3.500,30.000,73
1159,O,2.500,3.500,30.000,71
1160,O,2.500,3.500,30.000,64
1161,O,2.500,3.500,30.000,62
1162,O,2.500,3.500,30.000,69
1163,O,2.500,3.500,30.000,56
1164,O,2.500,3.500,30.000,76
1165,O,2.500,3.500,30.000,64
1166,O,2.500,3.500,30.000,70
1167,O,2.500,3.500,30.000,62
1168,O,2.500,3.500,30.000,67
1169,O,2.500,3.500,30.000,60
1170,O,2.500,3.500,30.000,67
1171,O,2.500,3.500,30.000,66
1172,O,2.500,3.500,30.000,59
1173,O,2.500,3.500,30.000,61
1174,O,2.500,3.500,30.000,71
1175,O,2.500,3.500,30.000,67
1176,O,2.500,3.500,30.000,49
1177,O,2.500,3.500,30.000,60
1178,O,2.500,3.500,30.000,47
1179,O,2.500,3.500,30.000,57
1180,O,2.500,3.500,30.000,61
1181,O,2.500,3.500,30.000,65
1182,O,2.500,3.500,30.000,63
1183,O,2.500,3.500,30.000,51
1184,O,2.500,3.500,30.000,64
1185,O,2.500,3.500,30.000,58
1186,O,2.500,3.500,30.000,63
1187,O,2.500,3.500,30.000,67
1188,O,2.500,3.500,30.000,54
1189,O,2.500,3.500,30.000,64
1190,O,2.500,3.500,30.000,61
1191,O,2.500,3.500,30.000,61
1192,O,2.500,3.500,30.000,64
1193,O,2.500,3.500,30.000,62
1194,O,2.500,3.500,30.000,57
1195,O,2.500,3.500,30.000,55
1196,O,2.500,3.500,30.000,65
1197,O,2.500,3.500,30.000,66
1198,O,2.500,3.500,30.000,59
1199,O,2.500,3.500,30.000,52
1200,O,2.500,3.500,30.000,57
1201,O,2.500,3.500,30.000,57
1202,O,2.500,3.500,30.000,58
1203,O,2.500,3.500,30.000,60
1204,O,2.500,3.500,30.000,62
1205,O,2.500,3.500,30.000,57
1206,O,2.500,3.500,30.000,66
1207,O,2.500,3.500,30.000,64
1208,O,2.500,3.500,30.000,66
1209,O,2.500,3.500,30.000,74
1210,O,2.500,3.500,30.000,65
1211,O,2.500,3.500,30.000,63
1212,O,2.500,3.500,30.000,67
1213,O,2.500,3.500,30.000,65
1214,O,2.500,3.500,30.000,60
1215,O,2.500,3.500,30.000,61
1216,O,2.500,3.500,30.000,56
1217,O,2.500,3.500,30.000,62
1218,O,2.500,3.500,30.000,60
1219,O,2.500,3.500,30.000,67
1220,O,2.500,3.500,30.000,63
1221,O,2.500,3.500,30.000,73
1222,O,2.500,3.500,30.000,59
1223,O,2.500,3.500,30.000,58
1224,O,2.500,3.500,30.000,64
1225,O,2.500,3.500,30.000,74
1226,O,2.500,3.500,30.000,74
1227,O,2.500,3.500,30.000,76
1228,O,2.500,3.500,30.000,72
1229,O,2.500,3.500,30.000,68
1230,O,2.500,3.500,30.000,70
1231,O,2.500,3.500,30.000,69
1232,O,2.500,3.500,30.000,57
1233,O,2.500,3.500,30.000,59
1234,O,2.500,3.500,30.000,64
1235,O,2.500,3.500,30.000,71
1236,O,2.500,3.500,30.000,58
1237,O,2.500,3.500,30.000,55
1238,O,2.500,3.500,30.000,70
1239,O,2.500,3.500,30.000,73
1240,O,2.500,3.500,30.000,71
1241,O,2.500,3.500,30.000,58
1242,O,2.500,3.500,30.000,60
1243,O,2.500,3.500,30.000,72
1244,O,2.500,3.500,30.000,65
1245,O,2.500,3.500,30.000,67
1246,O,2.500,3.500,30.000,70
1247,O,2.500,3.500,30.000,72
1248,O,2.500,3.500,30.000,59
1249,O,2.500,3.500,30.000,74
1250,O,2.500,3.500,30.000,64
1251,O,2.500,3.500,30.000,50
1252,O,2.500,3.500,30.000,61
1253,O,2.500,3.500,30.000,56
1254,O,2.500,3.500,30.000,61
1255,O,2.500,3.500,30.000,51
1256,O,2.500,3.500,30.000,66
1257,O,2.500,3.500,30.000,68
1258,O,2.500,3.500,30.000,76
1259,O,2.500,3.500,30.000,59
1260,O,2.500,3.500,30.000,55
1261,O,2.500,3.500,30.000,64
1262,O,2.500,3.500,30.000,57
1263,O,2.500,3.500,30.000,66
1264,O,2.500,3.500,30.000,56
1265,O,2.500,3.500,30.000,55
1266,O,2.500,3.500,30.000,60
1267,O,2.500,3.500,30.000,66
1268,O,2.500,3.500,30.000,67
1269,O,2.500,3.500,30.000,61
1270,O,2.500,3.500,30.000,71
1271,O,2.500,3.500,30.000,63
1272,O,2.500,3.500,30.000,63
1273,O,2.500,3.500,30.000,55
1274,O,2.500,3.500,30.000,54
1275,O,2.500,3.500,30.000,63
1276,O,2.500,3.500,30.000,57
1277,O,2.500,3.500,30.000,59
1278,O,2.500,3.500,30.000,67
1279,O,2.500,3.500,30.000,68
1280,O,2.500,3.500,30.000,67
1281,O,2.500,3.500,30.000,70
1282,O,2.500,3.500,30.000,70
1283,O,2.500,3.500,30.000,61
1284,O,2.500,3.500,30.000,74
1285,O,2.500,3.500,30.000,68
1286,O,2.500,3.500,30.000,75
1287,O,2.500,3.500,30.000,74
1288,O,2.500,3.500,30.000,68
1289,O,2.500,3.500,30.000,65
1290,O,2.500,3.500,30.000,70
1291,O,2.500,3.500,30.000,67
1292,O,2.500,3.500,30.000,78
1293,O,2.500,3.500,30.000,75
1294,O,2.500,3.500,30.000,68
1295,O,2.500,3.500,30.000,65
1296,O,2.500,3.500,30.000,75
1297,O,2.500,3.500,30.000,72
1298,O,2.500,3.500,30.000,59
1299,O,2.500,3.500,30.000,68
1300,O,2.500,3.500,30.000,70
1301,O,2.500,3.500,30.000,70
1302,O,2.500,3.500,30.000,64
1303,O,2.500,3.500,30.000,78
1304,O,2.500,3.500,30.000,62
1305,O,2.500,3.500,30.000,72
1306,O,2.500,3.500,30.000,69
1307,O,2.500,3.500,30.000,76
1308,O,2.500,3.500,30.000,67
1309,O,2.500,3.500,30.000,70
1310,O,2.500,3.500,30.000,75
1311,O,2.500,3.500,30.000,77
1312,O,2.500,3.500,30.000,73
1313,O,2.500,3.500,30.000,68
1314,O,2.500,3.500,30.000,79
1315,O,2.500,3.500,30.000,73
1316,O,2.500,3.500,30.000,67
1317,O,2.500,3.500,30.000,63
1318,O,2.500,3.500,30.000,74
1319,O,2.500,3.500,30.000,59
1320,O,2.500,3.500,30.000,73
1321,O,2.500,3.500,30.000,73
1322,O,2.500,3.500,30.000,69
1323,O,2.500,3.500,30.000,74
1324,O,2.500,3.500,30.000,73
1325,O,2.500,3.500,30.000,64
1326,O,2.500,3.500,30.000,73
1327,O,2.500,3.500,30.000,73
1328,O,2.500,3.500,30.000,76
1329,O,2.500,3.500,30.000,71
1330,O,2.500,3.500,30.000,69
1331,O,2.500,3.500,30.000,76
1332,O,2.500,3.500,30.000,68
1333,O,2.500,3.500,30.000,74
1334,O,2.500,3.500,30.000,66
1335,O,2.500,3.500,30.000,81
1336,O,2.500,3.500,30.000,71
1337,O,2.500,3.500,30.000,68
1338,O,2.500,3.500,30.000,63
1339,O,2.500,3.500,30.000,76
1340,O,2.500,3.500,30.000,66
1341,O,2.500,3.500,30.000,66
1342,O,2.500,3.500,30.000,70
1343,O,2.500,3.500,30.000,75
1344,O,2.500,3.500,30.000,57
1345,O,2.500,3.500,30.000,65
1346,O,2.500,3.500,30.000,71
1347,O,2.500,3.500,30.000,64
1348,O,2.500,3.500,30.000,74
1349,O,2.500,3.500,30.000,61
1350,O,2.500,3.500,30.000,69
1351,O,2.500,3.500,30.000,77
1352,O,2.500,3.500,30.000,70
1353,O,2.500,3.500,30.000,61
1354,O,2.500,3.500,30.000,61
1355,O,2.500,3.500,30.000,69
1356,O,2.500,3.500,30.000,77
1357,O,2.500,3.500,30.000,71
1358,O,2.500,3.500,30.000,62
1359,O,2.500,3.500,30.000,83
1360,O,2.500,3.500,30.000,68
1361,O,2.500,3.500,30.000,65
1362,O,2.500,3.500,30.000,55
1363,O,2.500,3.500,30.000,68
1364,O,2.500,3.500,30.000,76
1365,O,2.500,3.500,30.000,85
1366,O,2.500,3.500,30.000,82
1367,O,2.500,3.500,30.000,69
1368,O,2.500,3.500,30.000,71
1369,O,2.500,3.500,30.000,64
1370,O,2.500,3.500,30.000,74
1371,O,2.500,3.500,30.000,71
1372,O,2.500,3.500,30.000,79
1373,O,2.500,3.500,30.000,75
1374,O,2.500,3.500,30.000,76
1375,O,2.500,3.500,30.000,73
1376,O,2.500,3.500,30.000,60
1377,O,2.500,3.500,30.000,67
1378,O,2.500,3.500,30.000,71
1379,O,2.500,3.500,30.000,83
1380,O,2.500,3.500,30.000,70
1381,O,2.500,3.500,30.000,67
1382,O,2.500,3.500,30.000,62
1383,O,2.500,3.500,30.000,87
1384,O,2.500,3.500,30.000,79
1385,O,2.500,3.500,30.000,71
1386,O,2.500,3.500,30.000,65
1387,O,2.500,3.500,30.000,72
1388,O,2.500,3.500,30.000,70
1389,O,2.500,3.500,30.000,72
1390,O,2.500,3.500,30.000,76
1391,O,2.500,3.500,30.000,79
1392,O,2.500,3.500,30.000,75
1393,O,2.500,3.500,30.000,63
1394,O,2.500,3.500,30.000,64
1395,O,2.500,3.500,30.000,70
1396,O,2.500,3.500,30.000,63
1397,O,2.500,3.500,30.000,80
1398,O,2.500,3.500,30.000,68
1399,O,2.500,3.500,30.000,74
1400,O,2.500,3.500,30.000,61
1401,O,2.500,3.500,30.000,81
1402,O,2.500,3.500,30.000,74
1403,O,2.500,3.500,30.000,72
1404,O,2.500,3.500,30.000,65
1405,O,2.500,3.500,30.000,76
1406,O,2.500,3.500,30.000,73
1407,O,2.500,3.500,30.000,75
1408,O,2.500,3.500,30.000,77
1409,O,2.500,3.500,30.000,75
1410,O,2.500,3.500,30.000,81
1411,O,2.500,3.500,30.000,72
1412,O,2.500,3.500,30.000,66
1413,O,2.500,3.500,30.000,75
1414,O,2.500,3.500,30.000,79
1415,O,2.500,3.500,30.000,75
1416,O,2.500,3.500,30.000,65
1417,O,2.500,3.500,30.000,66
1418,O,2.500,3.500,30.000,76
1419,O,2.500,3.500,30.000,71
1420,O,2.500,3.500,30.000,80
1421,O,2.500,3.500,30.000,66
1422,O,2.500,3.500,30.000,67
1423,O,2.500,3.500,30.000,79
1424,O,2.500,3.500,30.000,74
1425,O,2.500,3.500,30.000,69
1426,O,2.500,3.500,30.000,76
1427,O,2.500,3.500,30.000,76
1428,O,2.500,3.500,30.000,69
1429,O,2.500,3.500,30.000,76
1430,O,2.500,3.500,30.000,62
1431,O,2.500,3.500,30.000,66
1432,O,2.500,3.500,30.000,60
1433,O,2.500,3.500,30.000,57
1434,O,2.500,3.500,30.000,66
1435,O,2.500,3.500,30.000,67
1436,O,2.500,3.500,30.000,79
1437,O,2.500,3.500,30.000,60
1438,O,2.500,3.500,30.000,67
1439,O,2.500,3.500,30.000,69
1440,O,2.500,3.500,30.000,67
1441,O,2.500,3.500,30.000,72
1442,O,2.500,3.500,30.000,64
1443,O,2.500,3.500,30.000,69
1444,O,2.500,3.500,30.000,63
1445,O,2.500,3.500,30.000,74
1446,O,2.500,3.500,30.000,76
1447,O,2.500,3.500,30.000,78
1448,O,2.500,3.500,30.000,65
1449,O,2.500,3.500,30.000,75
1450,O,2.500,3.500,30.000,77
1451,O,2.500,3.500,30.000,72
1452,O,2.500,3.500,30.000,76
1453,O,2.500,3.500,30.000,78
1454,O,2.500,3.500,30.000,75
1455,O,2.500,3.500,30.000,78
1456,O,2.500,3.500,30.000,73
1457,O,2.500,3.500,30.000,83
1458,O,2.500,3.500,30.000,77
1459,O,2.500,3.500,30.000,82
1460,O,2.500,3.500,30.000,75
1461,O,2.500,3.500,30.000,66
1462,O,2.500,3.500,30.000,75
1463,O,2.500,3.500,30.000,77
1464,O,2.500,3.500,30.000,72
1465,O,2.500,3.500,30.000,77
1466,O,2.500,3.500,30.000,83
1467,O,2.500,3.500,30.000,75
1468,O,2.500,3.500,30.000,73
1469,O,2.500,3.500,30.000,85
1470,O,2.500,3.500,30.000,82
1471,O,2.500,3.500,30.000,59
1472,O,2.500,3.500,30.000,76
1473,O,2.500,3.500,30.000,73
1474,O,2.500,3.500,30.000,70
1475,O,2.500,3.500,30.000,65
1476,O,2.500,3.500,30.000,69
1477,O,2.500,3.500,30.000,81
1478,O,2.500,3.500,30.000,78
1479,O,2.500,3.500,30.000,84
1480,O,2.500,3.500,30.000,75
1481,O,2.500,3.500,30.000,84
1482,O,2.500,3.500,30.000,83
1483,O,2.500,3.500,30.000,74
1484,O,2.500,3.500,30.000,83
1485,O,2.500,3.500,30.000,63
1486,O,2.500,3.500,30.000,83
1487,O,2.500,3.500,30.000,84
1488,O,2.500,3.500,30.000,75
1489,O,2.500,3.500,30.000,79
1490,O,2.500,3.500,30.000,71
1491,O,2.500,3.500,30.000,62
1492,O,2.500,3.500,30.000,71
1493,O,2.500,3.500,30.000,83
1494,O,2.500,3.500,30.000,70
1495,O,2.500,3.500,30.000,80
1496,O,2.500,3.500,30.000,79
1497,O,2.500,3.500,30.000,62
1498,O,2.500,3.500,30.000,75
1499,O,2.500,3.500,30.000,82
1500,O,2.500,3.500,30.000,82
1501,O,2.500,3.500,30.000,72
1502,O,2.500,3.500,30.000,80
1503,O,2.500,3.500,30.000,70
1504,O,2.500,3.500,30.000,67
1505,O,2.500,3.500,30.000,63
