Frame, Element Type, H-Acceptor dist / Å, Donor-Acceptor dist / Å, Angle cutoff / °, Number of Hydrogen Bonds
399,O,2.500,3.500,30.000,33
400,O,2.500,3.500,30.000,40
401,O,2.500,3.500,30.000,26
402,O,2.500,3.500,30.000,30
403,O,2.500,3.500,30.000,28
404,O,2.500,3.500,30.000,28
405,O,2.500,3.500,30.000,28
406,O,2.500,3.500,30.000,32
407,O,2.500,3.500,30.000,31
408,O,2.500,3.500,30.000,28
409,O,2.500,3.500,30.000,37
410,O,2.500,3.500,30.000,39
411,O,2.500,3.500,30.000,22
412,O,2.500,3.500,30.000,42
413,O,2.500,3.500,30.000,31
414,O,2.500,3.500,30.000,33
415,O,2.500,3.500,30.000,32
416,O,2.500,3.500,30.000,41
417,O,2.500,3.500,30.000,37
418,O,2.500,3.500,30.000,33
419,O,2.500,3.500,30.000,31
420,O,2.500,3.500,30.000,27
421,O,2.500,3.500,30.000,34
422,O,2.500,3.500,30.000,27
423,O,2.500,3.500,30.000,27
424,O,2.500,3.500,30.000,33
425,O,2.500,3.500,30.000,33
426,O,2.500,3.500,30.000,37
427,O,2.500,3.500,30.000,33
428,O,2.500,3.500,30.000,32
429,O,2.500,3.500,30.000,32
430,O,2.500,3.500,30.000,33
431,O,2.500,3.500,30.000,35
432,O,2.500,3.500,30.000,25
433,O,2.500,3.500,30.000,35
434,O,2.500,3.500,30.000,31
435,O,2.500,3.500,30.000,43
436,O,2.500,3.500,30.000,36
437,O,2.500,3.500,30.000,30
438,O,2.500,3.500,30.000,34
439,O,2.500,3.500,30.000,26
440,O,2.500,3.500,30.000,30
441,O,2.500,3.500,30.000,45
442,O,2.500,3.500,30.000,37
443,O,2.500,3.500,30.000,38
444,O,2.500,3.500,30.000,38
445,O,2.500,3.500,30.000,41
446,O,2.500,3.500,30.000,35
447,O,2.500,3.500,30.000,31
448,O,2.500,3.500,30.000,36
449,O,2.500,3.500,30.000,39
450,O,2.500,3.500,30.000,36
451,O,2.500,3.500,30.000,27
452,O,2.500,3.500,30.000,40
453,O,2.500,3.500,30.000,33
454,O,2.500,3.500,30.000,41
455,O,2.500,3.500,30.000,30
456,O,2.500,3.500,30.000,28
457,O,2.500,3.500,30.000,38
458,O,2.500,3.500,30.000,25
459,O,2.500,3.500,30.000,27
460,O,2.500,3.500,30.000,35
461,O,2.500,3.500,30.000,20
462,O,2.500,3.500,30.000,27
463,O,2.500,3.500,30.000,36
464,O,2.500,3.500,30.000,37
465,O,2.500,3.500,30.000,24
466,O,2.500,3.500,30.000,41
467,O,2.500,3.500,30.000,35
468,O,2.500,3.500,30.000,29
469,O,2.500,3.500,30.000,31
470,O,2.500,3.500,30.000,35
471,O,2.500,3.500,30.000,38
472,O,2.500,3.500,30.000,46
473,O,2.500,3.500,30.000,28
474,O,2.500,3.500,30.000,36
475,O,2.500,3.500,30.000,34
476,O,2.500,3.500,30.000,32
477,O,2.500,3.500,30.000,31
478,O,2.500,3.500,30.000,37
479,O,2.500,3.500,30.000,33
480,O,2.500,3.500,30.000,33
481,O,2.500,3.500,30.000,46
482,O,2.500,3.500,30.000,41
483,O,2.500,3.500,30.000,34
484,O,2.500,3.500,30.000,37
485,O,2.500,3.500,30.000,34
486,O,2.500,3.500,30.000,38
487,O,2.500,3.500,30.000,41
488,O,2.500,3.500,30.000,37
489,O,2.500,3.500,30.000,41
490,O,2.500,3.500,30.000,46
491,O,2.500,3.500,30.000,41
492,O,2.500,3.500,30.000,42
493,O,2.500,3.500,30.000,30
494,O,2.500,3.500,30.000,27
495,O,2.500,3.500,30.000,35
496,O,2.500,3.500,30.000,40
497,O,2.500,3.500,30.000,39
498,O,2.500,3.500,30.000,34
499,O,2.500,3.500,30.000,32
500,O,2.500,3.500,30.000,37
501,O,2.500,3.500,30.000,34
502,O,2.500,3.500,30.000,40
503,O,2.500,3.500,30.000,34
504,O,2.500,3.500,30.000,38
505,O,2.500,3.500,30.000,39
506,O,2.500,3.500,30.000,42
507,O,2.500,3.500,30.000,39
508,O,2.500,3.500,30.000,28
509,O,2.500,3.500,30.000,36
510,O,2.500,3.500,30.000,37
511,O,2.500,3.500,30.000,33
512,O,2.500,3.500,30.000,39
513,O,2.500,3.500,30.000,46
514,O,2.500,3.500,30.000,45
515,O,2.500,3.500,30.000,39
516,O,2.500,3.500,30.000,38
517,O,2.500,3.500,30.000,29
518,O,2.500,3.500,30.000,41
519,O,2.500,3.500,30.000,34
520,O,2.500,3.500,30.000,42
521,O,2.500,3.500,30.000,42
522,O,2.500,3.500,30.000,31
523,O,2.500,3.500,30.000,38
524,O,2.500,3.500,30.000,39
525,O,2.500,3.500,30.000,47
526,O,2.500,3.500,30.000,39
527,O,2.500,3.500,30.000,47
528,O,2.500,3.500,30.000,44
529,O,2.500,3.500,30.000,52
530,O,2.500,3.500,30.000,43
531,O,2.500,3.500,30.000,42
532,O,2.500,3.500,30.000,29
533,O,2.500,3.500,30.000,36
534,O,2.500,3.500,30.000,36
535,O,2.500,3.500,30.000,41
536,O,2.500,3.500,30.000,40
537,O,2.500,3.500,30.000,34
538,O,2.500,3.500,30.000,37
539,O,2.500,3.500,30.000,44
540,O,2.500,3.500,30.000,29
541,O,2.500,3.500,30.000,31
542,O,2.500,3.500,30.000,36
543,O,2.500,3.500,30.000,42
544,O,2.500,3.500,30.000,40
545,O,2.500,3.500,30.000,45
546,O,2.500,3.500,30.000,42
547,O,2.500,3.500,30.000,40
548,O,2.500,3.500,30.000,37
549,O,2.500,3.500,30.000,34
550,O,2.500,3.500,30.000,35
551,O,2.500,3.500,30.000,36
552,O,2.500,3.500,30.000,38
553,O,2.500,3.500,30.000,45
554,O,2.500,3.500,30.000,41
555,O,2.500,3.500,30.000,35
556,O,2.500,3.500,30.000,40
557,O,2.500,3.500,30.000,41
558,O,2.500,3.500,30.000,37
559,O,2.500,3.500,30.000,33
560,O,2.500,3.500,30.000,34
561,O,2.500,3.500,30.000,42
562,O,2.500,3.500,30.000,36
563,O,2.500,3.500,30.000,40
564,O,2.500,3.500,30.000,41
565,O,2.500,3.500,30.000,44
566,O,2.500,3.500,30.000,34
567,O,2.500,3.500,30.000,40
568,O,2.500,3.500,30.000,36
569,O,2.500,3.500,30.000,41
570,O,2.500,3.500,30.000,50
571,O,2.500,3.500,30.000,35
572,O,2.500,3.500,30.000,46
573,O,2.500,3.500,30.000,31
574,O,2.500,3.500,30.000,39
575,O,2.500,3.500,30.000,41
576,O,2.500,3.500,30.000,42
577,O,2.500,3.500,30.000,41
578,O,2.500,3.500,30.000,35
579,O,2.500,3.500,30.000,33
580,O,2.500,3.500,30.000,48
581,O,2.500,3.500,30.000,41
582,O,2.500,3.500,30.000,32
583,O,2.500,3.500,30.000,45
584,O,2.500,3.500,30.000,33
585,O,2.500,3.500,30.000,43
586,O,2.500,3.500,30.000,46
587,O,2.500,3.500,30.000,34
588,O,2.500,3.500,30.000,43
589,O,2.500,3.500,30.000,38
590,O,2.500,3.500,30.000,43
591,O,2.500,3.500,30.000,42
592,O,2.500,3.500,30.000,40
593,O,2.500,3.500,30.000,41
594,O,2.500,3.500,30.000,39
595,O,2.500,3.500,30.000,41
596,O,2.500,3.500,30.000,34
597,O,2.500,3.500,30.000,35
598,O,2.500,3.500,30.000,43
599,O,2.500,3.500,30.000,49
600,O,2.500,3.500,30.000,36
601,O,2.500,3.500,30.000,43
602,O,2.500,3.500,30.000,42
603,O,2.500,3.500,30.000,37
604,O,2.500,3.500,30.000,43
605,O,2.500,3.500,30.000,37
606,O,2.500,3.500,30.000,42
607,O,2.500,3.500,30.000,35
608,O,2.500,3.500,30.000,48
609,O,2.500,3.500,30.000,50
610,O,2.500,3.500,30.000,35
611,O,2.500,3.500,30.000,51
612,O,2.500,3.500,30.000,46
613,O,2.500,3.500,30.000,36
614,O,2.500,3.500,30.000,44
615,O,2.500,3.500,30.000,41
616,O,2.500,3.500,30.000,41
617,O,2.500,3.500,30.000,33
618,O,2.500,3.500,30.000,40
619,O,2.500,3.500,30.000,34
620,O,2.500,3.500,30.000,35
621,O,2.500,3.500,30.000,52
622,O,2.500,3.500,30.000,36
623,O,2.500,3.500,30.000,43
624,O,2.500,3.500,30.000,35
625,O,2.500,3.500,30.000,33
626,O,2.500,3.500,30.000,37
627,O,2.500,3.500,30.000,46
628,O,2.500,3.500,30.000,30
629,O,2.500,3.500,30.000,46
630,O,2.500,3.500,30.000,37
631,O,2.500,3.500,30.000,41
632,O,2.500,3.500,30.000,55
633,O,2.500,3.500,30.000,55
634,O,2.500,3.500,30.000,41
635,O,2.500,3.500,30.000,43
636,O,2.500,3.500,30.000,39
637,O,2.500,3.500,30.000,40
638,O,2.500,3.500,30.000,37
639,O,2.500,3.500,30.000,39
640,O,2.500,3.500,30.000,45
641,O,2.500,3.500,30.000,40
642,O,2.500,3.500,30.000,39
643,O,2.500,3.500,30.000,39
644,O,2.500,3.500,30.000,43
645,O,2.500,3.500,30.000,36
646,O,2.500,3.500,30.000,47
647,O,2.500,3.500,30.000,46
648,O,2.500,3.500,30.000,34
649,O,2.500,3.500,30.000,43
650,O,2.500,3.500,30.000,45
651,O,2.500,3.500,30.000,47
652,O,2.500,3.500,30.000,45
653,O,2.500,3.500,30.000,48
654,O,2.500,3.500,30.000,37
655,O,2.500,3.500,30.000,48
656,O,2.500,3.500,30.000,45
657,O,2.500,3.500,30.000,50
658,O,2.500,3.500,30.000,41
659,O,2.500,3.500,30.000,49
660,O,2.500,3.500,30.000,43
661,O,2.500,3.500,30.000,45
662,O,2.500,3.500,30.000,43
663,O,2.500,3.500,30.000,30
664,O,2.500,3.500,30.000,37
665,O,2.500,3.500,30.000,36
666,O,2.500,3.500,30.000,30
667,O,2.500,3.500,30.000,36
668,O,2.500,3.500,30.000,45
669,O,2.500,3.500,30.000,35
670,O,2.500,3.500,30.000,44
671,O,2.500,3.500,30.000,42
672,O,2.500,3.500,30.000,51
673,O,2.500,3.500,30.000,38
674,O,2.500,3.500,30.000,47
675,O,2.500,3.500,30.000,44
676,O,2.500,3.500,30.000,38
677,O,2.500,3.500,30.000,42
678,O,2.500,3.500,30.000,50
679,O,2.500,3.500,30.000,40
680,O,2.500,3.500,30.000,46
681,O,2.500,3.500,30.000,48
682,O,2.500,3.500,30.000,47
683,O,2.500,3.500,30.000,46
684,O,2.500,3.500,30.000,40
685,O,2.500,3.500,30.000,43
686,O,2.500,3.500,30.000,38
687,O,2.500,3.500,30.000,46
688,O,2.500,3.500,30.000,38
689,O,2.500,3.500,30.000,35
690,O,2.500,3.500,30.000,46
691,O,2.500,3.500,30.000,41
692,O,2.500,3.500,30.000,44
693,O,2.500,3.500,30.000,37
694,O,2.500,3.500,30.000,57
695,O,2.500,3.500,30.000,48
696,O,2.500,3.500,30.000,48
697,O,2.500,3.500,30.000,52
698,O,2.500,3.500,30.000,42
699,O,2.500,3.500,30.000,51
700,O,2.500,3.500,30.000,42
701,O,2.500,3.500,30.000,44
702,O,2.500,3.500,30.000,51
703,O,2.500,3.500,30.000,47
704,O,2.500,3.500,30.000,41
705,O,2.500,3.500,30.000,49
706,O,2.500,3.500,30.000,39
707,O,2.500,3.500,30.000,37
708,O,2.500,3.500,30.000,35
709,O,2.500,3.500,30.000,49
710,O,2.500,3.500,30.000,52
711,O,2.500,3.500,30.000,41
712,O,2.500,3.500,30.000,33
713,O,2.500,3.500,30.000,39
714,O,2.500,3.500,30.000,40
715,O,2.500,3.500,30.000,49
716,O,2.500,3.500,30.000,39
717,O,2.500,3.500,30.000,43
718,O,2.500,3.500,30.000,51
719,O,2.500,3.500,30.000,50
720,O,2.500,3.500,30.000,41
721,O,2.500,3.500,30.000,53
722,O,2.500,3.500,30.000,43
723,O,2.500,3.500,30.000,46
724,O,2.500,3.500,30.000,46
725,O,2.500,3.500,30.000,45
726,O,2.500,3.500,30.000,43
727,O,2.500,3.500,30.000,44
728,O,2.500,3.500,30.000,39
729,O,2.500,3.500,30.000,52
730,O,2.500,3.500,30.000,43
731,O,2.500,3.500,30.000,53
732,O,2.500,3.500,30.000,50
733,O,2.500,3.500,30.000,47
734,O,2.500,3.500,30.000,36
735,O,2.500,3.500,30.000,41
736,O,2.500,3.500,30.000,50
737,O,2.500,3.500,30.000,46
738,O,2.500,3.500,30.000,45
739,O,2.500,3.500,30.000,49
740,O,2.500,3.500,30.000,55
741,O,2.500,3.500,30.000,47
742,O,2.500,3.500,30.000,51
743,O,2.500,3.500,30.000,41
744,O,2.500,3.500,30.000,60
745,O,2.500,3.500,30.000,30
746,O,2.500,3.500,30.000,36
747,O,2.500,3.500,30.000,46
748,O,2.500,3.500,30.000,43
749,O,2.500,3.500,30.000,43
750,O,2.500,3.500,30.000,45
751,O,2.500,3.500,30.000,42
752,O,2.500,3.500,30.000,47
753,O,2.500,3.500,30.000,35
754,O,2.500,3.500,30.000,51
755,O,2.500,3.500,30.000,43
756,O,2.500,3.500,30.000,32
757,O,2.500,3.500,30.000,38
758,O,2.500,3.500,30.000,44
759,O,2.500,3.500,30.000,42
760,O,2.500,3.500,30.000,42
761,O,2.500,3.500,30.000,52
762,O,2.500,3.500,30.000,45
763,O,2.500,3.500,30.000,46
764,O,2.500,3.500,30.000,42
765,O,2.500,3.500,30.000,53
766,O,2.500,3.500,30.000,45
767,O,2.500,3.500,30.000,34
768,O,2.500,3.500,30.000,52
769,O,2.500,3.500,30.000,52
