Frame, Element Type, H-Acceptor dist / Å, Donor-Acceptor dist / Å, Angle cutoff / °, Number of Hydrogen Bonds
770,O,2.500,3.500,30.000,52
771,O,2.500,3.500,30.000,41
772,O,2.500,3.500,30.000,37
773,O,2.500,3.500,30.000,45
774,O,2.500,3.500,30.000,53
775,O,2.500,3.500,30.000,49
776,O,2.500,3.500,30.000,38
777,O,2.500,3.500,30.000,45
778,O,2.500,3.500,30.000,41
779,O,2.500,3.500,30.000,53
780,O,2.500,3.500,30.000,44
781,O,2.500,3.500,30.000,42
782,O,2.500,3.500,30.000,39
783,O,2.500,3.500,30.000,49
784,O,2.500,3.500,30.000,40
785,O,2.500,3.500,30.000,49
786,O,2.500,3.500,30.000,46
787,O,2.500,3.500,30.000,54
788,O,2.500,3.500,30.000,53
789,O,2.500,3.500,30.000,55
790,O,2.500,3.500,30.000,45
791,O,2.500,3.500,30.000,52
792,O,2.500,3.500,30.000,43
793,O,2.500,3.500,30.000,49
794,O,2.500,3.500,30.000,56
795,O,2.500,3.500,30.000,56
796,O,2.500,3.500,30.000,46
797,O,2.500,3.500,30.000,47
798,O,2.500,3.500,30.000,49
799,O,2.500,3.500,30.000,42
800,O,2.500,3.500,30.000,48
801,O,2.500,3.500,30.000,49
802,O,2.500,3.500,30.000,45
803,O,2.500,3.500,30.000,54
804,O,2.500,3.500,30.000,52
805,O,2.500,3.500,30.000,43
806,O,2.500,3.500,30.000,46
807,O,2.500,3.500,30.000,47
808,O,2.500,3.500,30.000,43
809,O,2.500,3.500,30.000,63
810,O,2.500,3.500,30.000,50
811,O,2.500,3.500,30.000,36
812,O,2.500,3.500,30.000,52
813,O,2.500,3.500,30.000,52
814,O,2.500,3.500,30.000,46
815,O,2.500,3.500,30.000,30
816,O,2.500,3.500,30.000,48
817,O,2.500,3.500,30.000,46
818,O,2.500,3.500,30.000,52
819,O,2.500,3.500,30.000,46
820,O,2.500,3.500,30.000,38
821,O,2.500,3.500,30.000,55
822,O,2.500,3.500,30.000,45
823,O,2.500,3.500,30.000,36
824,O,2.500,3.500,30.000,48
825,O,2.500,3.500,30.000,49
826,O,2.500,3.500,30.000,44
827,O,2.500,3.500,30.000,52
828,O,2.500,3.500,30.000,43
829,O,2.500,3.500,30.000,44
830,O,2.500,3.500,30.000,46
831,O,2.500,3.500,30.000,51
832,O,2.500,3.500,30.000,57
833,O,2.500,3.500,30.000,51
834,O,2.500,3.500,30.000,54
835,O,2.500,3.500,30.000,50
836,O,2.500,3.500,30.000,48
837,O,2.500,3.500,30.000,38
838,O,2.500,3.500,30.000,53
839,O,2.500,3.500,30.000,51
840,O,2.500,3.500,30.000,37
841,O,2.500,3.500,30.000,49
842,O,2.500,3.500,30.000,50
843,O,2.500,3.500,30.000,45
844,O,2.500,3.500,30.000,54
845,O,2.500,3.500,30.000,43
846,O,2.500,3.500,30.000,35
847,O,2.500,3.500,30.000,44
848,O,2.500,3.500,30.000,62
849,O,2.500,3.500,30.000,50
850,O,2.500,3.500,30.000,49
851,O,2.500,3.500,30.000,51
852,O,2.500,3.500,30.000,46
853,O,2.500,3.500,30.000,53
854,O,2.500,3.500,30.000,47
855,O,2.500,3.500,30.000,48
856,O,2.500,3.500,30.000,53
857,O,2.500,3.500,30.000,62
858,O,2.500,3.500,30.000,51
859,O,2.500,3.500,30.000,54
860,O,2.500,3.500,30.000,58
861,O,2.500,3.500,30.000,46
862,O,2.500,3.500,30.000,47
863,O,2.500,3.500,30.000,52
864,O,2.500,3.500,30.000,49
865,O,2.500,3.500,30.000,58
866,O,2.500,3.500,30.000,57
867,O,2.500,3.500,30.000,57
868,O,2.500,3.500,30.000,58
869,O,2.500,3.500,30.000,45
870,O,2.500,3.500,30.000,39
871,O,2.500,3.500,30.000,45
872,O,2.500,3.500,30.000,50
873,O,2.500,3.500,30.000,43
874,O,2.500,3.500,30.000,62
875,O,2.500,3.500,30.000,41
876,O,2.500,3.500,30.000,50
877,O,2.500,3.500,30.000,53
878,O,2.500,3.500,30.000,50
879,O,2.500,3.500,30.000,51
880,O,2.500,3.500,30.000,52
881,O,2.500,3.500,30.000,50
882,O,2.500,3.500,30.000,47
883,O,2.500,3.500,30.000,43
884,O,2.500,3.500,30.000,58
885,O,2.500,3.500,30.000,45
886,O,2.500,3.500,30.000,56
887,O,2.500,3.500,30.000,54
888,O,2.500,3.500,30.000,59
889,O,2.500,3.500,30.000,56
890,O,2.500,3.500,30.000,42
891,O,2.500,3.500,30.000,43
892,O,2.500,3.500,30.000,46
893,O,2.500,3.500,30.000,45
894,O,2.500,3.500,30.000,53
895,O,2.500,3.500,30.000,52
896,O,2.500,3.500,30.000,46
897,O,2.500,3.500,30.000,44
898,O,2.500,3.500,30.000,36
899,O,2.500,3.500,30.000,54
900,O,2.500,3.500,30.000,56
901,O,2.500,3.500,30.000,55
902,O,2.500,3.500,30.000,41
903,O,2.500,3.500,30.000,59
904,O,2.500,3.500,30.000,58
905,O,2.500,3.500,30.000,53
906,O,2.500,3.500,30.000,47
907,O,2.500,3.500,30.000,52
908,O,2.500,3.500,30.000,51
909,O,2.500,3.500,30.000,58
910,O,2.500,3.500,30.000,49
911,O,2.500,3.500,30.000,46
912,O,2.500,3.500,30.000,52
913,O,2.500,3.500,30.000,57
914,O,2.500,3.500,30.000,50
915,O,2.500,3.500,30.000,49
916,O,2.500,3.500,30.000,46
917,O,2.500,3.500,30.000,56
918,O,2.500,3.500,30.000,61
919,O,2.500,3.500,30.000,49
920,O,2.500,3.500,30.000,60
921,O,2.500,3.500,30.000,60
922,O,2.500,3.500,30.000,46
923,O,2.500,3.500,30.000,45
924,O,2.500,3.500,30.000,62
925,O,2.500,3.500,30.000,47
926,O,2.500,3.500,30.000,51
927,O,2.500,3.500,30.000,46
928,O,2.500,3.500,30.000,51
929,O,2.500,3.500,30.000,55
930,O,2.500,3.500,30.000,52
931,O,2.500,3.500,30.000,51
932,O,2.500,3.500,30.000,55
933,O,2.500,3.500,30.000,61
934,O,2.500,3.500,30.000,40
935,O,2.500,3.500,30.000,55
936,O,2.500,3.500,30.000,52
937,O,2.500,3.500,30.000,52
938,O,2.500,3.500,30.000,46
939,O,2.500,3.500,30.000,53
940,O,2.500,3.500,30.000,41
941,O,2.500,3.500,30.000,41
942,O,2.500,3.500,30.000,52
943,O,2.500,3.500,30.000,54
944,O,2.500,3.500,30.000,57
945,O,2.500,3.500,30.000,58
946,O,2.500,3.500,30.000,48
947,O,2.500,3.500,30.000,47
948,O,2.500,3.500,30.000,54
949,O,2.500,3.500,30.000,59
950,O,2.500,3.500,30.000,55
951,O,2.500,3.500,30.000,48
952,O,2.500,3.500,30.000,52
953,O,2.500,3.500,30.000,52
954,O,2.500,3.500,30.000,58
955,O,2.500,3.500,30.000,49
956,O,2.500,3.500,30.000,52
957,O,2.500,3.500,30.000,53
958,O,2.500,3.500,30.000,47
959,O,2.500,3.500,30.000,64
960,O,2.500,3.500,30.000,65
961,O,2.500,3.500,30.000,47
962,O,2.500,3.500,30.000,56
963,O,2.500,3.500,30.000,49
964,O,2.500,3.500,30.000,44
965,O,2.500,3.500,30.000,50
966,O,2.500,3.500,30.000,50
967,O,2.500,3.500,30.000,48
968,O,2.500,3.500,30.000,51
969,O,2.500,3.500,30.000,58
970,O,2.500,3.500,30.000,49
971,O,2.500,3.500,30.000,55
972,O,2.500,3.500,30.000,52
973,O,2.500,3.500,30.000,49
974,O,2.500,3.500,30.000,54
975,O,2.500,3.500,30.000,54
976,O,2.500,3.500,30.000,45
977,O,2.500,3.500,30.000,45
978,O,2.500,3.500,30.000,56
979,O,2.500,3.500,30.000,51
980,O,2.500,3.500,30.000,58
981,O,2.500,3.500,30.000,65
982,O,2.500,3.500,30.000,57
983,O,2.500,3.500,30.000,56
984,O,2.500,3.500,30.000,47
985,O,2.500,3.500,30.000,61
986,O,2.500,3.500,30.000,54
987,O,2.500,3.500,30.000,63
988,O,2.500,3.500,30.000,53
989,O,2.500,3.500,30.000,58
990,O,2.500,3.500,30.000,53
991,O,2.500,3.500,30.000,60
992,O,2.500,3.500,30.000,47
993,O,2.500,3.500,30.000,53
994,O,2.500,3.500,30.000,60
995,O,2.500,3.500,30.000,58
996,O,2.500,3.500,30.000,41
997,O,2.500,3.500,30.000,53
998,O,2.500,3.500,30.000,64
999,O,2.500,3.500,30.000,50
1000,O,2.500,3.500,30.000,52
1001,O,2.500,3.500,30.000,57
1002,O,2.500,3.500,30.000,44
1003,O,2.500,3.500,30.000,53
1004,O,2.500,3.500,30.000,48
1005,O,2.500,3.500,30.000,49
1006,O,2.500,3.500,30.000,58
1007,O,2.500,3.500,30.000,64
1008,O,2.500,3.500,30.000,58
1009,O,2.500,3.500,30.000,51
1010,O,2.500,3.500,30.000,64
1011,O,2.500,3.500,30.000,57
1012,O,2.500,3.500,30.000,62
1013,O,2.500,3.500,30.000,58
1014,O,2.500,3.500,30.000,57
1015,O,2.500,3.500,30.000,56
1016,O,2.500,3.500,30.000,60
1017,O,2.500,3.500,30.000,65
1018,O,2.500,3.500,30.000,66
1019,O,2.500,3.500,30.000,60
1020,O,2.500,3.500,30.000,51
1021,O,2.500,3.500,30.000,52
1022,O,2.500,3.500,30.000,47
1023,O,2.500,3.500,30.000,52
1024,O,2.500,3.500,30.000,54
1025,O,2.500,3.500,30.000,51
1026,O,2.500,3.500,30.000,60
1027,O,2.500,3.500,30.000,51
1028,O,2.500,3.500,30.000,52
1029,O,2.500,3.500,30.000,50
1030,O,2.500,3.500,30.000,52
1031,O,2.500,3.500,30.000,68
1032,O,2.500,3.500,30.000,53
1033,O,2.500,3.500,30.000,50
1034,O,2.500,3.500,30.000,60
1035,O,2.500,3.500,30.000,56
1036,O,2.500,3.500,30.000,56
1037,O,2.500,3.500,30.000,47
1038,O,2.500,3.500,30.000,48
1039,O,2.500,3.500,30.000,48
1040,O,2.500,3.500,30.000,60
1041,O,2.500,3.500,30.000,57
1042,O,2.500,3.500,30.000,61
1043,O,2.500,3.500,30.000,76
1044,O,2.500,3.500,30.000,52
1045,O,2.500,3.500,30.000,62
1046,O,2.500,3.500,30.000,52
1047,O,2.500,3.500,30.000,53
1048,O,2.500,3.500,30.000,49
1049,O,2.500,3.500,30.000,59
1050,O,2.500,3.500,30.000,64
1051,O,2.500,3.500,30.000,51
1052,O,2.500,3.500,30.000,64
1053,O,2.500,3.500,30.000,63
1054,O,2.500,3.500,30.000,63
1055,O,2.500,3.500,30.000,54
1056,O,2.500,3.500,30.000,55
1057,O,2.500,3.500,30.000,54
1058,O,2.500,3.500,30.000,56
1059,O,2.500,3.500,30.000,63
1060,O,2.500,3.500,30.000,52
1061,O,2.500,3.500,30.000,56
1062,O,2.500,3.500,30.000,50
1063,O,2.500,3.500,30.000,52
1064,O,2.500,3.500,30.000,71
1065,O,2.500,3.500,30.000,65
1066,O,2.500,3.500,30.000,52
1067,O,2.500,3.500,30.000,63
1068,O,2.500,3.500,30.000,57
1069,O,2.500,3.500,30.000,55
1070,O,2.500,3.500,30.000,54
1071,O,2.500,3.500,30.000,53
1072,O,2.500,3.500,30.000,49
1073,O,2.500,3.500,30.000,56
1074,O,2.500,3.500,30.000,67
1075,O,2.500,3.500,30.000,56
1076,O,2.500,3.500,30.000,69
1077,O,2.500,3.500,30.000,45
1078,O,2.500,3.500,30.000,58
1079,O,2.500,3.500,30.000,56
1080,O,2.500,3.500,30.000,70
1081,O,2.500,3.500,30.000,60
1082,O,2.500,3.500,30.000,44
1083,O,2.500,3.500,30.000,67
1084,O,2.500,3.500,30.000,55
1085,O,2.500,3.500,30.000,55
1086,O,2.500,3.500,30.000,62
1087,O,2.500,3.500,30.000,54
1088,O,2.500,3.500,30.000,68
1089,O,2.500,3.500,30.000,59
1090,O,2.500,3.500,30.000,56
1091,O,2.500,3.500,30.000,59
1092,O,2.500,3.500,30.000,60
1093,O,2.500,3.500,30.000,59
1094,O,2.500,3.500,30.000,63
1095,O,2.500,3.500,30.000,63
1096,O,2.500,3.500,30.000,62
1097,O,2.500,3.500,30.000,57
1098,O,2.500,3.500,30.000,67
1099,O,2.500,3.500,30.000,56
1100,O,2.500,3.500,30.000,69
1101,O,2.500,3.500,30.000,52
1102,O,2.500,3.500,30.000,55
1103,O,2.500,3.500,30.000,53
1104,O,2.500,3.500,30.000,41
1105,O,2.500,3.500,30.000,67
1106,O,2.500,3.500,30.000,57
1107,O,2.500,3.500,30.000,61
1108,O,2.500,3.500,30.000,57
1109,O,2.500,3.500,30.000,51
1110,O,2.500,3.500,30.000,68
1111,O,2.500,3.500,30.000,58
1112,O,2.500,3.500,30.000,75
1113,O,2.500,3.500,30.000,52
1114,O,2.500,3.500,30.000,56
1115,O,2.500,3.500,30.000,65
1116,O,2.500,3.500,30.000,58
1117,O,2.500,3.500,30.000,65
1118,O,2.500,3.500,30.000,56
1119,O,2.500,3.500,30.000,55
1120,O,2.500,3.500,30.000,64
1121,O,2.500,3.500,30.000,58
1122,O,2.500,3.500,30.000,61
1123,O,2.500,3.500,30.000,49
1124,O,2.500,3.500,30.000,53
1125,O,2.500,3.500,30.000,62
1126,O,2.500,3.500,30.000,54
1127,O,2.500,3.500,30.000,61
1128,O,2.500,3.500,30.000,54
1129,O,2.500,3.500,30.000,60
1130,O,2.500,3.500,30.000,56
1131,O,2.500,3.500,30.000,53
1132,O,2.500,3.500,30.000,59
1133,O,2.500,3.500,30.000,65
1134,O,2.500,3.500,30.000,56
1135,O,2.500,3.500,30.000,54
1136,O,2.500,3.500,30.000,68
1137,O,2.500,3.500,30.000,65
1138,O,2.500,3.500,30.000,58
1139,O,2.500,3.500,30.000,55
1140,O,2.500,3.500,30.000,71
1141,O,2.500,3.500,30.000,65
1142,O,2.500,3.500,30.000,53
1143,O,2.500,3.500,30.000,57
1144,O,2.500,3.500,30.000,59
1145,O,2.500,3.500,30.000,55
1146,O,2.500,3.500,30.000,65
1147,O,2.500,3.500,30.000,66
1148,O,2.500,3.500,30.000,61
1149,O,2.500,3.500,30.000,67
1150,O,2.500,3.500,30.000,59
1151,O,2.500,3.500,30.000,73
1152,O,2.500,3.500,30.000,62
1153,O,2.500,3.500,30.000,61
1154,O,2.500,3.500,30.000,69
1155,O,2.500,3.500,30.000,47
1156,O,2.500,3.500,30.000,62
1157,O,2.500,3.500,30.000,59
1158,O,2.500,3.500,30.000,54
1159,O,2.500,3.500,30.000,58
1160,O,2.500,3.500,30.000,60
1161,O,2.500,3.500,30.000,61
1162,O,2.500,3.500,30.000,60
1163,O,2.500,3.500,30.000,61
1164,O,2.500,3.500,30.000,64
1165,O,2.500,3.500,30.000,59
1166,O,2.500,3.500,30.000,54
1167,O,2.500,3.500,30.000,61
1168,O,2.500,3.500,30.000,57
1169,O,2.500,3.500,30.000,61
1170,O,2.500,3.500,30.000,60
1171,O,2.500,3.500,30.000,66
1172,O,2.500,3.500,30.000,63
1173,O,2.500,3.500,30.000,67
1174,O,2.500,3.500,30.000,68
1175,O,2.500,3.500,30.000,68
1176,O,2.500,3.500,30.000,65
1177,O,2.500,3.500,30.000,68
1178,O,2.500,3.500,30.000,68
1179,O,2.500,3.500,30.000,65
1180,O,2.500,3.500,30.000,63
1181,O,2.500,3.500,30.000,71
1182,O,2.500,3.500,30.000,61
1183,O,2.500,3.500,30.000,71
1184,O,2.500,3.500,30.000,58
1185,O,2.500,3.500,30.000,75
1186,O,2.500,3.500,30.000,68
1187,O,2.500,3.500,30.000,70
1188,O,2.500,3.500,30.000,70
1189,O,2.500,3.500,30.000,62
1190,O,2.500,3.500,30.000,69
1191,O,2.500,3.500,30.000,60
1192,O,2.500,3.500,30.000,69
1193,O,2.500,3.500,30.000,80
1194,O,2.500,3.500,30.000,68
1195,O,2.500,3.500,30.000,65
1196,O,2.500,3.500,30.000,60
1197,O,2.500,3.500,30.000,75
1198,O,2.500,3.500,30.000,66
1199,O,2.500,3.500,30.000,66
1200,O,2.500,3.500,30.000,68
1201,O,2.500,3.500,30.000,58
1202,O,2.500,3.500,30.000,68
1203,O,2.500,3.500,30.000,64
1204,O,2.500,3.500,30.000,62
1205,O,2.500,3.500,30.000,78
1206,O,2.500,3.500,30.000,61
1207,O,2.500,3.500,30.000,59
1208,O,2.500,3.500,30.000,74
1209,O,2.500,3.500,30.000,63
1210,O,2.500,3.500,30.000,65
1211,O,2.500,3.500,30.000,67
1212,O,2.500,3.500,30.000,58
1213,O,2.500,3.500,30.000,55
1214,O,2.500,3.500,30.000,63
1215,O,2.500,3.500,30.000,59
1216,O,2.500,3.500,30.000,60
1217,O,2.500,3.500,30.000,57
1218,O,2.500,3.500,30.000,62
1219,O,2.500,3.500,30.000,68
1220,O,2.500,3.500,30.000,54
1221,O,2.500,3.500,30.000,59
1222,O,2.500,3.500,30.000,65
1223,O,2.500,3.500,30.000,81
1224,O,2.500,3.500,30.000,70
1225,O,2.500,3.500,30.000,53
1226,O,2.500,3.500,30.000,67
1227,O,2.500,3.500,30.000,78
1228,O,2.500,3.500,30.000,74
1229,O,2.500,3.500,30.000,69
1230,O,2.500,3.500,30.000,57
1231,O,2.500,3.500,30.000,60
1232,O,2.500,3.500,30.000,64
1233,O,2.500,3.500,30.000,66
1234,O,2.500,3.500,30.000,71
1235,O,2.500,3.500,30.000,70
1236,O,2.500,3.500,30.000,72
1237,O,2.500,3.500,30.000,79
1238,O,2.500,3.500,30.000,72
1239,O,2.500,3.500,30.000,61
1240,O,2.500,3.500,30.000,71
1241,O,2.500,3.500,30.000,63
1242,O,2.500,3.500,30.000,75
1243,O,2.500,3.500,30.000,68
1244,O,2.500,3.500,30.000,64
1245,O,2.500,3.500,30.000,76
1246,O,2.500,3.500,30.000,65
1247,O,2.500,3.500,30.000,65
1248,O,2.500,3.500,30.000,76
1249,O,2.500,3.500,30.000,62
1250,O,2.500,3.500,30.000,61
1251,O,2.500,3.500,30.000,66
1252,O,2.500,3.500,30.000,68
1253,O,2.500,3.500,30.000,62
1254,O,2.500,3.500,30.000,69
1255,O,2.500,3.500,30.000,71
1256,O,2.500,3.500,30.000,74
1257,O,2.500,3.500,30.000,59
1258,O,2.500,3.500,30.000,69
1259,O,2.500,3.500,30.000,61
1260,O,2.500,3.500,30.000,66
1261,O,2.500,3.500,30.000,67
1262,O,2.500,3.500,30.000,69
1263,O,2.500,3.500,30.000,65
1264,O,2.500,3.500,30.000,70
1265,O,2.500,3.500,30.000,59
1266,O,2.500,3.500,30.000,64
1267,O,2.500,3.500,30.000,61
1268,O,2.500,3.500,30.000,78
1269,O,2.500,3.500,30.000,68
1270,O,2.500,3.500,30.000,78
1271,O,2.500,3.500,30.000,65
1272,O,2.500,3.500,30.000,68
1273,O,2.500,3.500,30.000,62
1274,O,2.500,3.500,30.000,57
1275,O,2.500,3.500,30.000,60
1276,O,2.500,3.500,30.000,59
1277,O,2.500,3.500,30.000,71
1278,O,2.500,3.500,30.000,70
1279,O,2.500,3.500,30.000,66
1280,O,2.500,3.500,30.000,70
1281,O,2.500,3.500,30.000,64
1282,O,2.500,3.500,30.000,44
1283,O,2.500,3.500,30.000,62
1284,O,2.500,3.500,30.000,65
1285,O,2.500,3.500,30.000,74
1286,O,2.500,3.500,30.000,77
1287,O,2.500,3.500,30.000,76
1288,O,2.500,3.500,30.000,76
1289,O,2.500,3.500,30.000,71
1290,O,2.500,3.500,30.000,67
1291,O,2.500,3.500,30.000,61
1292,O,2.500,3.500,30.000,67
1293,O,2.500,3.500,30.000,67
1294,O,2.500,3.500,30.000,64
1295,O,2.500,3.500,30.000,72
1296,O,2.500,3.500,30.000,72
1297,O,2.500,3.500,30.000,78
1298,O,2.500,3.500,30.000,71
1299,O,2.500,3.500,30.000,76
1300,O,2.500,3.500,30.000,69
1301,O,2.500,3.500,30.000,80
1302,O,2.500,3.500,30.000,79
1303,O,2.500,3.500,30.000,64
1304,O,2.500,3.500,30.000,66
1305,O,2.500,3.500,30.000,63
1306,O,2.500,3.500,30.000,60
1307,O,2.500,3.500,30.000,67
1308,O,2.500,3.500,30.000,74
1309,O,2.500,3.500,30.000,59
1310,O,2.500,3.500,30.000,64
1311,O,2.500,3.500,30.000,77
1312,O,2.500,3.500,30.000,61
1313,O,2.500,3.500,30.000,69
1314,O,2.500,3.500,30.000,69
1315,O,2.500,3.500,30.000,72
1316,O,2.500,3.500,30.000,71
1317,O,2.500,3.500,30.000,57
1318,O,2.500,3.500,30.000,66
1319,O,2.500,3.500,30.000,73
1320,O,2.500,3.500,30.000,62
1321,O,2.500,3.500,30.000,53
1322,O,2.500,3.500,30.000,72
1323,O,2.500,3.500,30.000,59
1324,O,2.500,3.500,30.000,74
1325,O,2.500,3.500,30.000,72
1326,O,2.500,3.500,30.000,68
1327,O,2.500,3.500,30.000,70
1328,O,2.500,3.500,30.000,63
1329,O,2.500,3.500,30.000,72
1330,O,2.500,3.500,30.000,74
1331,O,2.500,3.500,30.000,72
1332,O,2.500,3.500,30.000,74
1333,O,2.500,3.500,30.000,83
1334,O,2.500,3.500,30.000,81
1335,O,2.500,3.500,30.000,62
1336,O,2.500,3.500,30.000,69
1337,O,2.500,3.500,30.000,63
1338,O,2.500,3.500,30.000,78
1339,O,2.500,3.500,30.000,85
1340,O,2.500,3.500,30.000,70
1341,O,2.500,3.500,30.000,79
1342,O,2.500,3.500,30.000,71
1343,O,2.500,3.500,30.000,70
1344,O,2.500,3.500,30.000,82
1345,O,2.500,3.500,30.000,87
1346,O,2.500,3.500,30.000,81
1347,O,2.500,3.500,30.000,65
1348,O,2.500,3.500,30.000,71
1349,O,2.500,3.500,30.000,72
1350,O,2.500,3.500,30.000,68
1351,O,2.500,3.500,30.000,74
1352,O,2.500,3.500,30.000,65
1353,O,2.500,3.500,30.000,74
1354,O,2.500,3.500,30.000,64
1355,O,2.500,3.500,30.000,74
1356,O,2.500,3.500,30.000,68
1357,O,2.500,3.500,30.000,80
1358,O,2.500,3.500,30.000,65
1359,O,2.500,3.500,30.000,64
1360,O,2.500,3.500,30.000,74
1361,O,2.500,3.500,30.000,71
1362,O,2.500,3.500,30.000,80
1363,O,2.500,3.500,30.000,58
1364,O,2.500,3.500,30.000,72
1365,O,2.500,3.500,30.000,75
1366,O,2.500,3.500,30.000,79
1367,O,2.500,3.500,30.000,81
1368,O,2.500,3.500,30.000,77
1369,O,2.500,3.500,30.000,59
1370,O,2.500,3.500,30.000,72
1371,O,2.500,3.500,30.000,73
1372,O,2.500,3.500,30.000,84
1373,O,2.500,3.500,30.000,80
1374,O,2.500,3.500,30.000,69
1375,O,2.500,3.500,30.000,66
1376,O,2.500,3.500,30.000,69
1377,O,2.500,3.500,30.000,67
1378,O,2.500,3.500,30.000,73
1379,O,2.500,3.500,30.000,75
1380,O,2.500,3.500,30.000,69
1381,O,2.500,3.500,30.000,66
1382,O,2.500,3.500,30.000,72
1383,O,2.500,3.500,30.000,75
1384,O,2.500,3.500,30.000,67
1385,O,2.500,3.500,30.000,73
1386,O,2.500,3.500,30.000,79
1387,O,2.500,3.500,30.000,74
1388,O,2.500,3.500,30.000,81
1389,O,2.500,3.500,30.000,71
1390,O,2.500,3.500,30.000,68
1391,O,2.500,3.500,30.000,91
1392,O,2.500,3.500,30.000,77
1393,O,2.500,3.500,30.000,66
1394,O,2.500,3.500,30.000,78
1395,O,2.500,3.500,30.000,68
1396,O,2.500,3.500,30.000,79
1397,O,2.500,3.500,30.000,71
1398,O,2.500,3.500,30.000,74
1399,O,2.500,3.500,30.000,64
1400,O,2.500,3.500,30.000,62
1401,O,2.500,3.500,30.000,80
1402,O,2.500,3.500,30.000,64
1403,O,2.500,3.500,30.000,71
1404,O,2.500,3.500,30.000,87
1405,O,2.500,3.500,30.000,78
1406,O,2.500,3.500,30.000,66
1407,O,2.500,3.500,30.000,72
1408,O,2.500,3.500,30.000,67
1409,O,2.500,3.500,30.000,75
1410,O,2.500,3.500,30.000,67
1411,O,2.500,3.500,30.000,80
1412,O,2.500,3.500,30.000,63
1413,O,2.500,3.500,30.000,78
1414,O,2.500,3.500,30.000,65
1415,O,2.500,3.500,30.000,79
1416,O,2.500,3.500,30.000,69
1417,O,2.500,3.500,30.000,66
1418,O,2.500,3.500,30.000,84
1419,O,2.500,3.500,30.000,79
1420,O,2.500,3.500,30.000,85
1421,O,2.500,3.500,30.000,86
1422,O,2.500,3.500,30.000,89
1423,O,2.500,3.500,30.000,69
1424,O,2.500,3.500,30.000,63
1425,O,2.500,3.500,30.000,75
1426,O,2.500,3.500,30.000,92
1427,O,2.500,3.500,30.000,84
1428,O,2.500,3.500,30.000,73
1429,O,2.500,3.500,30.000,80
1430,O,2.500,3.500,30.000,91
1431,O,2.500,3.500,30.000,88
1432,O,2.500,3.500,30.000,81
1433,O,2.500,3.500,30.000,72
1434,O,2.500,3.500,30.000,71
1435,O,2.500,3.500,30.000,87
1436,O,2.500,3.500,30.000,73
1437,O,2.500,3.500,30.000,76
1438,O,2.500,3.500,30.000,70
1439,O,2.500,3.500,30.000,84
1440,O,2.500,3.500,30.000,66
1441,O,2.500,3.500,30.000,63
1442,O,2.500,3.500,30.000,81
1443,O,2.500,3.500,30.000,70
1444,O,2.500,3.500,30.000,78
1445,O,2.500,3.500,30.000,79
1446,O,2.500,3.500,30.000,65
1447,O,2.500,3.500,30.000,83
1448,O,2.500,3.500,30.000,75
1449,O,2.500,3.500,30.000,83
1450,O,2.500,3.500,30.000,74
1451,O,2.500,3.500,30.000,80
1452,O,2.500,3.500,30.000,80
1453,O,2.500,3.500,30.000,67
1454,O,2.500,3.500,30.000,84
1455,O,2.500,3.500,30.000,72
1456,O,2.500,3.500,30.000,69
1457,O,2.500,3.500,30.000,82
1458,O,2.500,3.500,30.000,73
1459,O,2.500,3.500,30.000,79
1460,O,2.500,3.500,30.000,75
1461,O,2.500,3.500,30.000,77
1462,O,2.500,3.500,30.000,75
1463,O,2.500,3.500,30.000,84
1464,O,2.500,3.500,30.000,84
1465,O,2.500,3.500,30.000,82
1466,O,2.500,3.500,30.000,73
1467,O,2.500,3.500,30.000,83
1468,O,2.500,3.500,30.000,80
1469,O,2.500,3.500,30.000,71
1470,O,2.500,3.500,30.000,84
1471,O,2.500,3.500,30.000,85
1472,O,2.500,3.500,30.000,74
1473,O,2.500,3.500,30.000,78
1474,O,2.500,3.500,30.000,70
1475,O,2.500,3.500,30.000,88
1476,O,2.500,3.500,30.000,77
1477,O,2.500,3.500,30.000,79
1478,O,2.500,3.500,30.000,74
1479,O,2.500,3.500,30.000,83
1480,O,2.500,3.500,30.000,76
1481,O,2.500,3.500,30.000,85
1482,O,2.500,3.500,30.000,85
1483,O,2.500,3.500,30.000,83
1484,O,2.500,3.500,30.000,73
1485,O,2.500,3.500,30.000,78
1486,O,2.500,3.500,30.000,76
1487,O,2.500,3.500,30.000,79
1488,O,2.500,3.500,30.000,80
1489,O,2.500,3.500,30.000,89
1490,O,2.500,3.500,30.000,72
1491,O,2.500,3.500,30.000,72
1492,O,2.500,3.500,30.000,83
1493,O,2.500,3.500,30.000,95
1494,O,2.500,3.500,30.000,85
1495,O,2.500,3.500,30.000,82
1496,O,2.500,3.500,30.000,82
1497,O,2.500,3.500,30.000,83
1498,O,2.500,3.500,30.000,86
1499,O,2.500,3.500,30.000,67
1500,O,2.500,3.500,30.000,82
1501,O,2.500,3.500,30.000,88
1502,O,2.500,3.500,30.000,85
1503,O,2.500,3.500,30.000,85
1504,O,2.500,3.500,30.000,74
1505,O,2.500,3.500,30.000,85
1506,O,2.500,3.500,30.000,79
1507,O,2.500,3.500,30.000,82
1508,O,2.500,3.500,30.000,85
1509,O,2.500,3.500,30.000,89
1510,O,2.500,3.500,30.000,75
1511,O,2.500,3.500,30.000,72
1512,O,2.500,3.500,30.000,86
1513,O,2.500,3.500,30.000,79
1514,O,2.500,3.500,30.000,74
