plastic,time,index,aSurf[A^2],aVol[A^3]
PS,20,0,11118.067573023405,43009.402849789774
PS,20,1,11041.363269611715,43115.353474584306
PS,20,2,11501.320477450165,43462.781486110907
PS,20,3,11008.379562024513,43056.845394313517
PS,20,4,11089.169431577413,43048.880534983749
PS,20,5,11409.352008443626,43329.932037159502
PS,20,6,11395.199671953418,43250.526678281341
PS,20,7,10867.586098039976,42874.637986300164
PS,20,8,11175.962076582875,43033.159009568612
PS,20,9,11128.011230631068,43089.588006223377
PS,20,10,10934.453506769927,42941.411290731259
PS,20,11,11036.087381346453,43136.045259674189
PS,20,12,10820.953615946348,42891.795192066355
PS,20,13,10772.577326417862,42906.679378907073
PS,20,14,10787.040977356799,42965.772697672313
PS,20,15,10963.791002857866,42968.911525929099
PS,20,16,11169.063433360900,43231.062758314692
PS,20,17,11466.042203451894,43243.759817350394
PS,20,18,10619.699381600436,42892.202184937727
PS,20,19,10932.867199623068,42909.236766428607
PS,20,20,10838.284680410728,42905.559526572077
PS,20,21,10919.094650893432,43118.356306659130
PS,20,22,11317.759648892777,43247.331674851470
PS,20,23,11648.900076442609,43340.044318926957
PS,20,24,10974.006361276781,43184.210991669723
PS,20,25,11273.912997392827,43256.641063523231
PS,20,26,10810.435266539993,42921.786804493917
PS,20,27,10941.467751650889,42987.425728446025
PS,20,28,11123.989794523181,43060.057555094681
PS,20,29,11076.537576950006,43143.262868884383
PS,20,30,11148.974883546454,43242.049317308665
PS,20,31,11064.001737158020,43041.012740500431
PS,20,32,10965.799660652734,43129.755535663637
PS,20,33,10984.856122224095,42945.250698001400
PS,20,34,10896.107540425490,43104.653962279976
PS,20,35,11350.218292998326,43169.903244667854
PS,20,36,11074.430255201049,43063.029370908160
PS,20,37,11195.557001813615,43124.548452723269
PS,20,38,11328.916450529217,43351.786718775620
PS,20,39,10822.256075532636,43009.557207657839
PS,20,40,10971.688158893519,43093.216848293800
PS,20,41,10648.031076656105,42713.259240680993
PS,20,42,11102.460800513865,43134.209961921959
PS,20,43,10961.790446656278,43006.106844369184
PS,20,44,10909.619434811420,43081.363282227823
PS,20,45,11131.157265789041,43219.068059010533
PS,20,46,11023.885753689769,43062.855571526517
PS,20,47,10671.603628292945,42857.096542147519
