plastic,time,index,aSurf[A^2],aVol[A^3]
N66,20,0,9293.8405634554074,38659.489196577364
N66,20,1,9306.9304511464215,38704.666456319464
N66,20,2,9091.6764667329135,38620.157270109754
N66,20,3,9609.5794464880273,39072.128027771534
N66,20,4,9032.7376828311990,38402.125313687895
N66,20,5,9473.4784840979883,38925.242370655389
N66,20,6,9279.9736499218016,38743.647334110181
N66,20,7,9324.8556834589908,38713.360280284003
N66,20,8,9130.4086242140711,38829.680217657165
N66,20,9,9324.3999164630186,38760.237513493048
N66,20,10,8999.1673868088928,38441.884104083249
N66,20,11,9736.6545392228836,39014.809709509151
N66,20,12,9006.4441339425739,38529.033316793066
N66,20,13,9384.2038460006952,38708.188145068998
N66,20,14,9360.3308353093380,38776.673101090397
N66,20,15,9323.0514221667090,38821.873174646906
N66,20,16,9302.5097277458717,38902.341957675380
N66,20,17,9098.2741873932464,38635.038809411693
N66,20,18,9105.8692878266411,38621.470680959705
N66,20,19,9461.7933360891966,38852.584067929667
N66,20,20,9489.6948891143620,38974.945424981233
N66,20,21,9338.5755117565259,38636.146940646497
N66,20,22,8853.7548897294455,38495.689827348448
N66,20,23,8882.5039883918853,38487.191285538516
N66,20,24,9163.6375909356702,38505.623283197536
N66,20,25,9503.3307933831693,39017.170814095261
N66,20,26,9188.2297933833470,38730.734049457147
N66,20,27,9075.2816689448100,38531.216512089602
N66,20,28,9094.0295664401692,38659.614433622475
N66,20,29,8937.5456508315419,38582.130142397298
N66,20,30,8764.5878379689548,38389.827178431893
N66,20,31,9228.3780714169388,38840.094595006500
N66,20,32,9426.2582410157538,38919.014446472080
N66,20,33,9206.0681557769512,38611.584937898544
N66,20,34,8905.2527660837313,38459.556537303768
N66,20,35,9475.7360674514439,38876.855464782529
N66,20,36,9156.9044348820626,38658.293548561458
N66,20,37,9219.7600821968408,38584.834978897066
N66,20,38,9091.2336749175956,38649.475121534386
N66,20,39,9341.7868277458856,38796.038031691765
N66,20,40,9196.3131102539792,38738.292738369259
N66,20,41,9396.8838270997421,38877.224264157448
N66,20,42,9204.7034804555569,38741.690643966911
N66,20,43,9131.4860478867977,38458.113408199526
N66,20,44,9158.8268443237866,38851.102425162389
N66,20,45,9299.5598057074512,38767.091792256186
N66,20,46,9317.5439382699678,38834.527296563967
N66,20,47,9364.1060825217992,38918.129874349281
N66,20,48,9045.4175788089469,38666.808475490951
N66,20,49,8928.2292835080116,38506.928662829399
