plastic,time,index,aSurf[A^2],aVol[A^3]
PS,50,0,10960.066671214983,43558.263848458839
PS,50,1,10898.733152591076,43529.419973472854
PS,50,2,11178.784430735217,43601.506744107646
PS,50,3,11177.392434479199,43639.665492881039
PS,50,4,11086.745570819039,43626.668669974068
PS,50,5,10995.584834578805,43514.479084451828
PS,50,6,11145.540510693330,43778.921434124160
PS,50,7,11093.375461963908,43577.233176383728
PS,50,8,11358.662601295704,43692.902006985307
PS,50,9,10945.055869433632,43460.871828153176
PS,50,10,11339.586335191150,43910.439023918014
PS,50,11,10997.829479789640,43496.399443363312
PS,50,12,11300.036719724672,43813.659520649875
PS,50,13,11162.135191556077,43714.635395490695
PS,50,14,10774.432095376074,43362.078914065132
PS,50,15,11049.742783075435,43531.062135842651
PS,50,16,10956.140293744453,43540.394155093381
PS,50,17,10921.736314489843,43625.190894248481
PS,50,18,11329.322674104493,43827.410733915014
PS,50,19,11073.454202826329,43659.529268495135
PS,50,20,11065.409049117632,43725.013500376641
PS,50,21,11335.617690459112,43875.339237042004
PS,50,22,10874.717563384829,43573.687686655976
PS,50,23,11678.493002310075,44070.842903986144
PS,50,24,10790.933779467905,43507.632943217730
PS,50,25,11202.133291824442,43702.511503830814
PS,50,26,10895.570035282944,43438.045325995816
PS,50,27,10650.619580329258,43260.308772017728
PS,50,28,11212.476177782955,43799.479179489033
PS,50,29,11081.628209590708,43556.007601343001
PS,50,30,11090.373153912149,43637.318775561660
PS,50,31,11196.749828083688,43627.123058611447
PS,50,32,11137.886779412274,43692.560634286179
PS,50,33,10919.599099401785,43503.031937789106
PS,50,34,11036.999229192119,43575.752851083242
PS,50,35,11363.475129658153,43740.523673103118
PS,50,36,11073.434836314980,43733.088881458396
PS,50,37,11044.995640025012,43494.737612019002
PS,50,38,10866.312355285932,43506.173430765528
PS,50,39,10899.829003802080,43470.281165537905
PS,50,40,10919.692388893869,43686.528255125151
PS,50,41,10657.438702010139,43425.590921124727
PS,50,42,11476.290178403882,43890.521592227393
PS,50,43,11047.259647323468,43662.801905287692
PS,50,44,11136.292519655619,43680.763562633816
PS,50,45,10949.921706179424,43470.062522508371
PS,50,46,11079.663880219496,43670.973801649234
PS,50,47,11009.933252188684,43600.534230105637
PS,50,48,11174.476129521940,43644.034686820560
PS,50,49,10881.425133904764,43327.351847959799
