plastic,time,index,aSurf[A^2],aVol[A^3]
PS,20,0,11013.693149529649,42909.003856014315
PS,20,1,10957.931073844582,43011.676263026726
PS,20,2,11333.465011310722,43272.906136407044
PS,20,3,10889.798903724710,42913.375769465005
PS,20,4,10953.287160985781,42910.427607286831
PS,20,5,11278.643278962742,43193.683074062297
PS,20,6,11197.448437736348,43027.292804430064
PS,20,7,10753.486185887035,42716.984117851825
PS,20,8,11047.379003021146,42865.351149698836
PS,20,9,10991.732088558345,42884.423002151110
PS,20,10,10817.380518536002,42803.906944510723
PS,20,11,10901.206493626145,42976.338849092877
PS,20,12,10674.495638615297,42722.044360141874
PS,20,13,10673.099296754912,42821.851884068958
PS,20,14,10689.250498568088,42875.645151285869
PS,20,15,10792.574424858560,42708.968893676429
PS,20,16,11003.668939159666,42986.688217537790
PS,20,17,11344.155435672765,43144.592000618104
PS,20,18,10469.584368967051,42737.769296230756
PS,20,19,10781.739244119786,42762.680881261178
PS,20,20,10673.695121150009,42715.896419928627
PS,20,21,10724.680524875394,42890.102271023818
PS,20,22,11178.369004285223,43078.440474763702
PS,20,23,11515.734866680830,43220.546767509913
PS,20,24,10793.792947776728,42979.195017863545
PS,20,25,11118.154750928754,43080.583464068113
PS,20,26,10665.577513717943,42730.624322399512
PS,20,27,10782.190380919761,42790.718385970431
PS,20,28,10966.007668254253,42899.810841580045
PS,20,29,10909.984350324083,42939.054490604860
PS,20,30,11010.372459627735,43042.124943939169
PS,20,31,10914.657642091099,42856.940369248390
PS,20,32,10870.240424678286,43010.279763916878
PS,20,33,10865.860773574057,42835.574285807423
PS,20,34,10734.781163909402,42875.100951728265
PS,20,35,11229.763428928856,42997.085241355955
PS,20,36,10917.809641485119,42908.261025343658
PS,20,37,11059.291113283192,42951.997060541260
PS,20,38,11164.391171277268,43168.290513056083
PS,20,39,10634.718798753369,42810.596307203901
PS,20,40,10821.256311842144,42881.906292678257
PS,20,41,10533.509700210237,42565.049770663776
PS,20,42,10974.987421088594,43008.864824083932
PS,20,43,10836.789452049781,42863.850468942604
PS,20,44,10758.642570392814,42898.150053603800
PS,20,45,10999.849547530430,43085.983363079402
PS,20,46,10902.653271670191,42908.403525967544
PS,20,47,10530.482874059575,42669.802952278551
