#Frame Index,  Radius of gyration [pm]
0, 1646.633
1, 1659.6172
2, 1647.8535
3, 1661.5065
4, 1669.5195
5, 1660.3545
6, 1658.1941
7, 1677.8799
8, 1673.1813
9, 1647.3948
10, 1667.5745
11, 1644.1751
12, 1649.8454
13, 1658.3414
14, 1641.7594
15, 1660.0193
16, 1627.8934
17, 1647.0172
18, 1670.0605
19, 1653.9651
20, 1654.5733
21, 1675.3656
22, 1642.1446
23, 1677.5753
24, 1651.2138
25, 1660.0991
26, 1639.5229
27, 1631.9709
28, 1645.4884
29, 1659.7731
30, 1635.2106
31, 1645.7184
32, 1655.328
33, 1673.8011
34, 1640.6418
35, 1659.4374
36, 1662.4463
37, 1630.348
38, 1639.0033
39, 1674.5455
40, 1649.2577
41, 1646.8873
42, 1683.9722
43, 1645.1585
44, 1654.6142
45, 1662.3157
46, 1659.7503
47, 1655.1702
48, 1657.3426
49, 1641.5164
