Frame, Rg(whole graph) / Å, Rg(subgraphs) / Å
0,16.527,9.922,9.510,11.779,9.806,9.721,9.763,9.443,9.884,8.470,9.430,7.715,10.227
1,16.646,8.079,8.056,10.476,9.244,9.846,9.161,8.606,7.752,10.746,8.609,7.975,9.652
2,16.530,10.875,8.933,8.448,9.814,11.898,8.758,9.657,9.350,9.441,8.267,9.685,8.571
3,16.674,7.677,11.359,9.575,8.979,9.169,8.417,9.684,9.090,8.298,8.654,8.299,9.693
4,16.744,8.094,11.046,8.925,10.582,9.307,9.929,8.199,7.564,9.308,8.239,8.825,7.749
5,16.657,10.538,10.973,9.459,7.844,10.000,7.564,10.034,8.066,8.100,7.912,12.189,9.826
6,16.623,8.167,10.174,7.875,10.478,8.134,10.717,9.060,12.308,9.851,10.192,8.884,8.109
7,16.827,7.982,8.864,10.399,9.931,7.887,8.591,8.903,8.489,8.991,8.733,9.012,9.892
8,16.780,9.145,8.499,8.130,9.374,11.163,7.613,11.548,10.011,10.320,8.637,10.627,7.747
9,16.527,11.248,8.021,9.833,9.169,8.736,10.613,12.399,8.637,8.111,11.101,9.300,9.908
10,16.724,8.567,7.818,10.352,10.829,8.302,8.252,8.814,8.318,9.703,9.335,9.047,9.803
11,16.481,9.281,9.962,9.887,8.954,7.773,10.044,8.661,8.816,10.811,10.993,8.098,7.530
12,16.556,8.787,8.190,12.024,8.700,10.110,10.562,8.702,7.900,10.550,8.357,9.834,9.441
13,16.634,7.771,8.012,9.763,11.045,9.164,9.688,8.721,9.378,8.675,8.814,7.734,8.496
14,16.463,9.328,10.993,9.521,8.146,10.609,9.038,10.027,9.558,9.370,11.029,9.748,8.971
15,16.652,10.678,8.380,8.828,9.042,7.914,11.082,8.154,9.405,7.854,10.562,8.484,8.096
16,16.325,10.749,9.404,11.955,11.247,8.878,8.198,10.602,8.001,11.012,10.286,8.716,9.827
17,16.528,10.310,8.036,8.265,9.924,9.497,8.616,8.137,9.427,10.084,11.419,9.465,9.823
18,16.758,10.343,9.588,12.222,9.298,10.440,8.915,7.960,7.695,9.190,8.908,9.677,9.953
19,16.600,9.606,8.605,8.600,7.693,8.017,10.420,8.124,8.018,9.250,10.366,10.599,8.964
20,16.600,8.400,10.228,8.371,9.930,9.933,9.060,11.032,11.978,10.979,11.162,7.988,9.225
21,16.806,11.284,11.470,8.498,10.543,8.169,9.435,7.997,9.380,9.223,11.236,10.806,9.128
22,16.475,8.955,10.884,10.755,10.011,10.070,8.688,10.445,11.154,11.893,9.033,8.194,10.161
23,16.836,8.094,10.458,9.008,8.917,10.072,10.384,8.135,9.252,11.943,11.457,7.563,7.725
24,16.564,7.752,10.521,8.002,11.231,10.230,8.250,11.060,9.005,9.393,11.592,8.523,11.106
25,16.648,11.060,10.549,9.597,8.703,7.840,10.133,8.417,10.023,10.599,9.700,9.170,8.864
26,16.452,8.822,7.844,7.655,10.474,9.004,9.052,9.235,8.381,11.614,8.888,10.437,7.778
27,16.372,8.634,8.466,9.738,9.304,8.241,11.472,9.426,8.454,9.430,9.648,7.627,9.713
28,16.500,10.142,12.316,9.655,8.654,7.960,11.666,9.290,9.405,8.512,8.485,8.277,11.381
29,16.646,8.522,10.975,8.798,8.918,9.092,8.421,8.932,10.326,11.824,7.377,8.754,8.799
30,16.407,8.962,10.162,11.360,10.399,11.132,8.053,9.436,8.459,10.413,8.166,11.732,7.824
31,16.509,9.506,8.560,9.655,10.309,8.849,8.057,9.531,10.286,8.587,9.451,10.868,9.059
32,16.605,9.120,8.484,8.511,9.029,8.216,8.201,8.817,8.618,9.339,9.286,9.859,10.380
33,16.791,9.652,9.546,8.642,9.725,7.879,9.479,9.229,9.238,8.425,7.568,8.739,10.376
34,16.453,10.905,8.871,10.615,11.520,8.288,10.941,8.840,10.022,11.349,7.979,9.197,8.126
35,16.651,11.896,9.462,12.045,9.353,8.833,9.209,10.471,10.429,8.016,9.340,9.561,10.166
36,16.686,8.581,7.859,7.884,7.444,10.862,10.791,11.748,9.992,8.394,10.081,10.464,9.556
37,16.352,8.226,9.694,9.535,10.376,10.411,9.076,9.488,9.179,8.204,8.193,8.219,9.283
38,16.445,9.085,10.744,8.040,7.755,10.659,10.129,9.891,9.185,9.724,8.315,10.713,8.081
39,16.813,8.792,9.058,10.992,8.599,9.378,10.768,11.971,8.641,8.326,8.833,10.144,7.703
40,16.545,12.294,8.263,9.718,9.535,8.832,8.404,10.441,9.849,10.224,9.833,8.535,7.684
41,16.519,9.544,8.922,8.994,8.536,8.386,9.901,11.023,8.350,10.008,8.774,8.400,11.381
42,16.884,9.317,9.169,7.855,9.503,9.987,7.758,11.398,11.534,9.606,8.030,10.712,9.301
43,16.509,8.273,8.685,9.189,12.139,11.253,10.222,10.748,9.984,8.309,7.836,7.845,11.049
44,16.599,11.742,9.132,8.421,10.746,10.346,8.538,9.618,10.534,9.182,7.698,10.986,7.905
45,16.668,8.543,10.239,8.926,9.488,8.631,9.408,9.601,9.142,8.918,9.378,12.148,7.919
46,16.647,8.878,8.732,7.671,11.758,9.690,8.811,10.234,9.349,10.082,11.360,9.512,8.773
47,16.608,9.251,10.101,10.796,8.662,10.830,8.000,8.185,7.805,9.985,8.952,9.913,8.349
48,16.614,10.619,11.241,10.608,7.977,8.366,9.308,7.961,9.541,8.014,10.848,10.542,11.357
49,16.472,10.904,9.016,10.120,8.847,7.995,8.720,10.522,8.552,9.719,9.285,10.728,8.750
